"ICER (1-year)","ICER (5-year)","ICER (10-year)","ICER (Lifetime)","ICER (Health Sector 1-year)","ICER (Health Sector 5-year)","ICER (Health Sector 10-year)","ICER (Health Sector Lifetime)"
145958.278278304,139769.441628308,135767.230533339,122247.391485678,-646.876815503277,-586.485643019471,-569.410838415227,-547.588731571116
39614.2290499361,39759.6543933739,39305.3454102298,36429.5274881935,446.636894729677,519.004225340101,545.962401831454,569.104023841998
110541.857789443,101132.59805842,95306.6087470874,82674.9462689548,37919.901442004,35672.9820006215,33965.8007027209,29395.1789159072
608659.609409682,567653.325245704,542185.17411803,476447.08495112,-79949.0900177319,-74585.5213450468,-71407.7800481146,-63211.7775283762
-143547.984743826,-150825.712273153,-148726.992000988,-128848.693018676,51819.8403697786,53319.1109346702,53066.1144680274,50498.7267768093
391536.580983866,313181.305299715,274680.594503774,211242.200786576,284553.86614652,221957.508058543,191513.136822971,139882.348849906
211233.866276892,204954.449780586,200178.730022851,194126.625503021,-9252.76855517272,-8688.38433537329,-8345.84176071452,-7944.80164606584
-425965.712209226,-552192.0400976,-701002.841135791,-10158497.7838329,-104838.61623258,-135161.781004699,-170034.096525267,-2369323.67266524
64489.5138643272,52961.3098637795,47602.3802728797,40038.2765861284,-19855.1918930982,-18545.965959452,-17745.9641986497,-15058.7644831268
131763.610736157,141034.522398075,145962.759196227,152477.068958874,40113.5034240738,43022.9641391616,44661.3346422503,47239.7435022434
90814.8417073661,87734.0012103634,85902.2880432339,80480.7258201628,3567.45071321056,3519.34762976634,3384.40245067474,2760.21038867675
-111925.589120335,-106236.132025414,-107303.922553458,-146540.080500636,-46040.2860960822,-49324.8897784419,-52803.4191701654,-70052.6304928891
139357.855779264,135525.156528867,132826.451439382,127500.986642894,-1001.50651954503,-256.101380776888,39.6226973486637,347.636698908998
55060.9592299437,52426.1404253037,50315.983107347,43711.2846186252,-16196.3575877624,-15272.1198740473,-14716.3735067046,-12957.2702575635
91495.8206437743,97076.812100274,100768.136916239,111912.277209107,-39528.9675237622,-40591.1118021719,-41582.9264922088,-45371.2692694023
61529.7726014504,66587.5318033438,70221.9746314178,79689.623689583,11322.3542697745,11723.277862683,12172.8791815587,14037.0702106791
216801.068812481,207279.103969003,198694.788580096,168894.61423639,-39872.4016184983,-37973.6110748105,-36360.6504773383,-30878.2904333087
53546.4443947471,46000.8820074654,42718.1341240177,39110.2759109389,-3380.35554399689,-3046.32049505067,-2877.15124887382,-2622.7513542297
138095.906741896,132965.492644905,130101.853755579,119207.057197516,-22103.5183543777,-21617.0897233606,-21412.3760312274,-20216.4287650725
189970.852926415,158413.934801902,144961.392206636,124865.04928561,-10706.8404780139,-9406.49574852435,-8877.12402244815,-8530.7783791682
-34564.6309747271,-37365.9614144291,-38572.5629905413,-39008.3188233193,-1088.62121756434,-1247.78095362859,-1334.90442323444,-1591.84210954155
-1643778.4273631,-1504244.9413209,-1456346.28659535,-1759140.34729714,20869.3829926336,15873.1453759818,14238.8675271762,15516.9433514702
99376.8924220302,94460.1201828931,91803.869545241,86516.3663557839,-3007.61846974986,-3119.09243279414,-3187.36901513574,-3434.49993842685
132701.607995094,134750.236055838,136131.889372941,139335.747719818,53297.8941498078,51646.9024148724,51276.5587346271,52669.4845036213
92800.5718174734,93073.1949422671,92652.6896081581,89616.4193908608,-2626.95283044776,-2607.38022688168,-2561.70656392675,-2325.04008906057
128212.190810806,131046.201301497,132530.60085482,127436.076102379,1008.60713445785,1288.12122554654,1437.36066680229,1728.11786277407
392472.702272974,384408.094019351,380027.269376994,380922.549670196,14406.6627670267,13404.9620091646,12761.4936991666,11095.7204742121
58092.7939498261,91225.8340880862,118667.603294554,370276.39010968,143421.359667002,163715.352091501,184937.670495864,497401.496390491
-9917819.86908781,-6873052.71500457,-4674682.20979788,-1746954.14790799,-1035156.74275824,-773380.860710667,-543800.512927421,-213677.292229946
56563.5269741297,46283.3804695166,41183.3155651532,32571.0057844434,-20809.9070674043,-18637.1939534752,-17378.0734742749,-14776.8762586599
27674.0220548395,22309.6916249826,19754.3702303067,18502.3601523377,-644.034527718268,-439.57824054591,-397.575949732686,-472.498090379548
-45382.958287634,-43756.4933627082,-43840.4962334578,-40807.4478759078,-51413.9875063608,-50580.440082922,-50051.6490084044,-43597.2850855411
-424123.453672311,-543505.954829446,-699822.36043608,-2727486.97519338,9687.97215031676,19651.6086307376,30088.0080231034,156409.783647822
76302.6234139637,77193.4178030341,78384.7708497583,86574.3870207755,28989.0986302866,29134.1183230523,29336.0502114193,31176.0112857626
412355.113831542,389505.191769518,382001.234885345,385289.19759081,-24211.7593278251,-27581.1847141688,-28789.6570868498,-29081.8712492481
2132927.61126724,752728.120301547,528767.795620816,298065.584673605,-17950.130775467,-7232.02523192473,-5637.2887014607,-4618.70945330397
223817.734097093,257845.713486544,290585.910789717,542955.410057887,-83618.7964651716,-94458.1999341427,-105761.388630251,-199235.364565846
15926.3904437161,15809.4640046189,15763.16028291,16293.254694568,-9143.78463951062,-8889.89430687869,-8735.0993287912,-8546.68782337524
211361.159555556,214880.444956428,216662.582537303,215122.923565231,-7104.47773697506,-7408.30166949434,-7559.76498218742,-7662.92914097532
77364.9634162741,82046.6097202702,84479.2986816072,89568.2354248407,1827.43678269159,2167.44874099902,2284.15511784084,2531.98747429307
39880.3519802169,43290.2801164047,45274.2249178945,50255.5970905648,4352.69477945153,4279.56643831913,4292.46600274365,4986.73094501196
31985.0598206273,31176.7861666301,31277.0351939616,34217.2528070761,-11358.0122145598,-11524.1700413606,-11547.5032407478,-11778.885937255
-729835.188369323,-766363.212279216,-788291.179033198,-946574.158009339,-147687.514673223,-154188.749055534,-158410.668139246,-190274.683193106
51155.5024488215,38759.1035170575,32559.5646949913,25031.7953109912,-9565.73971840959,-9408.03574950124,-9154.18484454718,-7819.15408177626
-179674.599458602,-194197.337532545,-207994.637392305,-229809.813315622,-4614.07647995,-1793.52961195512,11.773565105752,5240.10156941163
-16053.224829911,-14778.3274534051,-13646.1703264023,-10998.4953603497,9767.52802513707,8231.36542686566,7410.76442333135,5877.56425186681
-80118.1593080548,-80895.2984087218,-81968.4607860682,-91785.5810802481,3071.32622301597,3589.35473131157,3634.53781054822,3548.15157232487
153116.744479612,145559.738661725,139880.707853339,123953.856285314,-4472.28468715626,-4405.95638785702,-4316.49136856895,-3960.41285234268
-48921.7971345722,-47052.9401742849,-45735.6021598973,-43105.3343742825,6980.90235934329,6862.89769073062,6674.26914258539,5853.7677579942
185190.783553956,184218.641543894,183490.965655583,186873.988076596,-14755.1978777889,-14673.9144703545,-14600.2719422706,-14668.0488219479
27453.8183901977,35864.5811559697,39559.6590107773,40878.4504250922,2194.67928830869,2297.44155349952,2437.15600558008,3156.90259994459
84562.8757246893,73791.2000130109,67973.4400829871,57002.4796947541,164.52096080979,-63.8890385170065,-186.51612378729,-506.581235479294
58216.3219169841,47689.7819221333,42762.0205974704,37240.7692393172,-7425.68629741994,-7565.90513989827,-7567.745164631,-7285.72436228355
367700.153763934,334953.126061611,315228.352090905,316399.071749935,-5641.66236364233,-2379.14198410819,-823.527909531139,2037.91117435169
64739.1984938504,70784.8461230052,74227.9191915521,82042.5727394386,-9210.96265857427,-9494.66275701476,-9604.77600529099,-10154.7500996135
495505.995867496,369867.18691067,312584.778446531,278272.547333771,20500.1561943269,16617.8264497256,14016.0517162233,9912.00524274278
110560.45273097,101565.976430161,96454.0640637171,81611.7671654013,25308.0890641975,24040.5285350603,23373.3186319887,20903.0168319708
48227.9422368474,42599.1676426422,39651.2736502526,35703.6586892666,-20763.5484535208,-19360.5361493305,-18406.8825329617,-15558.7997032924
397925.172880584,346764.632163019,319093.793693142,235851.216822047,51031.0737927979,45692.9923519822,43194.0541423451,34684.2160706324
52220.3790362771,53408.5922367728,53911.1232602855,53155.0645958487,53311.5601866198,53662.7604363085,54255.347996838,55523.0269291261
-2510.59962965744,-709.237629808669,-188.754991396334,-680.551378561111,-54316.4500987122,-54203.666108276,-53926.4799712671,-52277.9700422635
720871.827093389,9275591.81705653,-1552230.87624175,-344380.091276459,-414902.023339313,-4381787.18308938,668551.652578364,138914.862515819
83082.226687844,80994.4121598147,78796.8636117696,74122.3949679972,-24602.6587994524,-24226.7848243834,-23845.2239363208,-24028.7588487198
-1140950.80805463,-930586.239062525,-791256.854937179,-661724.711847852,833545.631043871,661658.598434127,560989.456741013,481098.573414851
604929.615254501,650998.811493132,687941.128082198,908679.032348592,52467.4144142561,56060.8189665969,59280.4594856616,80383.613277735
52103.1641977521,52403.8539112006,51828.6163682983,49418.7233948412,-323.726513577074,-114.11102237979,-107.542456679015,-687.897516145555
-48542.5650563493,-69759.891370582,-76436.5695873081,-102868.435887303,-212932.682306201,-197170.431269283,-191829.223866415,-282042.371922094
88754.655769144,97058.0069238401,104381.392727213,140947.663350703,7270.30959342242,8613.99674444604,9582.77201835637,13860.554094695
78366.725084275,74215.0047914837,72020.922688244,67168.9655238871,6759.92822999285,6658.94633194104,6593.30727562751,6249.09938038713
139274.925033737,140564.056385988,142523.846664187,155991.423404523,-4047.20724019193,-4144.02983405636,-4233.03525372737,-4810.80068767453
179725.006876689,185542.520137789,188826.435024524,202318.075589647,38722.4732820774,40100.734180572,40541.8224478183,42343.7010564503
226079.366704875,178652.06271461,158607.564749624,136660.903190233,-4751.19733615941,-2515.00236474873,-1852.08106677557,-2267.15551559029
225075.960968496,181052.369589409,162915.25674623,119373.866254131,23809.7997512562,19314.4387276292,17463.1541047825,12789.6336690934
-5456489.6447838,6501464.16146647,2201942.12713997,635458.449906172,1783751.7248067,-2125302.19080475,-720349.315693335,-209620.218605521
22151.106237235,20691.5300071222,19364.4962878912,15601.1545678586,-7002.73857661145,-6835.27562086302,-6732.61006772427,-6271.01840829111
35971.2239623238,34658.2127898766,35085.9850237422,41787.1962989168,41804.5280161542,41268.6212700603,41649.7005917679,47123.0723730325
2800.61464785825,8818.03546360043,11612.0504973642,11863.2734005525,-68425.8162028378,-75784.8058415514,-80237.3907223516,-93941.414755741
170605.280424562,163616.094271141,160055.398639024,158746.133985717,-18241.461633093,-18153.982073457,-18064.4911213851,-18411.1593233688
980053.223986788,794554.218191368,735322.756339941,639207.041401547,-21154.1889262377,-18537.4303223357,-18207.0339955471,-18756.677427191
217428.170491713,210698.460251812,208920.720704651,216333.018658529,-781.03552592106,-1033.68013469632,-1185.10349670641,-1707.80719052383
19965.4669443803,-14160.1645700003,-26112.7369173492,-23569.1866403873,-84424.2403067099,-73232.0267080783,-66912.1294099631,-49999.0275602922
52393.310857052,46956.896119153,44994.147305855,45357.9801010661,-53388.5792797552,-51513.6132908501,-50889.4651421858,-49140.737439943
186895.777139586,182831.991184025,180754.573891092,176577.106332683,-5722.55575374406,-5649.02367615162,-5623.18591746627,-5662.6372007761
76761.5506284419,66898.7170172592,61714.3707882479,52225.6827117139,76552.8765954368,74549.9416913488,73127.4761076519,66149.5369223148
101107.831298523,117910.772047232,128830.621265423,156152.779006609,3172.32245317387,4491.06828465772,5336.32255384647,7721.04734955162
143980.176521534,92649.044814881,72809.5922445534,52744.7143184309,23823.3522599501,19096.0388416956,16840.025227777,12226.3556783752
75328.8214560815,79514.4126773348,82314.0047898151,89170.2382504516,-1450.06382151745,-1486.81305240284,-1493.20201588181,-1408.98847917989
50957.036466044,50147.7901859585,49490.2076190879,47314.9429883517,6339.06774173551,6658.62096182082,6757.48651297091,6736.47310345648
109871.945806715,99711.1821542696,94809.1717526103,89487.4749045009,-57597.7966789194,-52434.7528394155,-49538.3008797166,-44438.6890837848
136460.629136186,110935.338389319,97981.6729436056,72935.7332638711,-8043.22299644599,-7367.37035487903,-7036.73390324368,-5805.4527341889
97246.5256863524,95203.2061168006,93005.877317156,84399.3605673681,2185.52293383114,2010.92026791322,1830.16907529138,1245.92709504124
37839.763115586,39695.8013421092,40395.9759773032,39900.5005744998,-32621.1835796264,-33952.4795650367,-34738.2849225068,-36556.7629920239
-112165.7743698,-110604.713712382,-115404.058167607,-170118.668460677,-31336.9421433439,-34084.4253154045,-36795.5165282208,-53395.2396019135
-6518.32845558449,2750.02197730757,5749.187592365,10162.7414879367,19578.2658377916,13325.2157748916,10995.2928524407,7616.8735093265
-6261503.32698158,-4021010.41744398,-3694099.04974973,201052985.855966,-357791.78459502,-222528.426547558,-202125.215851121,11314835.112467
40010.5788722674,38804.4777406028,38290.1327659317,37110.3370144861,-24630.0500618799,-24833.4143157499,-24756.5216978601,-24384.2168526072
-18989.6910909263,-20607.0433891268,-22267.6520590206,-30861.6630923041,-24245.3323369115,-26290.8298400317,-27924.2510065723,-34801.2751516362
117195.65370545,110636.665043468,107271.507844921,101522.762037522,-1298.00477359426,-882.491749323577,-727.545156505698,-711.528890835979
89228.1524317236,89556.0587200452,87252.16360494,71780.1280008427,-7147.00979072734,-7476.9605105139,-7309.62179409953,-6040.84039705548
248607.443404484,207951.69955468,191769.609714083,191443.349690912,-101537.754794935,-88949.4833026853,-83539.2146383942,-85017.961847987
174643.017440176,165237.989761073,157137.501856314,127563.710688057,-609.67842921077,-553.143395310485,-488.226604207522,-186.818632148699
55624.5434122259,56440.4723760876,56511.3517839613,53527.9137541554,-6353.70715662985,-6569.15000362482,-6857.96934163281,-7639.30673110976
129020.878524147,136228.920716583,140031.449096754,151061.07663662,7938.47003395763,8025.10858825604,8120.23990860055,8675.21875997958
184034.062017761,169635.930219349,161469.274369569,144254.555992909,-6158.79670820055,-5918.08137589605,-5737.03244588383,-5268.90722075302
44053.2826364774,37390.7634916106,33828.5470864154,26744.1848965173,-8080.73281642683,-9269.489772742,-9716.34898453894,-9557.09570434253
226043.469720194,191405.860659649,173644.128841661,137608.306179019,21110.8047116577,18642.5245821365,17191.2157311942,13398.5725907835
65204.3402945535,59541.9029876473,56606.7045956874,52951.514019494,-1906.40668014168,-2512.71225150088,-2821.61917708926,-3213.71259687663
89871.0874345707,75555.1098579149,69517.6369474378,64866.3146818286,-16438.2350049028,-17470.3959251599,-17268.6492709903,-15667.0664199459
133403.934198841,141152.919485984,145770.860698861,152471.395011165,10296.264529936,12515.9571144304,13510.2725394337,15072.2073677057
121549.566269558,127101.698130634,131874.343776523,151308.559217845,14711.4564415457,15106.9887559469,15591.7278292847,17932.7033266323
1559224.63197174,-15425747.4641044,-2197712.40124126,-915487.717845258,1478553.64229556,-14876203.2939867,-2130744.71240268,-884028.606767131
169312.667134065,170121.613088055,170502.65613137,168747.182643464,29859.3746363884,29865.9380016804,29966.822388279,29986.5156674046
653397.429005054,513374.646872807,443975.488314449,286357.002256698,-39110.2025521418,-58763.8345935201,-64636.3586493013,-53196.7283776951
129159.273896751,108915.534338067,99885.9334983838,90981.1685929747,39711.8820498431,36906.829040838,35115.6627682628,31106.7977592592
15717.3248957864,19298.2736986657,20876.1028223719,21284.6293725319,-71545.1711968211,-70981.7705938364,-70340.4687608408,-64436.8717672332
9946.20623236441,8895.82564481659,8257.20411732598,8595.97993641123,11506.3288052115,11492.239397158,11373.677030017,10625.2084658552
24431.8138848361,20951.8298420918,19636.9898437661,20500.5828595011,-60623.441557887,-50275.9556838087,-45648.6735129307,-39563.4744474269
66508.2645426938,86354.9043231819,98977.5233255218,128265.080297362,14018.0960409174,14868.9112319437,15697.2164362804,19309.5283127352
56259.8444250085,59602.4183410894,60332.8242222609,62380.798955163,7617.27545906014,7043.85619510701,6730.49902061384,6408.75193602205
29281.48622897,28215.7214068376,27868.1926018383,28291.3693637852,-247.526962687651,-239.964077636284,-252.652034115338,-339.684192829666
232932.984902094,196946.951422436,179883.157590067,148764.650333254,-1941.38032424392,-2348.03135424604,-2450.7868232449,-2468.15130321117
42193.3321863119,40204.0418000132,37120.9607697587,25739.5591639492,-3366.90523835712,-2771.65232511608,-2439.31165676478,-1413.84824249161
1179.9005097858,3228.03666199035,4032.44802458091,3530.71495223457,-4515.28583752658,-4912.63768439731,-5324.10311607775,-6890.90625796097
142943.014426282,132793.149597153,127885.821129809,120289.463310592,31590.6376832614,29981.5473428005,29170.0244729076,27566.4559297667
98492.548288936,88940.099120887,84329.7242866174,77253.4793774576,-24793.6267968938,-22372.6838622298,-21119.5977486142,-18466.0409826206
-29073.4947689813,-27020.5789015206,-26050.2978602943,-21928.2288561418,-18804.6398912959,-17751.324173006,-17218.6489945853,-15181.662943678
115079.930289017,111108.121738636,111340.995272006,139620.880536444,20528.7506814068,20002.3594803921,19811.8614779398,22486.8521442739
37342.4729528213,37573.7923962963,37523.0509480728,36399.4051559954,3078.59061937096,2946.20901603073,2948.15644155178,3250.889112705
1030059.92408534,700065.237244476,581305.400496261,394678.975615751,13907.5923234761,1674.91909665221,-3031.39683557691,-10817.2525138809
68845.4267768404,65247.3741780275,63261.7040364275,59561.5468947059,7283.19432376657,7114.36669305024,6974.30376848281,6451.81915148277
338108.207887208,448222.086101015,526228.189718985,939520.784814756,-19977.8831706766,-19920.9084853716,-20036.2615565886,-27070.1151971764
43494.6627404079,43204.1333971997,42985.6729061818,41645.4797241702,17388.7406459005,17097.9123454999,17057.2299849692,16792.3402718565
34828.4999708423,33367.219698201,32420.2970945972,30527.4220101296,-14649.0807157285,-14499.9714965287,-14280.0367189764,-13234.7897850678
-2339274.16108094,-1157005.13853035,-1143886.72130754,-1015573.02393738,-1373896.30810229,-563264.29425,-500567.556025504,-368943.768429705
33175.5869710384,34589.1416037335,34652.4773276992,31844.9092685317,8780.17171765238,8995.56758183587,9100.58797400664,8908.85800735235
52847.4348705558,50114.7626714541,48186.0357028704,43436.6369190656,5154.35473099213,4963.96955300584,4772.14212930346,4122.58131123266
-13005.1731388885,-9167.1533745823,-7782.46465218484,-8743.96380463408,9465.29193948382,9535.73399823252,9671.78613922212,10692.4755490967
45849.7031546071,46468.4874455513,46698.7366160554,47522.5394968815,10365.8988485983,10325.9052244702,10265.513818905,10047.0313621786
10181.0087840131,19631.4918345447,24409.4864270028,31253.4865933643,-7189.13755317511,-7093.26768256377,-7042.98604421011,-7221.51253282903
42074.9570212384,30533.9176663056,25483.1135506412,23554.7731191807,-1347.20255239437,-2167.8656622675,-2584.96539833963,-4155.91697162963
64227.1513322098,62017.3973955953,60792.1772390876,58591.0845173358,-36070.538932637,-36062.0863537598,-35703.9667710515,-35079.077657956
-5619116.36667747,-2975534.45730665,-2330119.21080394,-788900.14584326,151117.802354661,79681.0295719385,62751.362380723,22537.1049607992
-10208.8841041708,-14651.1586580537,-16970.5194893631,-19681.354639496,565.528363226716,480.219314500601,417.171808199103,231.147558868494
1092995.57075637,1550227.15399271,2363141.08354266,-2298247.32571809,3823.32155123536,7113.47346974215,12364.8367295811,-16605.2687254918
127650.764386817,134808.95056728,139980.956254876,151044.866051874,2026.40204329563,2028.2524507662,2127.40872317477,2761.06941150764
162724.410562775,172412.756654531,179644.502256816,204060.580919175,60448.9374944549,62716.5420623691,64777.1036603685,73316.3400795249
604537.697261638,594649.665166572,570607.120597957,489173.738494493,25361.3454448704,23900.82830941,22485.4608305693,18602.0514904123
85315.3229475711,87831.1228468254,89506.2534210713,92828.066447373,-21356.1199101145,-21962.6846991287,-22362.0713887591,-23330.5337458908
42247.5679254413,40835.1253709379,39769.1520979867,37306.6806234696,-23798.7462729035,-23367.8182474003,-23107.9476411077,-22223.717795821
367335.13868284,511522.442999671,718518.048896782,-1994862.83120803,-10853.6917794432,-16476.9538625654,-23781.334429769,62936.1194094577
41304.1049484725,41763.0215770221,41897.5787995174,42852.9961970481,-1448.57090274757,-1671.0296045824,-1760.03577071884,-1982.61394150843
177392.703249949,174124.945186878,171800.121715716,157813.305617586,-3275.35039099811,-3083.96557911932,-2986.64651255625,-2562.97901094271
343808.190726543,348143.758523747,347246.533148983,336768.561354318,-8877.82624074626,-8048.15325640569,-7481.37164063716,-5628.08077990069
47584.7957503059,44490.4724857459,42470.4115779303,35936.5993821112,-3270.89016626519,-2879.02888080349,-2623.04352667027,-1773.80339988456
143651.220490211,150078.164489939,156088.320766567,182013.178787229,14473.2681189879,14588.2364250724,14973.7799169771,17529.6357904471
-336.912210196867,326.330995754542,916.126556913413,1676.18077817254,-5001.70175940737,-5211.1090889282,-5294.90101102993,-5941.67251925016
16491.1485032238,87686.7053363663,166285.091651478,-631931.270218137,-321055.886461823,-515604.151349383,-758689.626039581,2918103.7549838
86323.6154375717,94433.5264734984,99449.4513379246,109107.122275629,47476.533848867,51846.6093174911,54695.4271632497,60894.5191640763
-3023408.04858325,-1064875.39355169,-693352.169584122,-336731.959229615,-297366.578805151,-101994.432286494,-66073.3466117984,-34118.2798092402
52490.8389603463,52576.6818929513,52736.2869830559,53544.39825316,598.02658227242,561.278783084418,546.484732085925,485.53029062273
-2521046.56677062,2162018.01196412,1011130.88148246,624128.658113365,1199484.14932686,-1045579.59462243,-497919.76730666,-299607.847868247
501358.120152373,417243.845950075,377359.743157683,311622.313564088,-94995.4136609232,-78591.7477365337,-71001.2132612629,-59260.0254256974
56926.7660749615,52544.6078782142,50582.1290279397,48641.0324588481,1436.25283594044,1441.78207312801,1379.69843607301,1023.31165875189
121136.220017318,120962.529360403,120304.910460215,116601.390995378,-6552.69933161366,-6461.71722682086,-6386.4713243592,-6164.20533721857
-424287.115888484,-367597.889240538,-342149.506488944,-441705.08976104,1784.39407685235,2003.22943870924,2229.82502738114,4526.73660437481
-91600.2399888868,-90072.5964917863,-89005.4115959854,-80652.7781902441,-37038.9803935962,-36292.0400845166,-35732.6769636643,-32134.2298856996
-187181.045232037,-219569.469061487,-255089.336675896,-819016.260938834,167697.666726684,193394.067370494,221288.135163978,650087.583376993
-12320.4886350821,-40470.8029697447,-56221.9191721606,-66991.8484632739,42434.5282777548,47279.40994391,49990.6778264055,50168.5375583152
112968.733908233,105125.92554659,100020.029871473,87087.3615018893,9781.93277032168,9047.56124447747,8578.16467060997,7365.75473660799
-286.653224241401,736.841981403824,-1982.25648178524,-11371.3884410577,9620.53183303126,9219.14947897333,9018.60079803812,7821.7344299534
185050.206930236,187532.805506882,189662.709031202,193021.209141153,-4631.56596510326,-4768.62266133396,-4743.72726143828,-4486.62799726066
136018.786969656,163800.002623277,184514.93707107,275594.526877351,-13754.8408904732,-12510.9234003781,-12300.6767668364,-16868.4536184821
162062.908468379,153221.770595482,148494.662531951,136651.18042041,-30381.8057324608,-29393.3489562012,-28756.5568489172,-26646.61473787
77796.8519736517,73020.8647688745,69810.9612913472,61201.5956482285,-24681.8797775839,-23735.3807617047,-22987.2247979616,-20121.8295108158
-341541.282810668,-267559.070903442,-231746.989465239,-137305.077346304,-67706.31876352,-44648.3167349907,-35912.3645888796,-20634.8896075835
49204.0239577722,42453.0352408109,38627.8960650322,31883.958557346,-15581.6678109463,-14357.110005175,-13752.517004348,-12661.4014464663
271619.400720362,235901.41122817,211770.108531022,155298.660838,-23492.6551762975,-21231.3784376996,-19624.7551096709,-15566.2465370658
90642.9513773454,89459.5808793,88661.7707998759,84836.2322738016,-5432.9615618627,-5397.75593063437,-5330.33889800618,-4790.69407953266
129011.12962537,127510.840953828,127219.783861,113224.801311069,-96819.913328308,-93996.9665758553,-93784.57381975,-88834.634687328
227462.210511917,227407.755069302,226313.985275805,221559.014703258,45021.5287794004,43298.0166160067,42435.2079809191,41159.8672918423
75903.1523455076,67776.7261851267,64138.8286672928,61024.9543451546,-4317.44971103941,-3974.75630955567,-3840.61630761704,-3916.8077771627
48732.0834346202,55749.9847377193,59712.7610174908,66468.0087898862,7971.90084922998,8529.82261153041,8985.12585887729,10774.6034690845
41958.6642591018,40775.3461900182,40424.7625281133,40947.1793465525,9263.16075235185,9096.08759783482,8955.91822793345,8515.00008565117
182982.192994143,171991.968025126,165992.242178302,144533.537059989,978.048867642422,989.593645405926,1090.17379767849,1591.72766870375
178679.182755698,191186.158618143,198876.508069023,229827.113860339,-1069.25691899638,-462.527259196913,-29.64400670513,1086.25693259167
203956.933697292,372196.727048299,563504.968265329,7127446.29864699,-52670.8133325507,-82525.9716451171,-118794.277457246,-1561359.01926951
885405.674584358,704511.347003119,634165.978597982,482990.165030101,42337.4840013719,34450.5035607413,30535.6376427835,19722.94931615
26430.443259396,22933.5245244195,21329.5916462263,18571.1120036831,3227.60102993405,3007.28558926492,2879.7280334831,2408.87452878781
487848.774591273,549152.482208359,581402.374204117,546993.432516759,73277.6659313793,75979.6813313309,78365.2544684998,76677.9741394241
409935.55151651,344822.014654692,309405.71388839,231683.379222214,205951.029689841,176576.291912565,159580.252072196,118541.813318815
168919.739861251,151531.762886422,142869.56249676,128923.503110873,2271.96025451166,2175.85899497863,2067.93526146173,1557.52868565515
18909.0275276603,19374.1533341728,19783.6925896974,20977.7505807771,-33861.5388000896,-33706.5389008404,-33727.5033566103,-34812.4932894851
140045.570953727,142305.297448898,147085.941187344,154338.202381662,-14107.4705033507,-16978.3613604843,-19607.0709259971,-25165.3462929417
-19053.6508933951,-17005.684949631,-15893.5524037028,-10898.9331497859,-113716.267837117,-106407.052952874,-101696.457964069,-87346.9327951997
94380.5981857085,87660.7471367941,84593.0396350178,78595.1766990724,25472.4613172333,25832.9108195872,25953.0626145871,24723.1016317355
75065.1446913233,88478.3227990194,97954.3312064678,130994.257043731,-3721.92439182499,-3791.3559763617,-3744.24758034215,-3414.73854562271
104247.241523214,62192.223591851,47874.2059741824,39829.669332015,8240.47679004291,5245.30013382378,3993.07297132036,2395.40360944537
498139.968263252,515793.629253796,538608.105841267,747759.753470333,160330.04760099,166699.067392183,174026.672599124,239299.310527699
38237.0217492557,38107.7083126488,38359.6876698562,40576.5126742458,-21146.8680702047,-20646.1228220949,-20442.688343252,-20785.0661786964
96382.4570127747,94487.5458924831,93771.305481848,96712.3387440738,-24149.7460555863,-23735.0184387998,-23432.7466284627,-23742.9547574451
-34317.6564121758,-30108.0724849185,-28687.5342360112,-39618.9298825269,12832.4888654155,12048.9991143857,11939.1725808615,14348.7341131445
453229.555744464,562741.486488183,661566.456591083,2820627.87314905,-15863.2555577949,-19533.792493688,-22919.4768410587,-98394.4777287024
118384.092631405,111201.396217321,107007.764918034,96925.4631760833,-20640.2782343672,-19342.4949768641,-18661.5854721658,-16816.0479429419
10195.966321526,4901.34035341705,3113.15637236911,4103.08843404024,-12112.8292303774,-11557.4657480494,-11189.374792622,-10141.2100160838
-56497.2672866312,-53266.7397778424,-50737.6406997021,-44463.6409801117,-3595.32875431046,-3351.4345614162,-3147.60499895425,-2513.15458061484
90303.8450410383,88120.6783015142,86237.0223191286,76399.3122202601,-17476.0364275909,-16953.74308595,-16551.0121734656,-14279.1204763299
364752.82080088,333987.551169875,317585.331732476,251785.334220818,285.238165925411,-378.393171307277,-811.938125548734,-1836.93987600101
169629.800555437,160623.660782954,154908.130340474,137265.956732543,-60055.9773441061,-56086.9377861876,-53837.7406939611,-47876.8222040561
53453.5038434984,46229.7502842235,42848.3270245702,38435.476648793,28769.5224222397,27637.1406279359,26838.7837430915,23588.7346930084
-951494.909823364,-918475.989122491,-909676.465416826,-1034009.68702842,-342.095024246902,-5124.31123738182,-8545.97947638519,-18179.6710849658
47518.1923684714,48152.0557550657,56451.4932991809,-719129.492144785,18494.4380887635,18765.9088758186,20744.2029581338,-191285.362823495
365262.474977074,507452.755695605,707630.356305472,-1362351.91647808,-12473.6005158017,-16389.2725845196,-21860.1150848095,36822.8327218444
137466.007898321,154032.849912301,161832.043880586,168609.963183572,-19636.314148006,-18030.6088691338,-17284.9492418202,-16990.6421187751
-365558.341812548,-362831.543031694,-356432.230480912,-362546.188419874,26.0239611171859,-117.07819595302,-255.424225481804,-1020.34443091836
112608.034699982,109976.707094741,108169.900692266,102085.126281367,176570.595828267,175255.853502141,173666.765585022,165041.764965281
144601.754655392,154265.689002477,160330.919857528,177904.369748619,-13722.0905939857,-13679.4824689302,-13868.2888791672,-15135.2862591929
