"n_icer_TOTAL_1yr","n_icer_TOTAL_5yr","n_icer_TOTAL_10yr","n_icer_HEALTH_SECTOR_1yr","n_icer_HEALTH_SECTOR_5yr","n_icer_HEALTH_SECTOR_10yr"
1487351.49694271,-318353.575695819,-88222.0937476261,-179763.641262283,38603.9918141733,23100.4506140452
-6635660.42668683,-263108.149720378,-85289.1761711062,2181746.38399535,82434.1937873638,44806.874336949
-1008604.89504354,-240720.056543218,-99388.3629029497,105329.730200731,25628.4857401815,17702.9458914791
-4198182.82224632,-476154.430989189,-198250.993350328,598843.227675577,56905.6206241989,32503.8089836515
-716088.547569975,-185998.117834661,-76228.7625889748,159907.722530317,39006.4279317933,23737.7117644406
934068.77480593,-408457.648187138,-122646.670898538,-197861.90988566,58278.6356445325,27905.1252671467
3255498.64654832,-91610.2825209219,-10668.8001676674,-2273723.7334249,44716.3586347514,24511.7077087674
-1050281.44271702,-213290.153386254,-82180.4310827074,147957.563744317,22352.1084262298,12479.1257268842
-21664697.7911571,-556431.544243123,-218771.954917077,77536.4296603614,13457.69943963,11057.0104202828
-690718.404893065,-292259.572678747,-143914.188196857,55332.7783608141,15990.1783000023,13755.2324869597
3885808.98531241,-236785.059572842,-49116.8422412481,-992797.911273975,51032.3950451084,28118.5555291532
-486731.919109521,-180979.209780178,-77018.91734833,37010.9828619807,14276.9681214131,12758.1943422109
1924474.38126999,-131786.703314068,-15014.9216392502,-637135.56858143,35556.8335773465,20674.306444034
1759165.77012692,-165913.248421634,-28716.2382693862,-387990.501959749,47084.4175013732,25871.8464836452
-648305.549060464,-95850.7331888054,-16519.3407982697,-133810.134061455,-11446.9346217657,-335.936875669908
-945830.864021868,-190731.682426037,-70930.3971357316,216712.74177643,36435.4288813115,22373.1554661157
-2482038.12206073,-160205.017726158,-52697.6305358473,543075.686979642,38747.3746487118,22674.5802934648
1218187.57064464,-230519.250826323,-62422.3034683506,-58923.2543527282,23928.4895292959,15613.0282251726
-1024071.67383271,-228272.070366846,-79685.7761724179,213232.247112277,46555.0581279765,29076.9656973167
-743612.99483703,-220906.665559246,-92941.1179900377,67461.1950985128,12405.385397825,10629.4849220846
-5540645.09697945,-271551.124648646,-92343.7342616485,693074.540355572,31413.4242455989,19130.1674129681
-3923766.50388156,-354336.963355725,-138699.983857647,516567.79223822,36625.2029184212,20155.7139814713
-191276.385397765,-106512.322012434,-37730.9609229956,53470.6162484363,26472.8857041347,20569.9019097504
-1379160.21030706,-184832.582687947,-39608.6361230656,284196.354238583,40575.6632980521,25539.0250567478
-1108215.84936025,-128153.146318084,-20882.1094432044,460937.856608592,47828.8670935749,27484.1039176955
-12597150.6878472,-397398.386930734,-146855.055704045,2000857.48619242,55512.5672458255,29532.1838012162
-8572587.31521229,-203167.087229279,-57142.8235442529,4377915.17551983,107393.199353884,57167.6684972345
271551.746885684,28788.5719273932,56817.9607404414,224762.068483347,61067.2363304219,36818.9745449352
-129315.022308728,-34084.7348632452,5711.72701367673,236658.154135063,60538.5636293474,38274.0297654239
-1174887.46236354,-232605.200403478,-86458.5937827116,135045.32481552,29095.5959633498,20498.7040121148
-264835.805756698,-134528.137389404,-48251.7872532341,130017.513743211,45847.7651593565,28735.8371452197
-1519674.56037666,-123595.581087982,-33355.0264654325,1302712.50334128,72738.2117566789,39708.3405252989
-1592817.41904663,-517496.278802712,-263466.079277962,45528.4583758928,16586.4693519328,11898.3256297266
2154572.13775442,-179461.703063312,-48611.911314703,38207.2373376822,5085.88557364933,9030.98027376984
-2755717.88507259,-380582.81880126,-155976.112725852,365438.820335077,52073.9164288118,29524.920035989
-84934.2871555121,-104795.394643684,-14386.040372747,359320.679787728,60707.1365629137,32908.6328720889
-798481.842017457,-203880.267110198,-85934.7914612787,20360.7089659767,5687.98254160415,7555.05974694023
-1180926.26033964,-245391.01313207,-105150.574526172,39756.5825992297,15223.9381593207,11891.9485239493
-91420.9196998206,-82926.597839607,1234.92864342796,-1264869.59951334,177886.133025466,80136.8156850451
-147968.666386476,-23777.5261868386,25214.4374176347,40183.090039631,12544.7796662346,10798.8986994227
-1569217.49415489,-381227.955780508,-169652.927665057,62632.8249995688,21811.2993427913,15549.9932745321
-136768.760275339,-75285.5429947949,-7162.22841907399,187447.129439656,36753.6343767596,21342.0211912839
-1365798.69437761,-181642.868603186,-54494.4987584913,146148.162031058,13141.3421187077,9019.0387415729
142632.941461676,-20928.1596386892,20351.4429283542,225787.537872494,69338.0604142128,42385.3011543014
2634114.01618136,-937339.856209055,-335216.589098666,-154755.121255603,51482.9011834736,24599.7385869348
-1412124.59323465,-292133.219897486,-102841.278288013,100534.78631558,25555.419961317,18214.6643133049
-2716796.73148106,-442326.108783415,-174764.878780983,-52415.5726327161,7704.96022028864,9043.89659038457
-485722.157230402,-139134.020252059,-41051.6161018783,36123.9056042761,15687.2527125752,14264.4181351891
-341659.514452177,-151270.009034887,-62148.408931847,38009.0995531203,12941.6022786301,12287.8328683577
1377922.9371349,-424559.542793726,-121354.631430708,-337571.364101503,66522.0412779345,34237.778715631
-692712.063130282,-211154.851113099,-87707.9366646288,-70338.7501412164,-10808.4990651057,-2759.63152926934
-4960039.67448996,-392921.91901871,-149407.902346984,329381.665796927,24586.9894082236,15107.1899669411
358556.349877132,61661.050189823,68636.007518087,500894.863565888,87496.9587422265,52615.1180102562
-292710.836073205,-118529.342170804,-34709.7655487945,117109.479023766,32072.5413230989,21747.250494639
-752049.333964963,-177632.299731292,-58166.962619171,326865.060742454,68436.7465163034,37991.9798142051
-444390.948661122,193474.389448388,98545.8212251529,-218809.478594955,187358.073745402,61253.628774462
-579856.547061639,-63967.3231278075,-3123.19780491211,292614.564427985,31294.2587241605,19705.6896497155
-1131735.59599861,-343534.164612815,-157575.9703391,158373.758673096,47750.2994373632,30193.4881029702
12724927.2356709,-272215.988096876,-94396.2393783534,-2536536.63210354,42632.1421786821,23762.9704825253
-2069263.54014041,-450280.688685748,-202385.752349946,75320.7853862746,20455.5382967212,14403.5960959638
263022.032945865,53836.3339013713,45682.8825377468,110886.959427572,69306.3714805819,42060.7374292128
-556110.891709415,-210997.443166157,-67599.989979735,277704.022122142,90730.7322249319,57262.603960232
1284179.51349588,-1353793.94089195,-367545.40704809,-319117.004225719,221517.094141366,80905.8768913292
-8308372.48030445,-425182.197576846,-168366.368403143,924025.231039463,48716.7958615682,28161.6472270032
-432021.944826695,-84798.4099971201,-10817.8354974797,95505.4917024294,20765.1357591221,14576.1908304908
-1260064.55701006,-264386.155013487,-98652.8580956661,-95300.6297241898,-13584.5666672273,-1025.8955863034
-771875.74167017,-249409.845512256,-109278.636000394,14850.0327006912,12104.6501463444,11005.6165874245
2049554.03282903,-235553.969794073,-60006.557408141,-139395.418224526,25965.430546368,16465.292294311
639581.215647416,-84477.3901003642,5788.77478771589,-1145495.07729886,74692.6591879901,39129.2954581626
-1161481.35798182,-149674.453039133,-45011.6201251715,215561.212427162,36108.9386719085,23878.8223643583
-401771.179981235,-179230.876452732,-63223.6892685579,30516.165575358,10761.5949178546,10738.8997219026
4232.23889860917,6743.50718787646,32787.4950157494,41522.3502197744,18063.7529924977,14793.1552406248
-680014.341030339,-242090.711089037,-120506.779377886,25349.0130650216,9959.25167149943,9123.40774518151
-622873.828528443,-119488.921110474,-34854.2279478167,68011.4244495032,17739.7299927489,13592.5094436314
-1042217.84790833,-335601.4425646,-149878.907841163,125035.612264742,45966.4634476277,30520.4745529245
-846086.392411487,-268818.625629996,-111907.195640054,289727.905548821,80107.1815315677,45890.8262638272
-1018960.21671931,-262974.202926398,-113363.116910559,169094.22628471,40693.1859437566,25030.3541340435
-915856.905912693,-268850.349115632,-119209.275907573,58826.1317594306,10336.9680474113,7324.04869285296
1481026.5871188,-173157.702750542,-43444.862299376,-1481218.34403452,140858.378308565,65147.89179332
-2017378.22349086,-302781.755060155,-119410.538468521,171709.985763932,28025.6440009209,19282.4860126837
179775.948876013,-80293.6694168426,-7511.20951147764,2713798.07109094,151966.171903856,73459.3469934675
-644024.165278043,-223925.067396555,-93811.5711797538,88845.9445809614,30948.9874918717,21341.9788575206
7191197.6992759,-619934.687235598,-239090.089365733,-541669.519356105,47049.5203288348,25103.621784259
10683445.7997442,-362125.165230619,-113538.940135011,275743.245415661,7810.52549314288,8359.08095733012
3476442.351367,-223749.046673476,-58533.7460372732,-357602.5105605,17055.5192067536,14401.7006415717
-214213.538088449,-100519.617342408,-18491.5115913446,139221.152043067,31218.9904920594,19604.9105064909
-993411.724372392,-317569.501122717,-131588.161680402,-37814.2654307709,-14245.8495658902,-790.969751176569
-1307772.23447116,-97323.6580751651,-21292.5455505145,1147646.04912141,85345.9575331917,46531.9896468284
-2986390.65533239,-423573.053307717,-178919.164199865,197286.947058075,31076.7180592753,19214.0106092979
1360190.07117289,-549136.629179223,-171950.746537482,-229279.585777365,74738.2798942997,33677.8614636742
-47007161.1778879,-206021.993570054,-54277.4209077516,5662844.24441759,24805.3813508348,17185.6862178907
8110145.46979232,-325333.406682599,-107444.867126041,-1097981.17086502,39982.1133291461,21743.1717228878
-342544.752367127,-63235.6979944145,-3908.91016888783,394720.782252759,92246.9995411495,55919.2404819256
-850872.467862699,-336291.234883375,-154176.981413282,94783.4615227845,34537.0328560511,22760.0860183707
20903392.7943099,-142643.287220829,-30972.7500324778,-3172210.51097282,28555.136188318,20932.0811179778
-1160707.65096309,-398224.197239382,-179987.25737861,48208.8183250578,23843.9743952248,17209.3344900882
-2168083.45118162,-399705.369737936,-159967.644219301,-8623.50614897685,-116.052259276156,4285.59496742144
341187.45569038,-131484.058283886,-24452.7869552086,-437348.459862515,91122.7656362291,44031.5404916386
-997867.723284183,-201348.524282029,-73381.9315969652,-27894.2405240138,-7078.82983091508,2106.2131838634
-255542.386188085,-157838.557221782,-67839.4518043535,107664.105005499,42993.734643849,27608.8853882284
-664171.539508003,-164687.553957043,-55344.0579773241,29184.3718490122,12765.5816760723,11097.2672207714
-1984729.32478457,-503386.509198147,-214591.307515092,230721.401392509,53083.8736384605,30675.004320936
87840.8129515677,-192084.39247172,-21985.7697261933,-161803.491946972,97650.0439321855,42593.9246404263
-3689695.37446545,-249031.489460476,-79663.6037848584,1168433.46967906,59001.6543012833,33852.4755093459
-2681069.47779099,-394926.450182064,-160513.017922023,255477.425660561,48903.4767210259,32088.9510690765
-431842.714248408,-123371.739845124,-30842.6723137887,141589.965034729,14823.5991293408,11890.3728161021
-367225.721248839,-145424.444918019,-43866.5452012551,128106.955400053,37518.4978359548,24485.373606839
264577.816571653,64636.183959803,54241.3304123428,-1515.18430372921,3982.1112934294,6094.95298728961
-776590.437819232,-228373.812557463,-94964.7145258545,68051.8982004227,19631.3362186978,14209.2593174393
-553704.154573335,-132433.543725119,-28244.7808574565,483087.9784921,91167.4185398172,50423.5542300843
-7306864.30765489,-340626.741746075,-114143.896284128,1046821.60736186,43424.3136541074,24396.0051797624
-915978.968384555,-284166.940965594,-105413.499058303,132454.631689539,36172.549687431,22152.8049468183
2835866.24118516,-431096.197314855,-143644.73741642,-457036.155501735,66959.5617692536,32844.4724542156
267183.018884646,68135.795109055,65736.4353859065,149459.594146987,43309.6322258335,28870.6607990723
-871413.541073364,-266948.875346911,-110349.660010637,131791.512100485,36988.0382805801,24581.1871278398
-2223537.34935148,-157995.577170292,-48768.9654378621,770760.848255856,48081.6732375925,27630.4707188218
-2184858.67980107,-200342.769649718,-75370.7756959997,525525.003851725,37116.7524370986,21900.806681943
-842841.524578639,-405651.630434687,-185775.236272378,137970.658905269,50675.8320427421,30468.8245658191
-456681.541278765,-200428.477523782,-79436.6852644547,300129.375003001,98113.8950391373,58371.0558192464
-488878.813608042,-193049.233726475,-87605.8578298843,17739.4980764562,5126.9484461203,7630.58694660528
-667120.501471183,-124297.319942764,-29239.2185836472,123216.648163739,26290.3933615586,17018.5179404615
-1140528.67125911,-221567.175208764,-86180.5962448951,64033.3462712364,20134.2738592141,13726.6286412448
-330252.15062937,-165868.810639317,-66039.0929163869,181317.196886071,63627.9987532102,40515.7695254095
-5627233.50715813,-215064.065684877,-64982.3027590994,879224.232942312,32155.4582105738,22901.8321375099
137739.317996088,28746.5888357738,37682.8241204061,85744.6151733268,45697.430017633,31031.797706796
2820420.50197791,-771174.556124729,-260832.705438123,-292285.219858212,67293.8508909927,32085.8691629088
-810951.733251743,-156977.255169455,-49072.9304104426,238954.212131248,36577.3322663517,20537.4688380926
-859067.448478408,-140748.181011997,-36117.0111390417,492838.105970269,63300.6106528958,37010.4755104868
-1547753.62272023,-394757.18856752,-174594.389922817,75228.0878413544,21079.8109016246,15271.6995853561
1353738.06380796,-191682.915985863,-56154.4367036447,-640673.733125063,58891.4506251915,30106.3973257723
-1147225.59037366,-115575.139023787,-21132.4113312033,57165.369802655,14894.767104958,13721.3605373755
-428069.274111351,-208865.876295027,-83320.2144817019,55930.4227481473,23741.7140452345,17317.9323163884
-611848.604655694,98181.3514648317,74804.4848015689,-318019.619888758,125132.910961962,52167.2785144157
-1193785.46561867,-221619.477050119,-80351.4459952587,266168.778451594,36303.6799170599,22099.2224803242
-463283.260533914,-131484.527049283,-36414.1478850819,105572.048688359,26159.1427260678,17628.2242635526
-94291.1389033352,-33278.1584159803,-134.649504418697,92917.1980508138,24350.6643716426,16973.0558001155
-2210168.16247201,-301166.644320699,-106087.258783556,211260.888333211,27880.7615666409,18360.1455600705
-954891.742809095,-102437.624544127,-21054.8712232261,-156539.885104727,-1567.17916699136,3359.34108974817
-291723.546625449,-105157.242639992,-9958.71481521265,510392.378988541,107315.854990483,61013.0654304791
110428.631219181,-69168.2140909047,8170.98105577266,-251183.066117673,60406.6672942896,30965.7155434333
1360990.14237917,-1401390.73295794,-353747.699893575,-43556.258867496,73750.5377997578,29115.446782205
-679647.426734193,-156749.261843331,-59233.7714853894,18064.643837912,12391.5200632604,11107.6195849641
25273896.356322,-473340.829715961,-170600.643577164,-1906403.49402598,35672.0499217849,19990.9372683528
-488505.349739568,-136290.670301583,-43024.8539752493,34755.160040518,12991.4982617035,11537.5795721594
-1598650.76515411,-272554.902579914,-98085.3579860813,309787.140704244,53968.5811265197,30862.848093535
-330939.881627851,-130161.878844409,-41654.2336724034,166909.804063134,45879.2862750441,28424.6302781766
-900052.063665971,-138169.888962642,-34867.960480006,260275.247530742,44583.1380722335,26950.2044540091
-1690506.91237281,-304742.965492018,-122302.806592123,214681.75136844,38006.4880230956,23126.4904155222
-3833018.83833262,-438317.785263673,-176638.90894259,606957.806260249,64233.8158777898,35617.0763157929
-2783147.58019044,-378808.096115304,-155273.460288098,302451.839362607,43721.3095149871,25755.080629786
445197.262037214,-151600.425799708,-21497.7940961257,-158996.533511997,49674.2975280215,24825.3945143538
-996118.493001397,-298750.908054537,-131345.297318825,58612.1003910597,18774.2516285516,14277.7346130689
-238007.626106646,-59334.9078187108,8811.21826646856,-56227.2272420098,-2960.55950504903,2745.18875956824
-19213147.672168,-320538.08039381,-124918.870873422,1927851.23066146,36584.6561118984,21794.0631534597
-5024872.6463535,-426287.237971504,-165616.757388943,560586.945314863,45944.6789986244,26152.553539765
253646.261136286,33258.0132205903,39999.0381947146,358331.504743496,80602.914043478,44745.7780914203
2595683.03400684,-528584.982995422,-165716.34635531,-259735.957864278,55062.3720856636,29184.8637643304
-3770407.37740671,-513237.75689037,-214204.800181339,238041.82602431,16615.6297662495,11469.7378523672
-578752.669773219,-229529.300077874,-104588.255225308,30058.8785496608,13332.0776852818,14188.9067503825
-954915.367830858,-309007.794226655,-139824.786217522,68839.699488618,19481.4040007097,14605.471020547
-13544357.1874949,-730589.853471271,-309226.099456265,1761400.07035449,88293.2435728265,47121.2193874446
-217955.068673221,-173166.451567064,-72455.9301962743,266046.797045256,120378.254448353,72040.6649672233
-772865.925993927,-328213.611954672,-152046.469324231,-74657.3251194367,-21594.9072832779,-8437.91600164404
-837874.851072458,-318816.375651484,-144265.35204382,68253.6047270539,25755.8291448136,17571.1944598523
-569927.92809302,-132285.477653095,-33208.4379882271,74507.3261773396,26974.2917796517,22873.9672073244
-218786.125220351,-105871.663965477,-27529.0684715933,129433.797643505,44320.5490977251,27415.2227815776
-538545.213535497,-40237.6262119427,10785.5883057131,-57673.0191749593,12683.592311736,12023.336144287
2166756.24061978,-469022.499872101,-158148.047716465,95614.5376696062,-5212.29523165856,1771.01792029848
-932124.227484876,-148755.709476404,-44105.4437356174,22834.0084763769,8751.47457580648,10670.3743351088
-714674.915463441,-168446.238744121,-51037.483325799,576208.690328196,88300.5022575715,51233.2567383769
-737475.217636486,-268181.12837377,-115065.86861971,148099.541524055,52158.9271649098,32293.2620652355
-32771.9692670172,-8671.8833525275,23105.5084709954,131730.30516867,24248.8868931599,17927.5770391689
-224848.404564093,-79775.6732502639,-6911.04717536621,333663.208687368,54842.6892322165,31378.6688516125
1039330.27893755,-361387.795979896,-86376.5052805661,-464407.765352684,99657.9277462319,46128.3531963073
-1313047.97417523,-239070.185252356,-93457.5636418069,127919.462113633,22426.3115405341,15545.1352141776
-448126.977331665,-145700.328026737,-55253.3985501343,-31832.2208671237,-4244.05195088445,2392.25864714932
-1114778.45942339,-154425.524628422,-45559.0885495892,415646.124525752,40770.6499738484,24069.4955551801
-1564776.89490528,-76106.0413271615,-1033.6748848706,116296.070789383,13822.6986278712,12483.9184780323
-479653.749538774,-122353.187797172,-29497.1586938783,152140.523936516,33602.1107760601,21696.7181590178
-851867.564520189,-275716.419125163,-118068.463875126,195472.139993661,60855.0602097532,36521.4835019653
11514305.6544282,-432076.501090008,-161782.667149889,935945.161348626,-30084.5417913836,-8033.0192267782
2139167.16022162,-178840.323006429,-47586.4808702276,-994516.534647433,57485.5942398057,30798.0947516451
-848415.576715383,-172783.404362019,-52847.317736245,72609.4237112617,20413.6900224543,15463.1306018539
-1600885.58430249,-364610.474452122,-145988.103597798,230662.445139601,42316.5795640136,24767.4098419986
84856.6670250169,-1924.06623197261,29593.1755149893,236258.088107884,40596.1755151702,24807.5138845464
-998349.975319158,-354856.160195765,-168816.466368072,74354.6961731501,25656.9667467953,17052.9804705814
-887363.213250202,-305337.46532324,-140403.276440623,205338.868468352,55303.9881327572,33838.9652591703
-1527978.68083115,-355839.749226877,-152096.715406188,155368.926542194,38244.4524160138,24043.9459359694
-1314869.80149256,-196258.493031384,-51551.0851992719,442354.746786004,36510.0249236532,22233.0458480651
-458298.039411145,-249682.090922661,-102908.4033596,113676.527579515,43043.7563185548,28106.2174194583
-456467.521603973,-186603.808266131,-70466.3335064114,69567.4483421251,21525.0344012925,15054.8410267006
-891864.115383169,-180586.033368099,-67293.9523640915,106761.155635122,18208.6964696456,12516.0949080096
-224831.207530052,-152710.052274827,-80365.6778202065,48563.6148259515,27052.9275798555,19595.0852947326
-13561240.5758607,-361743.239792462,-134577.857120782,819538.620683131,21401.9016316945,15081.5713794096
-1824637.25699095,-399376.13565991,-175015.719097275,515487.089565456,82515.0124305222,47551.1736486535
-2522303.16058132,-223823.208337132,-82901.4586757094,302467.673831207,27768.8042298107,19773.8607193658
-817348.323872758,-276596.819092518,-113568.041721534,39032.040275092,12058.9048384725,10522.4330923397
-1234727.42448776,-257804.540917242,-101462.224827037,287918.772752792,55199.265251521,32349.7918340688
-30195.0132230476,-6320.09058110685,30908.3903646393,133289.18955177,35728.3316605621,24492.2430159528
-159484.105702444,-81523.9446141582,-5621.72694322369,139407.220954519,53057.7069064719,38388.5058676648
-716472.718692204,-317975.273407779,-152401.030082293,186842.502498602,52734.9111685598,32291.8649989293
-1942712.53532141,-186068.939490442,-58141.0910285225,-608014.589935837,-22201.8015744367,-6026.05935418465
10080631.8417972,-484839.869967429,-186652.292203305,1121666.05460277,-25952.3570771927,-6366.64513646412
-1276140.15363561,-315184.78981346,-122737.525548323,153775.188551885,31936.1401343763,20693.0396878146
-225968.118049187,-71645.4766909076,-4414.5539646346,187251.916720818,50357.6057687489,33999.0939708727
349460.748980883,22800.6183261324,53301.9117295271,58368.7787621047,10359.9060731514,10030.8250287193
-2249371.59736056,-346417.120345605,-139054.668027457,251988.834062141,34107.0880881811,20804.7098282905
-295186.309965976,-100091.611316949,-29194.828885976,-104475.216825714,-24027.5889852823,-8709.87840404863
-1735934.08659229,-348549.251182832,-147620.960253354,201158.209424935,30681.7761194198,18825.7865035198
1423941.94047457,-679180.711202115,-207586.043428531,-95895.9396185459,45946.4535754679,22294.8417566779
-726853.517156612,-229591.036000331,-83997.7271084516,116628.128694838,35072.0863877051,22489.037141473
-1278493.53983275,-279425.08660701,-120056.28665023,104654.943421405,25195.2975338419,17638.6636672584
-4994156.79069733,-403368.981397087,-169865.620868212,343213.398617637,34527.3902940251,21272.6963214487
-2099976.67711684,-148269.791222102,-36044.0348468767,435715.830978173,32051.1644908209,22643.208385554
-724916.445410954,-201669.068976413,-78579.1230861747,357938.680589428,85246.4377668997,47994.2290445943
-1567836.77053179,-291663.107111486,-109563.240858226,372733.754645539,39882.999306392,23095.8135820544
-322407.53844384,-110826.983477464,-29739.4853774013,83301.750550761,27673.232533037,19164.7706944219
2994078.38869334,-632776.68941762,-225535.272098439,622956.84275137,-77009.2513069101,-27089.0136969651
-335943.029924231,-69463.2932347033,-12162.0223792838,352257.799456402,68467.2066580662,37530.3034397222
-1695799.99466741,-338699.370296274,-142809.497034934,234153.282082721,50886.9039532619,31790.7859871318
337021.914928345,73927.3987274566,61883.3741594811,166950.211022461,52267.4095772442,32020.2895470821
2885334.26576456,-188562.452957165,-37527.2695408248,-1290298.11952119,69924.7100043199,34998.7984405282
-641769.013492617,-180868.658826095,-70258.5820480241,246632.645952531,50974.3332224156,31132.828757709
-1271925.30614362,-154030.296719181,-51476.0988712464,259672.762518838,36850.0519483453,22525.2628152027
-1958788.82199256,-622170.507998463,-304400.842797259,121456.717054778,31607.3135221366,20524.2814988273
-1227371.65301774,-442930.072992905,-199578.196437869,133536.613679894,38468.9532613749,23628.8518584096
-671986.043615366,-141072.270858129,-45361.2903123941,62283.5482827246,17129.7004345736,12763.0392875812
438312.741497754,-302649.144733234,-81528.5908748811,-66085.3176855956,56431.6068751519,25885.9115726664
-2427375.98657905,-257609.039318517,-90334.7625483955,367644.283276148,43058.0339470161,25736.6718753156
644995.564456172,-292285.472548056,-67851.6316689215,-111298.638568446,53843.1324536538,28118.2841928162
-2011302.17666109,-164985.764874276,-40598.3531080726,1327674.48556405,101498.604754882,52576.3328437898
-94295.0240059787,-13073.9071900929,46669.8930282919,-109872.123681682,63222.3015102927,31043.2499841937
-3138.90189964701,-54653.6042137585,6839.18047247416,132989.283804555,46704.1617780664,30401.6744020029
1786353.92702544,-181405.078702612,-45033.4534665857,-733710.183921811,76132.9099027085,40999.2302998803
-18568419.9396383,-265941.650791764,-101327.257380602,-2189889.41529071,-13379.6456027344,-1442.45723166991
-506834.204395615,-186715.180211395,-73217.1616141889,171599.40293816,59218.258741989,39489.7117522333
-512389.159798787,-120509.955005786,-47232.1550766159,151668.209461944,43648.7053822609,28240.4310336113
917057.417367296,-617862.724097203,-173959.778486864,-107711.008792916,67926.946572527,30232.9745069996
-1977273.70040976,-348470.167488566,-136619.522308537,107513.764847662,5831.38874144126,6161.03353188794
720769.118887476,64469.4416470622,64964.4229744017,134258.751529576,25991.9379457087,17257.8432703254
