"n_icer_TOTAL_6mo","n_icer_TOTAL_1yr","n_icer_TOTAL_5yr","n_icer_TOTAL_10yr","n_icer_TOTAL_life","n_icer_HEALTH_SECTOR_6mo","n_icer_HEALTH_SECTOR_1yr","n_icer_HEALTH_SECTOR_5yr","n_icer_HEALTH_SECTOR_10yr","n_icer_HEALTH_SECTOR_life"
405945.369149457,889563.679753262,-7826214.23995524,-1001335.03294939,-255144.215107671,-92390.9151406996,-115328.867737044,672139.399358797,95273.526315531,33912.632414698
3571191.34495518,-8791106.67352049,-826458.746144725,-408425.022024118,-143676.000246643,-432158.72894788,676054.611224393,44314.5720131844,25522.274011967,14001.7298007356
2942602.45166481,8318093.42983041,-1532689.40588167,-647124.419069688,-220526.050913152,-413990.925258822,-756736.290518359,89687.6086531287,41567.7993297277,20186.6047381903
-2130.94625493523,-298069.944443502,-326197.672971941,-199196.110137563,-74048.5800738552,242996.967163877,215617.795875678,100188.728393704,64723.9353403007,35699.7867093412
5130825.00432472,-7834467.19199826,-470432.502421788,-202476.987436952,-64230.9836962936,-950735.592870911,1223924.68018373,70998.7678232205,38719.4592848895,20968.5184936697
-2048914.59539071,-1559046.12657607,-530032.550147647,-271694.093880805,-92950.4926176751,784150.830637077,401334.603074647,92617.610795293,53956.976539107,29409.7163180154
882995.848751701,3478776.87501494,-718128.595486138,-360684.701193651,-145736.960895753,-249314.216951339,-691988.460659369,93987.1514263278,49088.4850379538,25506.8563197314
-425097.251111849,-487291.086306442,-341532.408853633,-210940.604468012,-92503.3169285737,110230.680357777,93131.1230348249,48204.1657764393,33188.7237303741,20735.9250841779
-575930025.640974,-5313495.19583922,-1054700.53335404,-579997.612226205,-246437.328071919,127666479.945546,950872.288712,134988.937710889,74151.5428855693,37262.9168365759
-349611.564785891,-587422.243070491,-536749.830090411,-361341.811969413,-175811.331647905,189851.190432571,179287.268045167,94026.0060462094,62306.6870516402,34925.3338006299
-211035.510818771,-566347.272233165,-220439.064489939,-99566.2225506477,-4218.16354044727,1253628.62044528,289325.006159572,37056.3617428607,21748.7497482739,12679.6444104168
27602.8420406596,46449.256425618,132657.286361315,170364.060177071,250088.998810355,-98767.6648535143,-101456.646827406,-111376.981644251,-122494.729840964,-195563.746389141
-1481290.76495225,-1393583.91587937,-557728.959005063,-306170.790191477,-124335.455345693,385957.583002411,314830.563073834,104467.620121349,61969.4537455078,32724.5022440353
-23521.2935470568,88157.7604836909,949711.134897086,-1129096.37146408,-147649.717300745,-89607.8212518826,-101816.787659836,-310028.966961261,364598.79113844,65611.8085666691
3239871.7598589,11949804.8044661,-1781470.40688495,-874582.77729183,-388348.052753742,-874153.535351023,-2013445.05338076,181101.512307839,89696.4479379214,48066.0228423595
-3134299.62549578,-3950499.38172619,-1560722.97823625,-828790.160966159,-356111.927427986,558898.570524188,465607.998412213,120490.868454292,66888.5855162671,35095.524760344
-13266.3200842212,-111339.005219914,-109356.996625549,-52621.9101677285,5328.36343746912,79133.731428421,72262.2900368274,37814.3134014129,26859.3072999936,16112.6067347613
41607.0757469437,265924.008122085,-5581585.33282795,-407041.602052702,-81822.2870079231,-127156.983970618,-140249.401107937,1348295.62306993,108184.151344021,37831.1831059333
-908698.149701449,-1187418.97107565,-700608.584859288,-412420.368772349,-182219.09198941,142697.361577944,141609.114169695,63027.6565747913,38601.3684504163,20484.4620738215
620151.381589841,751331.694020889,2337585.94154409,-2213039.26750175,-339665.207583559,-106958.758573338,-110039.359373328,-290513.990854922,293882.7371654,55328.0919394773
2032049.14536334,4593175.37120841,-638791.663038495,-258235.689320146,-81282.7020536561,-265118.092529324,-434314.872222126,46518.9591794031,23609.4639661908,12899.5587538353
-112.811580404935,258011.551192475,46510994.2651428,-711390.349559434,-145772.204131524,-97159.4603264169,-123426.299487104,-9751395.62685644,163849.836826486,53240.5464872441
-830461.203418778,-1168799.31858191,-566743.245428086,-302402.568351196,-111063.444598642,337318.15470082,233159.963402065,61349.0226741684,35133.788364431,18099.9970187605
766879.089724656,1629288.8037896,-2473814.46497671,-827260.032635249,-254416.044299392,-220630.245508076,-284132.520749369,265784.447573536,91409.0157219054,35032.755313898
423405.483427867,898178.032438693,-1915174.6499052,-526261.612590846,-149016.275684479,-46264.563098337,-50609.3120988589,57018.6463677557,19846.9453780618,9995.64901267493
-798302.024187244,-946860.269990809,-448251.46389028,-248377.071037044,-87589.6984378794,278120.836179703,199524.365250568,56457.7653591262,34383.2405546981,18955.1896085506
830879.966432865,1444823.1514582,-2728004.55395352,-714023.567377051,-214529.883351577,-89901.1147294085,-102820.213316685,138519.281247425,43471.9209221313,19856.9095962745
2840983.78727994,18192730.0831642,-1319892.3737758,-628770.615997656,-258938.58080052,-320254.043138871,-1264174.62301675,61797.3074548095,33066.3990206456,18796.3103700638
-999991.416620375,-977496.96028288,-545861.989584398,-333960.887153132,-160419.213893317,168023.726392836,137452.149780146,65209.9020754621,43372.3341611315,25935.8323940455
3708451.41653716,12688824.4384319,-1089374.47590454,-464978.505845593,-163180.36526927,-376123.089231986,-1068887.5122722,72813.1539376286,34157.8439730857,16213.3250449165
1798908.57520902,6040703.83998865,-1247911.97710912,-577437.326628419,-225381.654572192,-351489.051219009,-865134.422139599,127056.773722984,62350.5740940808,30660.9692314132
805428.986854167,1310051.32847838,-2054938.91758503,-617836.723569281,-196464.023841078,-285642.33007735,-346026.616885898,376602.796336533,116029.87861157,44368.4262540358
808334.948683634,1433941.5662132,-1252903.21690527,-413372.420817,-128306.846295453,-138230.982957632,-175022.4741123,111703.531295771,42725.6260006269,19607.9240819278
1177049.71309854,3567292.36077131,-928341.657383925,-431342.351613866,-168850.035873949,-366521.254246399,-863655.295190901,176657.32078463,86835.5481400773,41798.6485141544
517549.78902004,1111790.71637565,-568454.874378442,-201588.790975377,-46668.9445986055,-177164.937476496,-254172.042449039,94490.3050993645,40273.4141960753,18332.0857985319
1511202.05426254,1059445.27566417,203925.295645652,122561.068313094,104356.558091027,340223.560490386,283006.505367623,91104.5335740825,51725.7144407445,27330.6486951621
713783.269895016,1317503.23444674,-1389475.10261918,-494287.440745059,-165928.547353561,-170137.708983395,-242127.847822086,186804.828739058,69945.3968317358,29980.1014208553
465439.050953121,619999.106714396,1845350.52574343,-3763994.92835432,-384846.775735974,-41272.3137290221,-46139.8476532276,-113489.057382409,246393.185199912,30030.5427651366
-288616.12169148,-159481.259117981,116419.963342902,184850.354502858,317295.28607843,-233096.86727378,-241043.942785474,-223890.004116439,-218660.063352554,-324507.851243319
-71052.2073184287,-224860.782791849,-165978.268425501,-87005.1028794442,-18560.0064092962,105924.836996376,78468.9677350291,25873.4286034078,17854.0068192479,11944.4232505555
-1377611.52167076,-2209867.60262972,321713.860318851,182959.29054881,130345.190184098,-313362.28271813,-571697.328097224,105711.689652785,55973.6091965207,31021.8430789505
-2348455.39336486,-2938679.84294186,-790507.985884642,-381916.76097296,-133620.973526996,785405.775151005,621237.077115147,113190.933902577,59984.5543358929,30064.5754169602
-10913.1536713092,755201.391883638,-1427066.80650226,-540514.275249449,-178031.391884534,-362228.34127242,-495786.646210762,360232.166061696,138670.768415976,58126.8143460168
-557379.895840634,-749278.404176194,-491580.138209262,-307301.399936383,-130746.580400252,273565.870857897,253464.090792108,103901.684043994,63849.9708236402,35184.2675513057
25556.9363671368,-151422.603300729,-267577.389884638,-171499.802370134,-51864.0529161617,128736.554917785,119975.613797227,63162.8338663575,42210.1102314754,24184.3486079693
-854576.067801825,-993651.261638985,-461142.819684465,-260882.210784144,-102613.326861732,403207.019637562,274735.312104965,74063.1399493788,43774.2759639283,22992.1741068391
-586432.952488021,-600059.811112798,-278598.207739871,-149393.318547686,-49294.8129953701,131408.072656742,90318.5200424568,32279.8026930958,21968.741963608,13860.5496169579
956245.643318472,1390263.43464885,-2038932.38967572,-583451.685561843,-191420.395408881,-185714.696148409,-230409.275819771,267533.049960073,80895.7784077067,33714.798490691
-382279.675361285,-493462.849780551,-404296.017176215,-264927.299364274,-116159.844345912,111544.279364533,97904.8430277238,50115.0906768409,34633.3640369606,20416.3935108475
435973.738624126,565297.277611805,5287168.77984697,-798328.32826079,-168177.681363273,-111961.631088631,-122156.158861386,-883337.494373498,137959.314911027,38664.157047814
5384308.19941143,27762431.3065575,-823003.135667339,-373842.833964112,-141239.843085994,-1247592.72155799,-5332610.69802014,127711.905687117,63375.1724536718,31898.9802907529
-869223.63571738,-756631.546104255,-83562.6495699419,-15779.2797855597,33764.6791760311,-445522.97556897,-798404.921754906,123738.210495118,55763.9641519398,27191.5974212001
973938.235749983,1789066.18574639,-1229248.05737153,-451412.551985209,-154207.046552466,-77893.6611895123,-103708.324095586,55503.6971486612,25607.3580407401,13871.3006706758
3748344.89175962,15726609.1329279,-1016925.63259727,-431491.908392169,-140591.252762481,-1138225.98480425,-3627983.14133962,163662.99536543,75262.4632216345,34006.7440413645
-9389200.69355518,-1641218.9739393,-335248.364558186,-149422.449952764,-35401.5185506567,5502821.00431354,450618.777686945,59745.2506712676,34302.5776127126,19671.798085177
1482884.42571025,13104598.1350681,-597143.580783864,-234623.093457123,-59877.7459779258,-205919.896616638,-705050.890155416,19079.8913044567,14062.4064790582,11216.9890435452
-1004090.1816329,-880873.488041961,-344232.921456461,-176674.8050649,-59862.5728151546,309309.271129292,206507.665171678,63938.7733767373,38235.3098577181,20857.8302380113
-230524.893722282,-346162.552764046,-208682.003647349,-114053.575206187,-37495.9885277391,110309.554886422,94122.4312848633,35170.145224279,21095.3738699929,10953.204385775
8675.56848928122,-88175.4799635114,-134560.397057007,-82452.1513777141,-13877.7185977232,68685.1274978024,61731.578627405,36080.0922753969,27845.7424283884,19548.1613687282
-728481.768600806,-891667.87163278,-371078.701140161,-188079.156404112,-66366.6033861811,633548.889729332,396657.353287391,96838.8601778991,55609.438344644,30636.9027669917
163674.941685572,281996.018897241,797638.722635408,1975660.95559091,-663968.97115453,-137971.222300032,-156335.8129245,-268915.555893024,-647138.905857697,256806.702156306
528765.109193758,803160.449362639,9026600.80143908,-1473803.88854303,-350255.251284753,-164571.802323415,-181497.454355744,-1363967.98231255,226954.331773,64088.6298853016
477704.809896735,832981.836109686,-5138855.12052296,-878816.764459355,-251404.011447031,-174242.909989417,-205054.399566336,799027.007683135,138393.300064373,48150.4845808024
-408009.171256888,-393585.972252113,-629772.407494875,1285370.73907795,250038.757787798,-81872.5083010294,-94855.8572654754,-276158.434613794,573360.056200312,82487.9621586898
48850.1918393767,2049720.61621491,-759993.129953353,-329920.048270516,-93803.7035126526,-273165.484638449,-601849.468459992,89928.3375303445,43518.3641268687,21484.1788396254
229422.125744331,361783.394397275,6120343.50523887,-499758.337137053,-96762.4292888119,-50133.190058892,-54699.8442102146,-698382.471650669,68271.3171151746,23340.9063583943
-4312479.3854692,-2631784.43323205,-731127.787175994,-364532.736070052,-137252.264191603,637522.804583922,294560.201389379,64888.9845528315,36583.2184808164,19383.9779631774
-20927079.3245773,-2006851.60762953,-394180.663249498,-189260.926499623,-63390.1753446311,3153143.86201941,194056.943953365,28704.2767067244,18954.8350198001,12725.7722366995
-1855058.91519484,-2131059.61927009,-1090808.23076836,-620882.98734687,-275803.787180021,128776.91233283,108572.748899951,43569.4529847977,27116.763093705,15800.2621343945
-764244.308286664,-800482.444172367,-442515.00129141,-252710.236135515,-102460.561126188,265427.491413063,240860.065550078,108204.406825132,66365.39442455,35856.3401594524
76760.9182216034,252764.531911632,-3742607.0904062,-373567.910225047,-78418.0862162233,-122463.930339092,-142940.794788199,1029316.69551846,110455.173950159,37141.5013801016
4299644.95550787,90520616.8874048,-1235977.54028677,-593519.78009664,-250976.293962981,-609155.930902319,-9432906.81384822,98752.2032125693,51126.6293621731,26349.1462669188
-1944749.802102,-1693222.36399528,-599112.914797839,-307815.957328517,-119440.143286425,305206.218100202,189064.301436114,47951.5061238443,28693.6024438887,16670.4223518866
1255791.5678947,-93823.5820494173,-275312.94144745,-147670.893494959,-36560.9949175364,1923423.90509664,783557.353266363,160867.915713187,88005.105990079,42496.5035700334
77477.3776530083,192219.759840652,888121.145388421,-2010849.04800995,-166184.321333589,-88620.0155315381,-95880.0948030493,-221669.939951685,537552.015959112,68158.2343794474
274553.03398071,442043.885757165,1473788.76342284,-7780255.92507831,-416019.819550114,-89125.9504914426,-95684.0834949884,-195066.003322397,1022208.85921124,64804.1090548248
1638192.1163453,4302135.92251606,-499109.563416121,-192360.457379602,-47951.9304345254,-326060.837847042,-678353.232846921,72273.4602716376,35203.169098984,17103.4785319984
27267348.6438073,-14384207.3268859,-1604676.86018313,-746825.628000199,-285154.161753193,-4425501.73702182,1463010.79082754,105204.305438403,51590.8691493189,24574.1882175151
4399198.48720945,-7338662.28478028,-657335.875080709,-339144.107968314,-144117.478645989,-624334.594284218,851366.155546745,64283.7659356863,36885.0836555824,20293.3065254728
-191936.074439217,-102513.113417337,-977509.641667321,-114818.734389582,2662.45058809683,-178613.655211817,-211600.624855393,1112006.79128038,134252.774251618,44805.4556845494
79969.638295951,1051762.52934383,-733700.258768014,-357140.081859284,-152397.866054068,-987235.734901538,-1196917.84805447,295205.368704152,139215.093875257,72355.0651146396
5780205.07845008,-304044367.208147,-1330565.47631964,-656573.412969087,-272543.484037963,-1077906.69016544,45247963.2481116,144251.055087414,72239.8305461039,35144.8955573457
387032.097545628,701448.236364888,-1053909.48762397,-298559.534116014,-77174.1308689632,-129213.483458382,-164138.609461176,161901.39493845,50326.5178646895,20237.3484721675
1721743.88518984,6191811.45868477,-706104.765276871,-332457.875244448,-120441.693675642,-213964.471774618,-605173.336379256,50290.1871546072,25306.5511233456,12121.1256421141
23593.5654137397,193977.880778423,1387102.58268156,-2119481.00364544,-244624.338281184,-105605.029802888,-114309.056230069,-299711.857665213,464837.70385893,72596.9301778974
183047.099421145,297019.444580184,1177216.65582954,-6777482.0535571,-343659.949106101,-82566.2965456385,-95611.4361240458,-243218.530352307,1461767.79617109,92338.2753129833
16208.619670426,159058.886569858,11762853.4655393,-373800.622713566,-55319.3226286853,-103500.81227855,-114335.762571243,-3234564.6447826,111469.962229195,34210.5594967563
553301.48586722,1088362.00695048,-4566797.87196082,-1044935.07843277,-360230.797504194,-295624.233714583,-355226.19083073,952614.646065615,219559.418451963,86499.1714492671
-47976.5736003629,-231826.231888078,-275679.791294489,-189230.421772732,-81078.543689657,185584.447505165,165591.855103164,95080.4840425471,69213.7184901566,43103.4169100188
1451978.98891698,1815203.69859662,-2169156.01642274,-639125.664320621,-212339.526175565,-142447.934277557,-168074.934182566,179316.076279549,57080.3106512058,24403.5356811312
-453239.937020635,-22827.5224936282,-2248681.23655295,-616985.432250611,-185854.025853325,-541272.970041579,-619809.753419395,1212945.70259689,295744.323831694,106917.659667767
481497.873506888,124916.99180691,-225391.336622385,-145285.937901225,-39701.8314809135,124528.534462923,116368.066960782,54022.7929664755,34638.2280916857,19116.9544893689
7135587.30420359,3493003.3983356,407075.241238736,220315.8398812,140860.204705998,2031819.16663567,1266506.449603,270850.683808165,152861.179240687,77782.4006360049
429795.711717344,601969.235817936,1423076.33603886,5166719.44828053,-939330.292743706,-87221.592680351,-94118.9424031094,-160428.88923427,-585596.895582883,118314.061692767
1142724.75684246,3198085.38106025,-804462.713773432,-337787.884035942,-103805.384638401,-261101.651635117,-431780.690390525,61961.644806537,28351.1422382729,13402.2029529922
-118228.414940925,-94676.5963271612,-183232.899314698,594799.328587955,139210.391430678,-68455.7962288258,-68450.8046766085,-141169.356940537,328231.750586662,42049.8436845974
-333860.196215156,-263135.704496808,-1296717.22413824,77714.5342071466,82199.2770392918,-113548.366791554,-136511.629007236,-3812009.05556817,154487.916953898,50231.470592059
339830.876061772,580299.637820426,-1068084.020261,-279141.501229523,-78138.7447139689,-96829.6062312849,-122386.614704992,194035.76216531,62431.0361939723,28939.4067352732
29195.937002384,-248071.953597944,-305572.128729549,-169885.755327909,-51387.1976255604,128391.590054625,109709.558098213,54899.424044949,36472.5623339062,21720.4844889735
1598259.81413668,-5019896.1854094,-540705.10200054,-260014.367547935,-86264.1351697982,-656917.659273309,943536.429781873,60134.4546434427,33489.4243548903,18053.2192061887
602401.678691863,767640.687252532,2402313.39737261,-6169857.91280179,-615605.843393815,-139386.261562583,-147662.028872307,-349631.548937475,905812.591124681,100735.10378967
96906.6096939082,310508.559489457,2187854.88273294,-1256463.32878737,-200554.424722997,-82242.619864732,-95638.3481369143,-358461.51889792,217019.33196512,47145.4482105602
-341362.689389573,-337004.545461541,-218433.281114734,-143244.558498655,-58927.5756580194,143595.370486357,101045.216919027,42121.0767483258,29235.9217101739,17486.4105628043
-3672128.31238618,-2417371.36001044,-534833.883365393,-252210.280574891,-92496.1358662074,757591.834227808,355208.693493765,56630.9657126212,31003.8912033416,16932.3436020962
-1958019.28963385,-2996081.23485596,-1210698.68778932,-608136.616598283,-244791.710990651,414601.747442201,409840.062496612,116663.909477705,62647.6080917344,30966.3267667915
-231326.00515799,-415543.304433189,-359580.426255164,-215866.889474596,-79013.7906676342,132242.827738356,113486.444161108,55389.9124060729,37349.7664696222,22805.9089137965
-1873599.85739443,-2068833.45647111,-1251131.02577781,-740979.571835638,-317635.831171997,246971.271419029,197215.358644027,81983.3469121252,49858.6387556196,25280.8787241388
31063.4801040208,456836.825394866,-1512826.96425981,-396375.404064007,-112539.690484817,-304958.355591848,-342366.340346006,507523.495849419,138177.300375259,54161.391357953
510737.955264115,4362780.94028301,-864512.002153042,-407635.607437907,-137466.879655871,-570110.961547277,-1429218.57197149,132364.885838856,65174.1570826409,30366.8974725316
1052286.16681858,1735838.43421561,-929621.364263263,-353266.855250767,-122413.154213553,-346049.658267714,-508142.98155393,231424.660018423,93730.492348093,41819.8138689692
985868.654856711,1812498.64650256,-42067259.2416897,-2300605.05296971,-554694.455918818,-150921.49060359,-193576.298867961,3368207.02007068,196971.599852744,57764.7613100077
-431872.606742884,-547917.671535001,-420762.323930033,-269386.49179814,-118300.86534267,63642.8737931031,54884.6647710218,28267.2858757836,20289.6760383848,12641.0917712252
617524.814241523,1185053.69789365,-661045.103302211,-228364.98893775,-71978.5729368114,-157091.799458032,-218512.724587407,102465.367056907,44876.346582118,23050.6898059481
