,Alive,Death,ODN,ODF,REL,BUP,BUPC,MET,METC,ABS,,ODF,,,ODN,,,29000,,
84,0,0.040525142,0.026218891,0.122583149,0.41307184,0.049638008,0.029074876,0.201410395,0.099455161,0.018022538,,,,,,,,,,
85,0,0.041121032,0.026150327,0.123982509,0.412189425,0.049566837,0.029031671,0.200653881,0.099281789,0.018022529,,,,,,,,,,
86,0,0.041715522,0.026081797,0.125378201,0.411307407,0.049494316,0.028987731,0.199906768,0.099106856,0.018021402,,,,,,,,,,
87,0,0.042308617,0.026013086,0.126770216,0.410425913,0.049420547,0.028943123,0.19916883,0.098930467,0.0180192,,,,,,,,,,
88,0,0.04290032,0.025944248,0.128158547,0.409544916,0.049345601,0.028897884,0.198439817,0.098752705,0.018015963,,,,,,,,,,
89,0,0.043490633,0.0258753,0.129543189,0.408664387,0.049269546,0.028852053,0.197719502,0.098573663,0.018011727,,,,,,,,,,
90,0,0.044079559,0.025806253,0.130924137,0.407784336,0.049192443,0.028805663,0.197007656,0.098393424,0.018006529,,,,,,,,,,
91,0,0.044667103,0.025737118,0.132301384,0.406904781,0.049114347,0.028758743,0.196304059,0.098212062,0.018000402,,,,,,,,,,
92,0,0.045253266,0.025667906,0.133674928,0.406025747,0.04903531,0.028711321,0.195608493,0.098029647,0.01799338,,,,,,,,,,
93,0,0.045838053,0.02559863,0.135044765,0.405147264,0.04895538,0.028663422,0.19492075,0.097846242,0.017985494,,,,,,,,,,
94,0,0.046421466,0.025529299,0.136410892,0.404269364,0.048874601,0.028615068,0.194240626,0.097661909,0.017976775,,,,,,,,,,
95,0,0.047003508,0.025459923,0.137773306,0.403392081,0.048793017,0.028566284,0.193567926,0.097476704,0.017967251,,,,,,,,,,
96,0,0.047584183,0.025390513,0.139132006,0.402515449,0.048710667,0.02851709,0.192902459,0.097290682,0.017956952,,,,,,,,,,
97,0,0.048211411,0.025319335,0.140486897,0.401612214,0.048625107,0.028465908,0.192234756,0.097098786,0.017945585,,,,,,,,,,
98,0,0.048837126,0.025248357,0.14183799,0.400710233,0.048538738,0.028414296,0.191573751,0.096906066,0.017933444,,,,,,,,,,
99,0,0.049461333,0.025177341,0.143185283,0.399809603,0.048451644,0.028362311,0.190919328,0.096712596,0.017920561,,,,,,,,,,
100,0,0.050084036,0.025106336,0.144528776,0.39891026,0.048363878,0.028309978,0.19027134,0.09651843,0.017906967,,,,,,,,,,
101,0,0.050705237,0.025035356,0.14586847,0.39801214,0.048275488,0.028257327,0.189629659,0.096323636,0.017892687,,,,,,,,,,
102,0,0.051324942,0.024964404,0.147204369,0.397115221,0.048186518,0.028204379,0.188994151,0.096128269,0.017877749,,,,,,,,,,
103,0,0.051943153,0.024893487,0.148536472,0.396219492,0.048097005,0.028151154,0.188364682,0.09593238,0.017862176,,,,,,,,,,
104,0,0.052559875,0.024822612,0.149864782,0.395324953,0.048006983,0.028097669,0.18774112,0.095736013,0.017845993,,,,,,,,,,
105,0,0.053175111,0.024751785,0.151189302,0.39443161,0.047916485,0.02804394,0.187123336,0.095539209,0.017829222,,,,,,,,,,
106,0,0.053788864,0.024681011,0.152510035,0.393539471,0.047825539,0.027989982,0.186511202,0.095342008,0.017811887,,,,,,,,,,
107,0,0.05440114,0.024610297,0.153826984,0.392648549,0.047734174,0.027935808,0.185904596,0.095144445,0.017794006,,,,,,,,,,
108,0,0.05501194,0.024539648,0.155140153,0.391758859,0.047642414,0.027881432,0.185303396,0.094946556,0.017775602,,,,,,,,,,
109,0,0.055672188,0.024467229,0.156449446,0.390841372,0.047547629,0.027825158,0.184697712,0.09474292,0.017756346,,,,,,,,,,
110,0,0.056330801,0.024395115,0.15775488,0.389925722,0.047452372,0.027768642,0.184097013,0.094538906,0.01773655,,,,,,,,,,
111,0,0.056987784,0.024323049,0.159056458,0.389011995,0.047356718,0.027711936,0.183501245,0.094334576,0.017716239,,,,,,,,,,
112,0,0.057643141,0.024251082,0.160354184,0.388100103,0.047260707,0.027655059,0.182910323,0.094129965,0.017695436,,,,,,,,,,
113,0,0.058296877,0.024179222,0.161648066,0.38718996,0.047164378,0.027598035,0.182324174,0.093925128,0.01767416,,,,,,,,,,
114,0,0.058948997,0.024107471,0.162938107,0.386281525,0.047067763,0.027540879,0.18174272,0.093720106,0.017652432,,,,,,,,,,
115,0,0.059599504,0.024035831,0.164224316,0.385374771,0.04697089,0.027483606,0.181165877,0.093514934,0.017630271,,,,,,,,,,
116,0,0.060248403,0.023964307,0.165506696,0.384469683,0.046873783,0.027426226,0.180593563,0.093309645,0.017607694,,,,,,,,,,
117,0,0.060895698,0.023892902,0.166785256,0.383566251,0.046776464,0.027368749,0.180025696,0.093104267,0.017584718,,,,,,,,,,
118,0,0.061541393,0.023821619,0.168060001,0.382664471,0.046678953,0.027311185,0.179462194,0.092898826,0.017561359,,,,,,,,,,
119,0,0.062185493,0.023750461,0.169330938,0.381764342,0.046581268,0.027253542,0.178902976,0.092693346,0.017537633,,,,,,,,,,
120,0,0.062828002,0.023679432,0.170598075,0.380865868,0.046483425,0.02719583,0.178347962,0.092487851,0.017513555,,,,,,,,,,
121,0,0.063522509,0.023606609,0.171861314,0.379938445,0.046382634,0.027136249,0.177786867,0.092276604,0.017488769,,,,,,,,,,
122,0,0.06421525,0.02353416,0.173120677,0.379013296,0.046281585,0.027076545,0.177229618,0.092065266,0.017463601,,,,,,,,,,
123,0,0.06490623,0.023461817,0.174376168,0.378090501,0.046180349,0.027016769,0.176676206,0.091853887,0.017438073,,,,,,,,,,
124,0,0.065595455,0.023389626,0.175627797,0.377169953,0.046078958,0.026956935,0.176126577,0.091642495,0.017412203,,,,,,,,,,
125,0,0.066282929,0.023317597,0.176875571,0.376251553,0.045977447,0.026897064,0.175580698,0.091431135,0.017386006,,,,,,,,,,
126,0,0.066968658,0.023245728,0.178119499,0.375335245,0.04587584,0.026837168,0.175038521,0.091219842,0.017359499,,,,,,,,,,
127,0,0.067652646,0.02317402,0.179359589,0.374420992,0.04577416,0.026777257,0.174499997,0.091008642,0.017332696,,,,,,,,,,
128,0,0.068334898,0.023102476,0.180595852,0.373508767,0.045672423,0.026717339,0.173965074,0.09079756,0.01730561,,,,,,,,,,
129,0,0.06901542,0.023031098,0.181828294,0.372598551,0.045570646,0.02665742,0.1734337,0.090586616,0.017278255,,,,,,,,,,
130,0,0.069694215,0.022959886,0.183056926,0.371690331,0.045468844,0.026597507,0.17290582,0.090375829,0.017250643,,,,,,,,,,
131,0,0.070371288,0.022888842,0.184281757,0.370784097,0.045367028,0.026537604,0.172381381,0.090165217,0.017222786,,,,,,,,,,
132,0,0.071046646,0.022817969,0.185502794,0.369879844,0.04526521,0.026477718,0.17186033,0.089954794,0.017194696,,,,,,,,,,
133,0,0.071777347,0.02274523,0.18671994,0.36894494,0.045160401,0.026415923,0.171331805,0.089738432,0.017165982,,,,,,,,,,
134,0,0.072506138,0.022672919,0.187933216,0.368012668,0.045055471,0.026354083,0.170806346,0.089522164,0.017136996,,,,,,,,,,
135,0,0.073233024,0.022600749,0.189142629,0.367083104,0.04495049,0.026292245,0.170283968,0.089306038,0.017107754,,,,,,,,,,
136,0,0.073958012,0.022528768,0.190348191,0.366156125,0.044845487,0.026230425,0.169764643,0.089090074,0.017078273,,,,,,,,,,
137,0,0.074681107,0.022456986,0.191549912,0.365231619,0.044740492,0.02616864,0.169248361,0.088874317,0.017048566,,,,,,,,,,
138,0,0.075402315,0.022385398,0.192747802,0.364309518,0.044635527,0.026106902,0.168735098,0.088658795,0.017018645,,,,,,,,,,
139,0,0.076121641,0.022314005,0.193941872,0.363389777,0.044530611,0.026045216,0.168224826,0.08844353,0.016988522,,,,,,,,,,
140,0,0.07683909,0.022242809,0.195132131,0.362472359,0.044425758,0.02598359,0.167717514,0.088228541,0.016958208,,,,,,,,,,
141,0,0.077554669,0.022171808,0.196318592,0.361557236,0.044320979,0.025922028,0.167213127,0.088013846,0.016927715,,,,,,,,,,
142,0,0.078268382,0.022101005,0.197501263,0.360644389,0.044216286,0.025860533,0.166711632,0.087799458,0.016897051,,,,,,,,,,
143,0,0.078980236,0.0220304,0.198680156,0.359733801,0.044111687,0.02579911,0.166212994,0.08758539,0.016866227,,,,,,,,,,
144,0,0.079690234,0.021959992,0.199855282,0.358825458,0.044007191,0.025737761,0.165717176,0.087371654,0.016835251,,,,,,,,,,
145,0,0.080460556,0.021887581,0.201026533,0.357883764,0.043899527,0.025674382,0.165212416,0.087151551,0.016803691,,,,,,,,,,
146,0,0.081228803,0.021815644,0.202193934,0.356945022,0.043791829,0.025611006,0.164710167,0.086931667,0.01677193,,,,,,,,,,
147,0,0.081994981,0.02174387,0.203357494,0.356009309,0.043684167,0.025547683,0.164210464,0.086712046,0.016739985,,,,,,,,,,
148,0,0.082759097,0.021672314,0.204517226,0.355076486,0.043576572,0.025484428,0.163713301,0.086492709,0.016707869,,,,,,,,,,
149,0,0.083521157,0.021600981,0.20567314,0.354146421,0.043469071,0.025421258,0.163218682,0.086273696,0.016675595,,,,,,,,,,
150,0,0.084281168,0.021529867,0.206825248,0.353219039,0.043361685,0.025358183,0.162726602,0.086055035,0.016643173,,,,,,,,,,
151,0,0.085039136,0.021458972,0.207973563,0.352294282,0.043254431,0.025295209,0.162237046,0.085836747,0.016610614,,,,,,,,,,
152,0,0.085795067,0.021388296,0.209118096,0.351372106,0.043147321,0.02523234,0.16175,0.085618848,0.016577926,,,,,,,,,,
153,0,0.086548967,0.021317839,0.210258859,0.350452475,0.043040366,0.02516958,0.161265442,0.085401352,0.01654512,,,,,,,,,,
154,0,0.087300843,0.021247601,0.211395863,0.349535363,0.042933573,0.025106932,0.160783352,0.08518427,0.016512203,,,,,,,,,,
155,0,0.088050701,0.021177582,0.21252912,0.348620746,0.04282695,0.025044398,0.160303707,0.084967613,0.016479184,,,,,,,,,,
156,0,0.088798546,0.021107781,0.213658642,0.347708606,0.042720503,0.024981979,0.159826484,0.084751389,0.01644607,,,,,,,,,,
157,0,0.089609345,0.021035913,0.214784318,0.346761713,0.042610804,0.024917471,0.159339448,0.084528586,0.016412402,,,,,,,,,,
158,0,0.090417891,0.02096455,0.215906175,0.345818034,0.042501134,0.024853001,0.158854536,0.084306094,0.016378584,,,,,,,,,,
159,0,0.091224191,0.020893367,0.217024224,0.344877643,0.042391564,0.024788622,0.158371799,0.084083957,0.016344633,,,,,,,,,,
160,0,0.092028253,0.020822421,0.218138475,0.343940389,0.042282123,0.024724347,0.157891241,0.083862193,0.01631056,,,,,,,,,,
161,0,0.092830083,0.020751716,0.219248944,0.343006131,0.04217284,0.024660192,0.157412878,0.083640842,0.016276376,,,,,,,,,,
162,0,0.093629689,0.020681248,0.220355641,0.342074784,0.042063733,0.024596167,0.156936718,0.08341993,0.01624209,,,,,,,,,,
163,0,0.094427077,0.020611017,0.22145858,0.341146285,0.041954817,0.024532277,0.156462756,0.083199477,0.016207714,,,,,,,,,,
164,0,0.095222256,0.020541021,0.222557773,0.340220582,0.041846105,0.024468527,0.155990986,0.082979497,0.016173253,,,,,,,,,,
165,0,0.096015231,0.020471261,0.223653234,0.339297636,0.041737603,0.024404917,0.155521398,0.082760002,0.016138718,,,,,,,,,,
166,0,0.096806011,0.020401735,0.224744974,0.338377414,0.041629321,0.024341451,0.15505398,0.082541001,0.016104114,,,,,,,,,,
167,0,0.097594601,0.020332443,0.225833006,0.337459888,0.041521263,0.02427813,0.154588718,0.082322504,0.016069449,,,,,,,,,,
168,0,0.098381008,0.020263384,0.226917342,0.336545035,0.041413434,0.024214953,0.154125598,0.082104517,0.01603473,,,,,,,,,,
169,0,0.099233629,0.020192169,0.227997868,0.335593627,0.041302216,0.024149597,0.15365178,0.081879645,0.015999468,,,,,,,,,,
170,0,0.100083802,0.020121487,0.229074611,0.334645672,0.04119107,0.024084303,0.153179812,0.081655152,0.01596409,,,,,,,,,,
171,0,0.100931535,0.020050998,0.230147582,0.333701243,0.041080069,0.024019126,0.152709752,0.081431081,0.015928614,,,,,,,,,,
172,0,0.101776836,0.019980759,0.231216795,0.332760175,0.040969243,0.023954079,0.152241613,0.08120745,0.01589305,,,,,,,,,,
173,0,0.102619713,0.019910776,0.232282263,0.331822319,0.040858618,0.023889179,0.151775425,0.080984299,0.015857409,,,,,,,,,,
174,0,0.103460174,0.019841043,0.233343999,0.330887581,0.040748215,0.023824434,0.151311199,0.080761655,0.015821699,,,,,,,,,,
175,0,0.104298228,0.01977156,0.234402017,0.32995589,0.040638048,0.023759851,0.150848941,0.080539535,0.01578593,,,,,,,,,,
176,0,0.105133882,0.019702325,0.23545633,0.329027191,0.040528126,0.023695432,0.150388652,0.080317952,0.015750109,,,,,,,,,,
177,0,0.105967144,0.019633338,0.236506951,0.328101438,0.040418459,0.023631179,0.149930329,0.080096918,0.015714243,,,,,,,,,,
178,0,0.106798022,0.019564598,0.237553894,0.327178592,0.040309053,0.023567093,0.149473966,0.079876442,0.015678339,,,,,,,,,,
179,0,0.107626524,0.019496103,0.238597172,0.326258624,0.040199912,0.023503175,0.149019557,0.07965653,0.015642404,,,,,,,,,,
180,0,0.108452656,0.019427852,0.239636797,0.325341505,0.04009104,0.023439426,0.148567091,0.079437189,0.015606443,,,,,,,,,,
181,0,0.109351408,0.019357248,0.240672644,0.3243842,0.039978462,0.02337329,0.148102531,0.0792103,0.015569916,,,,,,,,,,
182,0,0.110247485,0.019287213,0.241704744,0.323430606,0.03986598,0.023307231,0.14763961,0.078983837,0.015533294,,,,,,,,,,
183,0,0.111140894,0.019217378,0.242733106,0.322480802,0.039753672,0.023241307,0.147178401,0.078757843,0.015496595,,,,,,,,,,
184,0,0.112031647,0.019147806,0.243757746,0.321534603,0.039641569,0.023175533,0.146718926,0.078532339,0.01545983,,,,,,,,,,
185,0,0.112919752,0.019078503,0.244778677,0.320591844,0.039529701,0.023109926,0.146261223,0.078307366,0.015423008,,,,,,,,,,
186,0,0.113805219,0.019009462,0.245795913,0.319652419,0.039418087,0.023044495,0.145805312,0.078082952,0.01538614,,,,,,,,,,
187,0,0.114688056,0.018940682,0.246809469,0.31871625,0.039306743,0.022979247,0.145351206,0.077859115,0.015349233,,,,,,,,,,
188,0,0.115568272,0.018872161,0.247819359,0.317783272,0.039195679,0.022914183,0.144898911,0.077635869,0.015312294,,,,,,,,,,
189,0,0.116445876,0.018803899,0.248825595,0.316853434,0.039084903,0.022849306,0.144448431,0.077413224,0.015275332,,,,,,,,,,
190,0,0.117320877,0.018735895,0.249828192,0.315926692,0.03897442,0.022784616,0.143999767,0.077191189,0.015238352,,,,,,,,,,
191,0,0.118193284,0.018668146,0.250827164,0.31500301,0.038864236,0.022720113,0.143552915,0.076969771,0.01520136,,,,,,,,,,
192,0,0.119063106,0.018600652,0.251822524,0.314082357,0.038754354,0.022655798,0.143107872,0.076748975,0.015164363,,,,,,,,,,
193,0,0.120006993,0.018530776,0.252814145,0.313120717,0.038640704,0.022589055,0.142650314,0.076520493,0.015126803,,,,,,,,,,
194,0,0.120947964,0.018461485,0.253802058,0.31216299,0.038527178,0.022522407,0.142194266,0.076292485,0.015089166,,,,,,,,,,
195,0,0.12188603,0.018392404,0.254786275,0.311209254,0.038413856,0.02245591,0.141739806,0.076064995,0.01505147,,,,,,,,,,
196,0,0.122821203,0.018323595,0.255766809,0.310259317,0.038300768,0.02238958,0.14128696,0.075838043,0.015013724,,,,,,,,,,
197,0,0.123753491,0.018255065,0.256743676,0.309313004,0.038187945,0.022323436,0.140835771,0.075611672,0.014975941,,,,,,,,,,
198,0,0.124682905,0.018186806,0.257716891,0.308370207,0.038075406,0.022257486,0.140386265,0.075385907,0.014938127,,,,,,,,,,
199,0,0.125609457,0.018118817,0.258686467,0.307430841,0.037963166,0.022191735,0.139938457,0.075160767,0.014900291,,,,,,,,,,
200,0,0.126533154,0.018051098,0.259652419,0.306494839,0.037851235,0.022126186,0.13949236,0.074936266,0.014862441,,,,,,,,,,
201,0,0.127454009,0.017983645,0.260614762,0.305562145,0.037739621,0.02206084,0.13904798,0.074712414,0.014824584,,,,,,,,,,
