,Alive,Death,ODN,ODF,REL,BUP,BUPC,MET,METC,ABS,,ODF,,,ODN,,,29000,,
202,0,0.12837203,0.017916459,0.26157351,0.304632712,0.037628329,0.021995698,0.13860532,0.074489217,0.014786726,,,,,,,,,,
203,0,0.129287227,0.017849536,0.262528676,0.303706501,0.037517363,0.021930759,0.138164382,0.074266684,0.014748872,,,,,,,,,,
204,0,0.13019961,0.017782876,0.263480275,0.302783477,0.037406727,0.021866024,0.137725165,0.074044817,0.014711029,,,,,,,,,,
205,0,0.131192177,0.017713648,0.26442817,0.301815961,0.037292006,0.021798657,0.137272182,0.073814613,0.014672587,,,,,,,,,,
206,0,0.132181551,0.017645038,0.265372393,0.300852603,0.037177423,0.021731392,0.136820606,0.073584917,0.014634078,,,,,,,,,,
207,0,0.133167746,0.017576642,0.266312957,0.299893486,0.03706306,0.021664291,0.136370524,0.073355775,0.014595519,,,,,,,,,,
208,0,0.134150774,0.017508528,0.267249875,0.298938399,0.036948954,0.021597371,0.13592197,0.073127208,0.014556921,,,,,,,,,,
209,0,0.135130647,0.017440703,0.268183164,0.297987153,0.036835134,0.021530651,0.135474993,0.072899261,0.014518296,,,,,,,,,,
210,0,0.136107375,0.017373159,0.269112838,0.297039628,0.036721622,0.021464141,0.135029624,0.072671962,0.01447965,,,,,,,,,,
211,0,0.137080972,0.017305894,0.270038913,0.296095733,0.036608433,0.021397846,0.134585883,0.072445331,0.014440994,,,,,,,,,,
212,0,0.138051448,0.017238907,0.270961403,0.295155392,0.036495579,0.021331769,0.134143787,0.07221938,0.014402335,,,,,,,,,,
213,0,0.139018814,0.017172197,0.271880324,0.294218545,0.036383065,0.021265909,0.133703345,0.071994121,0.014363679,,,,,,,,,,
214,0,0.139983082,0.01710576,0.272795689,0.293285139,0.036270899,0.021200269,0.133264565,0.071769562,0.014325033,,,,,,,,,,
215,0,0.140944264,0.017039597,0.273707514,0.292355132,0.036159084,0.021134848,0.132827451,0.071545707,0.014286403,,,,,,,,,,
216,0,0.141902369,0.016973704,0.274615813,0.291428484,0.036047624,0.021069645,0.132392006,0.071322562,0.014247793,,,,,,,,,,
217,0,0.142943636,0.016905164,0.275520444,0.290455635,0.035931925,0.021001711,0.131942153,0.071090763,0.014208569,,,,,,,,,,
218,0,0.143981412,0.016837262,0.276421441,0.289487165,0.035816382,0.02093389,0.131493651,0.07085951,0.014169286,,,,,,,,,,
219,0,0.145015712,0.016769581,0.277318817,0.288523158,0.035701081,0.020866247,0.131046594,0.07062885,0.01412996,,,,,,,,,,
220,0,0.146046548,0.016702192,0.278212587,0.287563389,0.035586057,0.020798799,0.130601018,0.070398804,0.014090606,,,,,,,,,,
221,0,0.147073935,0.0166351,0.279102766,0.286607662,0.035471343,0.020731565,0.130156977,0.070169421,0.014051231,,,,,,,,,,
222,0,0.148097886,0.016568298,0.279989371,0.28565585,0.035356961,0.020664556,0.129714506,0.069940727,0.014011846,,,,,,,,,,
223,0,0.149118413,0.016501784,0.280872416,0.284707855,0.035242925,0.020597776,0.129273628,0.069712743,0.013972459,,,,,,,,,,
224,0,0.15013553,0.016435556,0.281751917,0.283763598,0.035129248,0.020531228,0.128834362,0.069485482,0.013933079,,,,,,,,,,
225,0,0.151149249,0.016369612,0.28262789,0.282823013,0.035015935,0.020464914,0.128396721,0.069258955,0.013893711,,,,,,,,,,
226,0,0.152159584,0.016303951,0.283500349,0.281886045,0.034902994,0.020398832,0.127960713,0.06903317,0.013854362,,,,,,,,,,
227,0,0.153166547,0.016238571,0.284369309,0.280952647,0.034790427,0.020332984,0.127526346,0.068808131,0.013815039,,,,,,,,,,
228,0,0.15417015,0.01617347,0.285234786,0.280022777,0.034678238,0.020267367,0.127093624,0.068583844,0.013775746,,,,,,,,,,
229,0,0.155263188,0.016105532,0.286096627,0.279043089,0.034561479,0.020198807,0.126645261,0.068350223,0.013735795,,,,,,,,,,
230,0,0.156352392,0.016038265,0.286954868,0.278068046,0.034444885,0.020130366,0.12619821,0.06811718,0.013695787,,,,,,,,,,
231,0,0.157437779,0.015971225,0.287809522,0.277097733,0.034328549,0.020062114,0.125752573,0.067884765,0.013655741,,,,,,,,,,
232,0,0.158519365,0.015904486,0.288660605,0.276131908,0.034212507,0.019994068,0.125308391,0.067652999,0.01361567,,,,,,,,,,
233,0,0.159597164,0.015838055,0.289508132,0.275170359,0.034096795,0.019926252,0.124865724,0.067421934,0.013575585,,,,,,,,,,
234,0,0.160671193,0.015771923,0.290352121,0.274212947,0.033981436,0.019858674,0.124424611,0.0671916,0.013535495,,,,,,,,,,
235,0,0.161741465,0.015706088,0.291192587,0.273259567,0.033866447,0.019791341,0.12398508,0.066962017,0.013495408,,,,,,,,,,
236,0,0.162807997,0.015640549,0.292029546,0.272310132,0.033751838,0.019724254,0.123547151,0.066733199,0.013455334,,,,,,,,,,
237,0,0.163870801,0.015575303,0.292863014,0.271364571,0.033637618,0.019657415,0.123110841,0.066505157,0.013415279,,,,,,,,,,
238,0,0.164929894,0.015510349,0.293693005,0.270422824,0.033523792,0.019590825,0.12267616,0.0662779,0.01337525,,,,,,,,,,
239,0,0.16598529,0.015445684,0.294519536,0.26948484,0.033410365,0.019524481,0.122243118,0.066051433,0.013335253,,,,,,,,,,
240,0,0.167037002,0.015381306,0.295342622,0.268550572,0.033297339,0.019458385,0.12181172,0.06582576,0.013295293,,,,,,,,,,
241,0,0.168182087,0.015313984,0.296162106,0.26756421,0.033179534,0.01938921,0.121363897,0.065590326,0.013254646,,,,,,,,,,
242,0,0.169322963,0.015247358,0.296978024,0.266582748,0.033061909,0.019320164,0.12091738,0.065355508,0.013213946,,,,,,,,,,
243,0,0.170459647,0.015180965,0.29779039,0.265606275,0.03294456,0.01925132,0.120472275,0.065121357,0.013173212,,,,,,,,,,
244,0,0.171592158,0.015114883,0.298599219,0.264634534,0.032827528,0.019182697,0.120028628,0.064887896,0.013132457,,,,,,,,,,
245,0,0.172720513,0.015049119,0.299404529,0.263667299,0.032710847,0.019114316,0.119586504,0.06465518,0.013091693,,,,,,,,,,
246,0,0.173844731,0.014983664,0.300206337,0.262704426,0.032594543,0.01904619,0.119145943,0.064423238,0.013050929,,,,,,,,,,
247,0,0.174964827,0.014918515,0.301004658,0.261745801,0.032478632,0.018978323,0.118706977,0.064192092,0.013010175,,,,,,,,,,
248,0,0.176080819,0.014853672,0.30179951,0.260791333,0.032363126,0.018910718,0.118269628,0.063961756,0.012969438,,,,,,,,,,
249,0,0.177192723,0.014789132,0.302590907,0.259840946,0.032248033,0.018843377,0.117833914,0.063732242,0.012928727,,,,,,,,,,
250,0,0.178300557,0.014724891,0.303378867,0.258894575,0.032133358,0.018776298,0.117399848,0.063503557,0.012888048,,,,,,,,,,
251,0,0.179404336,0.014660949,0.304163406,0.257952165,0.032019107,0.018709481,0.11696744,0.063275708,0.012847408,,,,,,,,,,
252,0,0.180504078,0.014597303,0.304944538,0.257013666,0.031905281,0.018642926,0.116536697,0.063048699,0.012806813,,,,,,,,,,
253,0,0.181703894,0.014530515,0.305722097,0.256019199,0.031786317,0.018573062,0.116088241,0.062811197,0.012765479,,,,,,,,,,
254,0,0.18289907,0.014464458,0.30649612,0.255029937,0.031667544,0.018503335,0.115641097,0.062574347,0.012724091,,,,,,,,,,
255,0,0.184089627,0.014398642,0.307266622,0.254045973,0.031549063,0.018433821,0.115195378,0.062338203,0.012682672,,,,,,,,,,
256,0,0.185275586,0.014333148,0.308033619,0.253067029,0.031430918,0.018364542,0.114751135,0.06210279,0.012641234,,,,,,,,,,
257,0,0.186456967,0.014267983,0.308797129,0.252092863,0.031313146,0.018295521,0.114308437,0.061868165,0.012599789,,,,,,,,,,
258,0,0.18763379,0.014203138,0.309557169,0.251123317,0.031195775,0.01822677,0.113867331,0.061634361,0.012558347,,,,,,,,,,
259,0,0.188806076,0.014138611,0.310313756,0.250158271,0.031078821,0.018158295,0.11342785,0.0614014,0.012516919,,,,,,,,,,
260,0,0.189973842,0.0140744,0.311066907,0.249197625,0.030962298,0.018090098,0.112990019,0.061169298,0.012475514,,,,,,,,,,
261,0,0.19113711,0.014010502,0.311816638,0.248241295,0.030846213,0.018022181,0.112553858,0.060938066,0.012434138,,,,,,,,,,
262,0,0.192295898,0.013946914,0.312562967,0.247289212,0.030730573,0.017954543,0.112119382,0.060707712,0.0123928,,,,,,,,,,
263,0,0.193450225,0.013883634,0.31330591,0.246341315,0.030615382,0.017887183,0.111686602,0.060478243,0.012351506,,,,,,,,,,
264,0,0.194600109,0.013820661,0.314045483,0.245397552,0.030500642,0.017820101,0.111255527,0.060249663,0.012310262,,,,,,,,,,
265,0,0.195853651,0.013754454,0.314781512,0.244395738,0.030380572,0.017749587,0.110806038,0.060010197,0.01226825,,,,,,,,,,
266,0,0.197102084,0.013689002,0.31551404,0.243399424,0.030260712,0.017679222,0.110357898,0.05977143,0.012226188,,,,,,,,,,
267,0,0.198345432,0.013623799,0.316243078,0.242408702,0.030141167,0.017609085,0.109911223,0.059533417,0.012184097,,,,,,,,,,
268,0,0.199583719,0.013558931,0.316968645,0.241423279,0.030021983,0.017539198,0.109466069,0.059296185,0.012141991,,,,,,,,,,
269,0,0.200816969,0.013494404,0.317690759,0.240442903,0.029903198,0.017469587,0.109022507,0.059059791,0.012099882,,,,,,,,,,
270,0,0.202045205,0.013430207,0.318409438,0.239467407,0.029784841,0.017400263,0.108580586,0.058824271,0.012057783,,,,,,,,,,
271,0,0.203268449,0.01336634,0.319124699,0.238496663,0.029666928,0.017331233,0.108140341,0.058589646,0.012015701,,,,,,,,,,
272,0,0.204486724,0.0133028,0.31983656,0.237530565,0.029549473,0.017262497,0.1077018,0.058355932,0.011973648,,,,,,,,,,
273,0,0.205700052,0.013239583,0.320545038,0.236569026,0.029432485,0.017194059,0.107264983,0.058123143,0.01193163,,,,,,,,,,
274,0,0.206908456,0.013176687,0.321250151,0.235611972,0.02931597,0.017125917,0.106829905,0.057891285,0.011889656,,,,,,,,,,
275,0,0.208111957,0.013114111,0.321951914,0.234659337,0.029199932,0.017058071,0.106396581,0.057660364,0.011847733,,,,,,,,,,
276,0,0.209310578,0.01305185,0.322650346,0.233711065,0.029084373,0.016990518,0.105965018,0.057430385,0.011805866,,,,,,,,,,
277,0,0.210617468,0.012986232,0.323345267,0.232702058,0.028963235,0.016919374,0.105514156,0.057189015,0.011763196,,,,,,,,,,
278,0,0.211918732,0.012921398,0.324036718,0.231698874,0.028842325,0.01684839,0.105064694,0.056948393,0.011720477,,,,,,,,,,
279,0,0.213214396,0.012856822,0.324724714,0.230701604,0.028721755,0.016777651,0.104616752,0.056708575,0.011677732,,,,,,,,,,
280,0,0.214504488,0.012792593,0.325409273,0.229709942,0.02860157,0.016707178,0.104170389,0.05646959,0.011634976,,,,,,,,,,
281,0,0.215789037,0.012728718,0.326090413,0.228723617,0.028481813,0.016636999,0.103725681,0.056231499,0.011592223,,,,,,,,,,
282,0,0.217068067,0.012665186,0.326768154,0.227742456,0.028362511,0.016567126,0.10328268,0.055994337,0.011549483,,,,,,,,,,
283,0,0.218341607,0.012601995,0.327442514,0.226766323,0.028243684,0.016497564,0.102841421,0.055758126,0.011506767,,,,,,,,,,
284,0,0.21960968,0.012539143,0.32811351,0.225795104,0.028125343,0.016428316,0.102401935,0.055522885,0.011464084,,,,,,,,,,
285,0,0.220872315,0.012476626,0.32878116,0.224828707,0.0280075,0.016359383,0.101964241,0.055288624,0.011421444,,,,,,,,,,
286,0,0.222129535,0.012414442,0.329445483,0.223867051,0.027890158,0.016290766,0.101528358,0.055055353,0.011378854,,,,,,,,,,
287,0,0.223381366,0.012352588,0.330106496,0.222910069,0.027773324,0.016222461,0.101094299,0.054823076,0.011336321,,,,,,,,,,
288,0,0.224627834,0.012291061,0.330764217,0.221957698,0.027656999,0.016154469,0.100662073,0.054591797,0.011293852,,,,,,,,,,
289,0,0.225988534,0.01222601,0.331418457,0.220941129,0.027534772,0.016082679,0.100209416,0.054348472,0.011250531,,,,,,,,,,
290,0,0.227343025,0.01216178,0.332069259,0.219930749,0.027412793,0.016011061,0.09975822,0.054105949,0.011207163,,,,,,,,,,
291,0,0.228691339,0.012097818,0.332716639,0.218926653,0.027291177,0.015939704,0.099308614,0.053864284,0.011163772,,,,,,,,,,
292,0,0.230033509,0.012034217,0.333360615,0.217928512,0.027169974,0.015868632,0.098860659,0.053623508,0.011120374,,,,,,,,,,
293,0,0.231369565,0.011970983,0.334001208,0.21693604,0.027049228,0.015797873,0.098414436,0.053383684,0.011076982,,,,,,,,,,
294,0,0.23269954,0.011908107,0.334638436,0.21594905,0.026928968,0.01572744,0.09797,0.053144851,0.011033608,,,,,,,,,,
295,0,0.234023463,0.011845585,0.335272318,0.214967397,0.026809214,0.015657339,0.097527389,0.052907032,0.010990263,,,,,,,,,,
296,0,0.235341365,0.011783415,0.335902874,0.21399096,0.02668998,0.015587572,0.097086633,0.052670245,0.010946957,,,,,,,,,,
297,0,0.236653276,0.011721593,0.336530121,0.213019639,0.026571274,0.015518141,0.096647755,0.052434501,0.0109037,,,,,,,,,,
298,0,0.237959225,0.011660116,0.337154078,0.212053348,0.026453104,0.015449045,0.096210774,0.052199809,0.010860499,,,,,,,,,,
299,0,0.239259242,0.011598983,0.337774764,0.211092013,0.026335474,0.015380283,0.095775703,0.051966175,0.010817362,,,,,,,,,,
300,0,0.240553356,0.011538189,0.338392197,0.210135567,0.026218386,0.015311853,0.095342553,0.051733602,0.010774297,,,,,,,,,,
301,0,0.241966232,0.011473755,0.339006182,0.209112282,0.02609515,0.015239467,0.094888106,0.051488484,0.010730343,,,,,,,,,,
302,0,0.243372258,0.011410171,0.339616764,0.20809557,0.025972187,0.01516727,0.094435206,0.051244229,0.010686344,,,,,,,,,,
303,0,0.244771473,0.011346868,0.340223959,0.207085523,0.025849617,0.015095353,0.093983985,0.051000895,0.010642327,,,,,,,,,,
304,0,0.246163915,0.011283941,0.340827787,0.206081794,0.025727493,0.015023742,0.093534507,0.050758515,0.010598307,,,,,,,,,,
305,0,0.247549619,0.011221396,0.341428267,0.205084082,0.025605858,0.014952465,0.093086858,0.050517155,0.010554299,,,,,,,,,,
306,0,0.248928622,0.011159224,0.342025421,0.204092191,0.025484745,0.014881536,0.092641093,0.050276854,0.010510315,,,,,,,,,,
307,0,0.25030096,0.01109742,0.342619268,0.203105965,0.025364172,0.014810961,0.092197252,0.050037636,0.010466366,,,,,,,,,,
308,0,0.251666667,0.011035982,0.343209826,0.202125276,0.025244155,0.014740743,0.091755368,0.049799518,0.010422465,,,,,,,,,,
309,0,0.253025779,0.010974906,0.343797117,0.201150017,0.025124703,0.014670883,0.091315463,0.049562513,0.010378618,,,,,,,,,,
310,0,0.25437833,0.01091419,0.344381158,0.200180097,0.025005823,0.01460138,0.090877556,0.04932663,0.010334837,,,,,,,,,,
311,0,0.255724353,0.010853829,0.344961969,0.199215436,0.024887518,0.014532232,0.090441661,0.049091874,0.010291128,,,,,,,,,,
312,0,0.257063884,0.010793822,0.34553957,0.198255961,0.024769791,0.014463438,0.09000779,0.048858247,0.010247498,,,,,,,,,,
313,0,0.258527516,0.010730034,0.346113756,0.197226535,0.024645626,0.014390502,0.089551608,0.048611487,0.010202936,,,,,,,,,,
314,0,0.259983589,0.010667132,0.346684577,0.196204105,0.024521761,0.014317772,0.089097073,0.048365657,0.010158333,,,,,,,,,,
315,0,0.261432147,0.010604523,0.347252048,0.195188764,0.024398322,0.014245343,0.08864432,0.048120817,0.010113716,,,,,,,,,,
316,0,0.262873234,0.010542306,0.347816189,0.194180141,0.024275362,0.014173243,0.08819342,0.047877003,0.010069102,,,,,,,,,,
317,0,0.264306892,0.010480489,0.348377022,0.19317792,0.024152929,0.0141015,0.087744459,0.047634282,0.010024506,,,,,,,,,,
318,0,0.265733164,0.01041906,0.348934568,0.192181891,0.024031056,0.01403013,0.087297496,0.047392695,0.009979941,,,,,,,,,,
319,0,0.267152091,0.010358015,0.349488847,0.19119189,0.023909762,0.013959138,0.086852572,0.047152266,0.009935419,,,,,,,,,,
320,0,0.268563715,0.010297351,0.35003988,0.190207778,0.023789062,0.013888527,0.086409721,0.046913014,0.009890952,,,,,,,,,,
321,0,0.269968076,0.010237065,0.350587687,0.189229441,0.023668967,0.013818299,0.085968966,0.046674951,0.009846548,,,,,,,,,,
322,0,0.271365213,0.010177153,0.351132288,0.188256782,0.023549482,0.013748451,0.085530326,0.046438086,0.009802218,,,,,,,,,,
323,0,0.272755168,0.010117612,0.351673703,0.187289713,0.023430613,0.013678983,0.085093817,0.046202423,0.009757969,,,,,,,,,,
324,0,0.274137979,0.010058438,0.352211951,0.186328158,0.02331236,0.013609892,0.084659447,0.045967966,0.00971381,,,,,,,,,,
325,0,0.275649101,0.009995381,0.352746825,0.185294186,0.02318744,0.013536512,0.084201965,0.045719908,0.009668682,,,,,,,,,,
326,0,0.277151887,0.009933243,0.353278374,0.184267655,0.023062854,0.013463359,0.08374625,0.045472859,0.009623519,,,,,,,,,,
327,0,0.278646391,0.009871411,0.353806614,0.183248654,0.022938731,0.013390531,0.083292441,0.045226878,0.00957835,,,,,,,,,,
328,0,0.280132663,0.00980999,0.354331567,0.182236793,0.022815127,0.013318056,0.082840611,0.044982002,0.00953319,,,,,,,,,,
329,0,0.281610753,0.009748986,0.354853256,0.181231739,0.022692092,0.013245965,0.082390849,0.044738302,0.009488057,,,,,,,,,,
330,0,0.283080711,0.009688387,0.355371702,0.180233272,0.022569657,0.013174272,0.081943217,0.044495819,0.009442963,,,,,,,,,,
331,0,0.284542585,0.009628189,0.355886927,0.179241214,0.022447845,0.013102985,0.081497756,0.044254577,0.009397922,,,,,,,,,,
332,0,0.285996424,0.009568388,0.356398951,0.178255423,0.02232667,0.013032105,0.0810545,0.044014594,0.009352945,,,,,,,,,,
333,0,0.287442274,0.009508981,0.356907797,0.177275774,0.022206142,0.012961634,0.080613473,0.043775885,0.009308042,,,,,,,,,,
334,0,0.288880182,0.009449963,0.357413485,0.176302162,0.022086267,0.012891569,0.080174694,0.043538455,0.009263222,,,,,,,,,,
335,0,0.290310196,0.009391332,0.357916035,0.175334496,0.021967051,0.012821909,0.079738177,0.04330231,0.009218495,,,,,,,,,,
336,0,0.29173236,0.009333084,0.358415468,0.174372691,0.021848493,0.012752652,0.079303932,0.043067452,0.009173868,,,,,,,,,,
337,0,0.29328677,0.00927086,0.358911571,0.173336159,0.021723053,0.012678967,0.078845824,0.042818557,0.00912824,,,,,,,,,,
338,0,0.294832001,0.009209587,0.359404395,0.172307538,0.021597985,0.012605533,0.078389619,0.042570756,0.009082584,,,,,,,,,,
339,0,0.296368115,0.009148637,0.359893958,0.171286915,0.021473421,0.01253245,0.077935463,0.04232411,0.00903693,,,,,,,,,,
340,0,0.297895172,0.009088117,0.360380283,0.17027388,0.021349421,0.012459747,0.077483428,0.042078657,0.008991296,,,,,,,,,,
341,0,0.29941323,0.009028031,0.360863392,0.169268083,0.021226033,0.012387456,0.077033608,0.041834469,0.008945698,,,,,,,,,,
342,0,0.300922347,0.008968368,0.361343308,0.16826929,0.021103293,0.012315593,0.076586064,0.041591587,0.00890015,,,,,,,,,,
343,0,0.30242258,0.008909124,0.361820054,0.167277318,0.020981221,0.012244163,0.076140839,0.041350037,0.008854665,,,,,,,,,,
344,0,0.303913986,0.008850294,0.362293652,0.16629201,0.020859832,0.012173168,0.075697966,0.041109837,0.008809255,,,,,,,,,,
345,0,0.305396619,0.008791875,0.362764124,0.165313236,0.020739137,0.01210261,0.075257469,0.040870999,0.008763932,,,,,,,,,,
346,0,0.306870535,0.008733862,0.363231491,0.164340884,0.020619142,0.012032487,0.074819367,0.04063353,0.008718703,,,,,,,,,,
347,0,0.308335787,0.008676252,0.363695776,0.163374854,0.020499849,0.011962796,0.074383673,0.040397434,0.00867358,,,,,,,,,,
348,0,0.309792431,0.00861904,0.364156999,0.162415056,0.020381262,0.011893534,0.073950396,0.040162713,0.008628569,,,,,,,,,,
349,0,0.311385543,0.008557754,0.364614942,0.161378048,0.02025556,0.011819697,0.073492449,0.039913485,0.008582522,,,,,,,,,,
350,0,0.312968558,0.008497453,0.365069659,0.160349461,0.020130272,0.011746135,0.07303656,0.039665446,0.008536457,,,,,,,,,,
351,0,0.314541547,0.008437492,0.365521167,0.159329377,0.020005534,0.011672953,0.072582875,0.039418654,0.008490403,,,,,,,,,,
352,0,0.31610458,0.00837798,0.36596949,0.158317362,0.019881406,0.01160018,0.072131471,0.039173151,0.008444379,,,,,,,,,,
353,0,0.317657728,0.008318923,0.366414653,0.157313051,0.01975794,0.011527851,0.071682443,0.038929009,0.008398403,,,,,,,,,,
354,0,0.319201057,0.008260307,0.36685668,0.156316195,0.01963517,0.011455979,0.071235853,0.038686271,0.008352489,,,,,,,,,,
355,0,0.320734633,0.008202128,0.367295593,0.155326599,0.019513119,0.011384571,0.070791744,0.038444962,0.00830665,,,,,,,,,,
356,0,0.322258524,0.008144383,0.367731416,0.154344097,0.019391801,0.011313629,0.07035015,0.038205101,0.008260899,,,,,,,,,,
357,0,0.323772793,0.008087066,0.368164172,0.15336855,0.019271226,0.011243154,0.069911093,0.037966698,0.008215248,,,,,,,,,,
358,0,0.325277506,0.008030173,0.368593884,0.152399836,0.019151401,0.011173143,0.069474593,0.03772976,0.008169705,,,,,,,,,,
359,0,0.326772726,0.007973699,0.369020573,0.151437848,0.019032328,0.011103594,0.06904066,0.037494291,0.008124281,,,,,,,,,,
360,0,0.328258516,0.007917642,0.369444263,0.150482489,0.018914008,0.011034504,0.068609305,0.037260291,0.008078984,,,,,,,,,,
361,0,0.329884501,0.007857426,0.36986473,0.149447721,0.01878837,0.010960706,0.068152561,0.037011367,0.008032618,,,,,,,,,,
362,0,0.331499394,0.007798231,0.37028203,0.148421913,0.018663191,0.010887212,0.067698048,0.036763735,0.007986245,,,,,,,,,,
363,0,0.33310328,0.007739393,0.370696182,0.147405141,0.018538613,0.010814129,0.067245913,0.036517453,0.007939896,,,,,,,,,,
364,0,0.334696241,0.007681026,0.371107209,0.14639695,0.018414696,0.010741488,0.066796236,0.036272563,0.00789359,,,,,,,,,,
365,0,0.336278358,0.007623133,0.371515139,0.145396954,0.018291495,0.010669322,0.066349112,0.036029141,0.007847344,,,,,,,,,,
366,0,0.337849711,0.007565702,0.371919996,0.144404894,0.018169044,0.010597647,0.065904605,0.035787227,0.007801174,,,,,,,,,,
367,0,0.339410377,0.007508728,0.372321804,0.143420558,0.018047365,0.010526469,0.065462756,0.035546847,0.007755094,,,,,,,,,,
368,0,0.340960435,0.007452207,0.372720587,0.142443772,0.017926474,0.01045579,0.065023599,0.03530802,0.007709116,,,,,,,,,,
369,0,0.34249996,0.007396132,0.37311637,0.141474386,0.017806379,0.01038561,0.064587157,0.035070754,0.007663252,,,,,,,,,,
370,0,0.344029029,0.007340499,0.373509176,0.14051227,0.017687086,0.010315926,0.064153445,0.034835057,0.007617513,,,,,,,,,,
371,0,0.345547715,0.007285304,0.373899028,0.139557307,0.017568599,0.010246735,0.063722476,0.03460093,0.007571907,,,,,,,,,,
372,0,0.347056093,0.007230543,0.374285949,0.138609393,0.017450917,0.010178033,0.063294255,0.034368373,0.007526444,,,,,,,,,,
373,0,0.348705956,0.007171616,0.374669718,0.137581266,0.017325842,0.010104577,0.062840382,0.034120742,0.0074799,,,,,,,,,,
374,0,0.350343686,0.007113734,0.375050389,0.136562635,0.017201282,0.010031458,0.062388935,0.033874517,0.007433365,,,,,,,,,,
375,0,0.35196938,0.007056231,0.375427982,0.135553562,0.01707738,0.009958783,0.061940059,0.033629754,0.007386869,,,,,,,,,,
376,0,0.353583136,0.006999218,0.375802525,0.134553575,0.016954197,0.009886585,0.061493835,0.033386496,0.007340432,,,,,,,,,,
377,0,0.355185048,0.006942701,0.376174044,0.133562275,0.016831787,0.009814897,0.061050358,0.033144818,0.007294072,,,,,,,,,,
378,0,0.356775211,0.006886665,0.376542564,0.132579389,0.016710184,0.009743734,0.060609689,0.03290476,0.007247804,,,,,,,,,,
379,0,0.358353714,0.006831105,0.376908111,0.131604696,0.016589411,0.009673102,0.06017187,0.032666348,0.007201643,,,,,,,,,,
380,0,0.35992065,0.006776016,0.37727071,0.13063801,0.016469481,0.009603002,0.059736932,0.032429597,0.007155603,,,,,,,,,,
381,0,0.361476106,0.006721392,0.377630386,0.129679172,0.016350403,0.009533435,0.059304896,0.032194516,0.007109694,,,,,,,,,,
382,0,0.363020173,0.006667229,0.377987163,0.128728043,0.016232183,0.009464396,0.058875776,0.031961111,0.007063927,,,,,,,,,,
383,0,0.364552936,0.006613521,0.378341067,0.127784498,0.016114823,0.009395882,0.058449581,0.031729381,0.007018311,,,,,,,,,,
384,0,0.366074483,0.006560264,0.37869212,0.126848423,0.015998323,0.009327889,0.058026316,0.031499326,0.006972856,,,,,,,,,,
385,0,0.367739995,0.006502798,0.379040099,0.125830645,0.015874289,0.009255052,0.057576909,0.031253914,0.0069263,,,,,,,,,,
386,0,0.369392264,0.006446407,0.37938506,0.124822932,0.015750827,0.009182586,0.05713013,0.031010026,0.006879768,,,,,,,,,,
387,0,0.371031407,0.006390415,0.379727024,0.123825338,0.015628081,0.009110598,0.056686128,0.030767716,0.006833292,,,,,,,,,,
388,0,0.372657537,0.006334935,0.38006602,0.122837368,0.015506113,0.009039124,0.056244981,0.030527029,0.006786893,,,,,,,,,,
389,0,0.374270766,0.006279971,0.380402075,0.121858604,0.015384977,0.008968196,0.055806784,0.030288039,0.006740588,,,,,,,,,,
390,0,0.375871202,0.006225509,0.380735215,0.120888759,0.015264708,0.008897828,0.055371598,0.030050786,0.006694395,,,,,,,,,,
391,0,0.377458953,0.006171542,0.381065467,0.119927599,0.015145328,0.008828028,0.054939463,0.029815294,0.006648326,,,,,,,,,,
392,0,0.379034125,0.006118066,0.381392858,0.118974926,0.01502685,0.008758795,0.054510407,0.029581577,0.006602396,,,,,,,,,,
393,0,0.380596823,0.006065074,0.381717413,0.11803057,0.014909282,0.008690128,0.05408445,0.029349644,0.006556617,,,,,,,,,,
394,0,0.38214715,0.006012561,0.382039157,0.11709438,0.01479263,0.008622023,0.053661603,0.029119496,0.006510998,,,,,,,,,,
395,0,0.383685209,0.00596052,0.382358117,0.116166222,0.014676894,0.008554478,0.053241874,0.028891135,0.006465551,,,,,,,,,,
396,0,0.3852111,0.005908948,0.382674318,0.115245974,0.014562073,0.008487486,0.052825263,0.028664555,0.006420283,,,,,,,,,,
397,0,0.386881211,0.005853191,0.382987534,0.114243805,0.014439699,0.008415637,0.052382433,0.02842258,0.00637391,,,,,,,,,,
398,0,0.388536937,0.00579853,0.383297826,0.113252262,0.014317961,0.008344196,0.051942451,0.028182254,0.006327582,,,,,,,,,,
399,0,0.390178415,0.00574429,0.383605215,0.112271383,0.014197001,0.008273272,0.051505463,0.027943631,0.006281329,,,,,,,,,,
400,0,0.391805777,0.005690582,0.38390973,0.111300654,0.014076883,0.008202899,0.051071547,0.027706754,0.006235174,,,,,,,,,,
401,0,0.393419153,0.00563741,0.3842114,0.110339643,0.01395766,0.008133108,0.050640796,0.027471696,0.006189134,,,,,,,,,,
402,0,0.395018671,0.00558476,0.384510252,0.109388049,0.013839365,0.008063916,0.050213267,0.027238495,0.006143225,,,,,,,,,,
403,0,0.396604457,0.005532624,0.384806314,0.108445624,0.01372202,0.007995325,0.049788997,0.027007174,0.006097463,,,,,,,,,,
404,0,0.398176634,0.005480997,0.385099614,0.10751216,0.013605637,0.007927338,0.049368013,0.026777746,0.00605186,,,,,,,,,,
405,0,0.399735325,0.005429873,0.385390178,0.106587475,0.013490225,0.007859952,0.048950329,0.026550215,0.006006429,,,,,,,,,,
406,0,0.40128065,0.005379244,0.385678033,0.105671408,0.013375785,0.007793162,0.048535956,0.026324583,0.00596118,,,,,,,,,,
