"","1","2","3"
"MET_NI_1_NEG",0.00200899003636209,0.00224463242815045,0.00260989360411517
"METC_NI_1_NEG",0.0102948559059583,0.011404798255101,0.0130867998447868
"BUP_NI_1_NEG",0.00200899003636209,0.00224463242815045,0.00260989360411517
"BUPC_NI_1_NEG",0.0102948559059583,0.011404798255101,0.0130867998447868
"ABS_NI_1_NEG",0,0,0
"REL_NI_1_NEG",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODN_NI_1_NEG",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODF_NI_1_NEG",0,0,0
"MET_INJ_1_NEG",0.0183795119117227,0.0201751289546177,0.0228268448131831
"METC_INJ_1_NEG",0.0531531678339829,0.0550092225776117,0.0571684118820156
"BUP_INJ_1_NEG",0.0183795119117227,0.0201751289546177,0.0228268448131831
"BUPC_INJ_1_NEG",0.0531531678339829,0.0550092225776117,0.0571684118820156
"ABS_INJ_1_NEG",0,0,0
"REL_INJ_1_NEG",0.0607390125517404,0.0612546775754325,0.0617110399456608
"ODN_INJ_1_NEG",0.0607390125517404,0.0612546775754325,0.0617110399456608
"ODF_INJ_1_NEG",0,0,0
"MET_NI_2_NEG",0.00200899003636209,0.00224463242815045,0.00260989360411517
"METC_NI_2_NEG",0.0102948559059583,0.011404798255101,0.0130867998447868
"BUP_NI_2_NEG",0.00200899003636209,0.00224463242815045,0.00260989360411517
"BUPC_NI_2_NEG",0.0102948559059583,0.011404798255101,0.0130867998447868
"ABS_NI_2_NEG",0,0,0
"REL_NI_2_NEG",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODN_NI_2_NEG",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODF_NI_2_NEG",0,0,0
"MET_INJ_2_NEG",0.0183795119117227,0.0201751289546177,0.0228268448131831
"METC_INJ_2_NEG",0.0531531678339829,0.0550092225776117,0.0571684118820156
"BUP_INJ_2_NEG",0.0183795119117227,0.0201751289546177,0.0228268448131831
"BUPC_INJ_2_NEG",0.0531531678339829,0.0550092225776117,0.0571684118820156
"ABS_INJ_2_NEG",0,0,0
"REL_INJ_2_NEG",0.0607390125517404,0.0612546775754325,0.0617110399456608
"ODN_INJ_2_NEG",0.0607390125517404,0.0612546775754325,0.0617110399456608
"ODF_INJ_2_NEG",0,0,0
"MET_NI_3_NEG",0.00200899003636209,0.00224463242815045,0.00260989360411517
"METC_NI_3_NEG",0.0102948559059583,0.011404798255101,0.0130867998447868
"BUP_NI_3_NEG",0.00200899003636209,0.00224463242815045,0.00260989360411517
"BUPC_NI_3_NEG",0.0102948559059583,0.011404798255101,0.0130867998447868
"ABS_NI_3_NEG",0,0,0
"REL_NI_3_NEG",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODN_NI_3_NEG",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODF_NI_3_NEG",0,0,0
"MET_INJ_3_NEG",0.0183795119117227,0.0201751289546177,0.0228268448131831
"METC_INJ_3_NEG",0.0531531678339829,0.0550092225776117,0.0571684118820156
"BUP_INJ_3_NEG",0.0183795119117227,0.0201751289546177,0.0228268448131831
"BUPC_INJ_3_NEG",0.0531531678339829,0.0550092225776117,0.0571684118820156
"ABS_INJ_3_NEG",0,0,0
"REL_INJ_3_NEG",0.0607390125517404,0.0612546775754325,0.0617110399456608
"ODN_INJ_3_NEG",0.0607390125517404,0.0612546775754325,0.0617110399456608
"ODF_INJ_3_NEG",0,0,0
"MET_NI_1_HIV",0.00200899003636209,0.00224463242815045,0.00260989360411517
"METC_NI_1_HIV",0.0102948559059583,0.011404798255101,0.0130867998447868
"BUP_NI_1_HIV",0.00200899003636209,0.00224463242815045,0.00260989360411517
"BUPC_NI_1_HIV",0.0102948559059583,0.011404798255101,0.0130867998447868
"ABS_NI_1_HIV",0,0,0
"REL_NI_1_HIV",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODN_NI_1_HIV",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODF_NI_1_HIV",0,0,0
"MET_INJ_1_HIV",0.0183795119117227,0.0201751289546177,0.0228268448131831
"METC_INJ_1_HIV",0.0531531678339829,0.0550092225776117,0.0571684118820156
"BUP_INJ_1_HIV",0.0183795119117227,0.0201751289546177,0.0228268448131831
"BUPC_INJ_1_HIV",0.0531531678339829,0.0550092225776117,0.0571684118820156
"ABS_INJ_1_HIV",0,0,0
"REL_INJ_1_HIV",0.0607390125517404,0.0612546775754325,0.0617110399456608
"ODN_INJ_1_HIV",0.0607390125517404,0.0612546775754325,0.0617110399456608
"ODF_INJ_1_HIV",0,0,0
"MET_NI_2_HIV",0.00200899003636209,0.00224463242815045,0.00260989360411517
"METC_NI_2_HIV",0.0102948559059583,0.011404798255101,0.0130867998447868
"BUP_NI_2_HIV",0.00200899003636209,0.00224463242815045,0.00260989360411517
"BUPC_NI_2_HIV",0.0102948559059583,0.011404798255101,0.0130867998447868
"ABS_NI_2_HIV",0,0,0
"REL_NI_2_HIV",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODN_NI_2_HIV",0.0185419963666541,0.0203495270375089,0.0230173263144302
"ODF_NI_2_HIV",0,0,0
"MET_INJ_2_HIV",0.0183795119117227,0.0201751289546177,0.0228268448131831
"METC_INJ_2_HIV",0.0531531678339829,0.0550092225776117,0.0571684118820156
"BUP_INJ_2_HIV",0.0183795119117227,0.0201751289546177,0.0228268448131831
"BUPC_INJ_2_HIV",0.0531531678339829,0.0550092225776117,0.0571684118820156
"ABS_INJ_2_HIV",0,0,0
