,BUP_NI,BUPC_NI,MET_NI,METC_NI,REL_NI,ABS_NI,BUP_INJ,BUPC_INJ,MET_INJ,METC_INJ,REL_INJ,ABS_INJ
pe,0.613,0.613,0.613,0.613,0.672,0.8,0.623,0.623,0.623,0.623,0.672,0.797
low,,,,,,,,,,,,
high,,,,,,,,,,,,
