,BUP_TX,MET_TX,OD_TX,BUP_NI_HRU,BUPC_NI_HRU,MET_NI_HRU,METC_NI_HRU,REL_NI_HRU,OD_NI_HRU,ABS_NI_HRU,BUP_INJ_HRU,BUPC_INJ_HRU,MET_INJ_HRU,METC_INJ_HRU,REL_INJ_HRU,OD_INJ_HRU,ABS_INJ_HRU,HIV_HRU,HIV_ART,HCV_HRU,HCV_DAA,OD_NX,OD_AMB
pe,322.818,579.2475,0,126.6,118.8,94,117.9,129.5,129.5,72.7,126.6,118.8,94,117.9,129.5,129.5,72.7,558.6666667,1576,891.6190324,0,125,518.25
shape,,,,,,,,,,,,,,,,,,,,,,,
scale,,,,,,,,,,,,,,,,,,,,,,,
