"","Alive","Death","ODN","ODF","REL","BUP","BUPC","MET","METC","ABS"
"0",0,0,0,0,0,0,0,1,0,0
"1",0,0.000324118630494641,0.00712258402691123,0.000393266427074824,0.275037596455588,0.0131835253791784,0,0.702122469673219,0,0.00181643940753412
"2",0,0.00628589463362939,0.0339707315085514,0.00226892674291102,0.252869118255288,0.0216623953984379,0.0163278576723132,0.605146083418221,0.0596342136744199,0.00183477869622798
"3",0,0.0447637423344217,0.0248112029034286,0.00363885275296488,0.260438118410749,0.0245052958543847,0.017429350326539,0.537944405453727,0.0846339884439209,0.00183504351986405
"4",0,0.0846574383111095,0.0227269901269889,0.00489370101753238,0.253268245683774,0.0258923057094107,0.0183669292439564,0.486540342812891,0.101856768823956,0.00179727827038215
"5",0,0.125295554182039,0.0208344805841664,0.00604405624090881,0.243920560982621,0.0262761223439155,0.0181357813236593,0.44485802799139,0.112893633084368,0.00174178326693087
"6",0,0.164976490722986,0.0193998535762009,0.00711519995404179,0.233171000478158,0.0261207565470247,0.0175040733743822,0.409926048501386,0.120108598565691,0.00167797828012903
"7",0,0.203239761310589,0.0182168121760364,0.00812102320724526,0.221942182025377,0.025633359351669,0.0166695297182001,0.379971504010545,0.124594897250411,0.00161093094992722
"8",0,0.239862799164954,0.0171753783523684,0.00906934472269159,0.210703339066567,0.0249426867775788,0.0157520808635078,0.353854201391965,0.127096776320327,0.00154339334004043
"9",0,0.2747716431214,0.0162340139839954,0.00996568973630558,0.199698027746198,0.0241284659881982,0.0148165465627955,0.330790699821016,0.128118001954951,0.00147691108514008
"10",0,0.307965027784769,0.015367129755494,0.0108141705952894,0.189064525691129,0.0232426073146031,0.0138978838690183,0.310217482827909,0.128018821712957,0.00141235044883132
"11",0,0.339480068166672,0.0145608404847169,0.0116181329902567,0.178875885397197,0.0223198689507491,0.01301511373047,0.291714534353558,0.12706537404261,0.00135018188376971
"12",0,0,0,0,0,0,0,0,0,0
