,MET_NI,REL_NI,OD_NI,ABS_NI,MET_INJ,REL_INJ,OD_INJ,ABS_INJ
pe,0.15337612,0.109737766,0.75907075,0.061427955,0.18381338,0.090669193,0.50111629,0.089070535
low,,,,,,,,
high,,,,,,,,
