"ICER (1-year)","ICER (5-year)","ICER (10-year)","ICER (Lifetime)","ICER (Health Sector 1-year)","ICER (Health Sector 5-year)","ICER (Health Sector 10-year)","ICER (Health Sector Lifetime)"
-747142.535328942,-1019922.58409446,-1377149.85794303,-2557906.53755674,-87828.2369287307,-118457.411259696,-160137.204334957,-305184.62609308
377010.284753126,379773.346305097,379636.200693237,709595.266312082,-7878.2549040481,-7366.19800862277,-6804.09956411579,-8705.17185734098
25387.7532383213,49194.4107199033,60736.9590655999,121161.89533649,17552.281538775,22041.5991667158,24414.3661456618,48638.6398212978
-3436366.36394877,-8526558.47222832,-45274163.4916501,-85958268.9026107,-459660.05643339,-1218072.91302904,-6644128.94772605,-13014523.4907597
207933.411268531,168932.704265264,149210.437754113,293702.80070808,-20706.2107728516,-19552.5915730056,-18567.8907202758,-39341.2012875831
-318959.111784028,-613078.803477464,1072309.84718193,1354686.04859077,18006.7089267508,79679.0355696156,-232122.728272672,-568467.522153196
40831.6275279184,35493.4902777527,32806.2058998476,65773.5714352553,5328.56919817613,5214.57291095712,4881.07016837737,8125.17643822097
428287.004064673,415577.249123328,405436.356603002,778364.995080709,-42380.7831931146,-40784.7631106022,-39684.1831133837,-77181.4898079587
80217.2370030944,76735.7767458066,74620.8315789737,153895.218603381,9374.6302453958,8712.11152854417,8296.92310437704,15976.0976804245
-40127.6302808054,-42809.3473079004,-42839.7074766053,-81934.6782952502,-3630.62028309268,-3417.36248325927,-3362.45523292031,-7508.66337705451
9042.5747005884,9000.66349460842,8588.11028130495,15823.8085499453,-2737.6150494679,-2645.52724028341,-2604.52150300088,-5245.89759780042
-98845.6391339812,-97051.9543138094,-89122.3144002035,-159952.246373225,1268.2060463136,120.37929527389,-444.074034815867,-3917.57047769112
105108.488491845,96632.7131049997,92810.4506681988,187246.158874415,3881.35381979636,3829.31143933216,3719.87585582012,6770.66221782551
141373.801332782,156214.052511335,166540.569737301,310702.302206576,-22989.1742495135,-24329.9577803668,-25498.5847372286,-46828.9378082502
53222.8955869294,44375.5082068573,40355.1391126637,73089.208309678,39353.3230792483,37377.4132726336,36320.2609757212,67309.8554697916
106665.785760326,102424.670913087,100281.382603148,183111.065091985,-12143.4649741192,-11895.7975831467,-11750.6228851965,-21108.5380340171
-1613399.71487005,2503337.6957277,935882.985636522,1965346.86789004,1008765.73396118,-1400606.59777476,-496180.869030672,-976571.278029668
-7699.98982976338,-12870.9584274403,-14308.7993254443,-24104.8112171997,1953.88025541492,1252.63136176654,824.243624783855,-847.091816062229
41781.8407832577,34389.6065780435,28953.7710040803,52201.790880222,-17388.5211349421,-11174.8064030139,-8736.69202761356,-13731.6335811873
308202.251057409,384314.968352438,437192.443637804,858883.52502907,2644.38285229135,4319.48563248133,5471.57693183106,14214.6507741801
254428.852036394,215208.196008564,202215.915835858,411841.080217008,-100051.146720783,-84681.3444772925,-79157.8286635916,-158813.876687489
6340110.17375841,-7392460.8679105,-2661556.6866526,-5047804.42344522,32961.5515907791,-48464.4704035753,-19732.2396726279,-54802.0710330505
421083.366208876,453926.353383257,480872.421111094,932842.287520625,342.257341700495,744.683878768048,1021.42466195047,3154.78961502583
101436.742501133,102413.713291939,103097.927051671,201080.687131333,6713.4958397678,6626.71073364715,6581.32506217035,12305.280267415
68590.9795975643,59618.0010361132,55796.0700921202,109141.520197992,-8513.37710127036,-8155.19853928815,-7982.59497614515,-15953.7866369841
150588.269191818,168397.649158994,179716.949277394,351320.456777912,26684.4446624221,27259.6486721922,28269.6602607232,56591.3103536955
93069.4846687925,99221.7746736135,101111.743038063,190762.966438697,-164391.741842647,-164185.934792137,-165284.346936553,-297877.437439812
145471.854140006,151466.540733226,160465.500114381,318002.94950793,1795.3049879651,651.573289537377,475.409957577804,2510.9270918241
136464.317896653,116489.147184795,106834.555964334,195021.608523226,-40136.3688406659,-37764.8893196039,-36594.3046968879,-71517.509775309
-76509.0388426213,31222.7839441183,-847569.896834451,-1733382.77636471,147263.035043046,369773.654838579,-2586820.83758781,-5321414.94680235
190617.548263296,217602.082902366,241008.654024448,447140.551914181,-10464.9457885103,-11426.777109775,-12311.7654988615,-21090.2969793579
204174.952517995,208169.486340338,195743.556351366,366352.602222156,-33591.0919183513,-23524.4900104891,-19222.2387616397,-36073.6559372531
379116.675904341,314177.882774676,281485.697617892,542035.2022762,48830.9174861915,40487.2496523985,36214.9911313047,68342.9007049873
-6608.38219084097,-15592.1718602079,-17398.3133251587,-24504.7714200504,-642.812703655793,1145.28724171979,1668.09745053762,4116.48476905361
-1203135.57813928,-1248115.34906833,-1225537.24507556,-2353597.93545632,122394.996200309,122943.577696284,118758.002273631,226083.542921369
-145838.894987663,-248438.259835602,-517438.362300562,-995766.420470009,44472.0983632238,78893.0654285477,167881.000619036,323222.571019879
-12447.622451349,-12045.5720033308,-11594.196036479,-17779.8836993831,-33123.4188344878,-30327.368722344,-29073.5593532676,-53738.2102078249
64996.6891154189,85576.1831285066,96177.7174629179,179835.204978669,-113.251308059412,134.717346266659,374.204377020712,2753.77190880289
196342.366965753,-1076985.86280152,-248913.124936873,-452845.602013904,-448267.735750044,1838258.95777107,387324.010698255,733811.774507867
122859.344366588,115504.853538183,111322.0811086,208460.804340159,-750.986022045379,-837.315365016579,-852.519027295043,-1592.01817745621
13337.4062109846,11273.4011952385,10434.9633209146,21629.689435582,102.954989396992,9.27345037223232,-37.4443107849525,-349.895631886686
285379.63143011,293642.667358831,302542.190488651,572578.50546724,17000.8147545536,17292.8240644308,17823.9942489865,34941.5406759491
126926.17705354,129441.397724286,129007.255625731,232953.448879783,94412.3733978039,93176.4438566809,92042.679066728,170656.998336366
874284.284664384,1298195.84059266,1954237.69921715,3832405.88026327,275112.533121189,392730.743474039,579427.779681411,1104052.19918101
52900.5537606699,52640.869634658,52425.1098650627,100632.781793934,-1371.06434790157,-1412.85096801812,-1446.64357041003,-3157.41621117754
45399.8770862606,47548.6430307991,48281.1039436963,89447.5535309842,616.222509447705,669.302360920289,713.593564608374,1668.87137430189
230174.021531704,242654.050404901,251263.200345257,475782.585198972,31195.4300047865,33055.1452891362,34317.6362616483,65922.0361443163
214138.777749612,227358.556319758,234353.426558042,453036.624678234,337.696426700046,629.790013838558,816.670144166474,2694.27462136553
-2706.31065441535,-5535.89163070672,-6451.88485245039,-10881.0680688542,-9114.18876457946,-9218.42886598908,-9264.81620130143,-17882.0678505279
261969.322833835,250233.00659589,243240.592795445,473582.254561337,-4372.77771201479,-4462.75854214792,-4567.95105984394,-10408.1504116163
-87345.5820849274,-83454.6632325785,-83117.7383858959,-157847.838781063,-2942.67798714313,-2770.90418576872,-2678.75646554771,-3705.54097374893
28908.3600906438,25481.3683886768,24404.7506793171,51651.0048495022,-69299.7035945551,-68410.8832011539,-67181.2404693783,-131586.389967209
20055.9201440086,25709.8257918997,27454.2611734005,38351.8266776833,-54521.840333664,-57923.7375557828,-59882.8142754723,-112622.212219073
125965.35813017,127754.530692618,122138.730621769,182970.467194088,-3179.35937642871,-2215.41224367164,-1870.77966235493,-2861.67182525406
304857.209271854,281081.449400685,272026.616068087,501149.092099234,-7904.01797195627,-7565.72470678466,-7484.37170220916,-14540.5030260825
115079.834136342,108440.989701151,104506.530918882,202111.241131678,10150.9567330886,9320.22859084925,8903.11420547607,16888.8967928033
377385.011343667,330244.246036352,303923.690766912,528585.468162613,-13692.7786035983,-18132.3606802226,-19690.9877372264,-42150.4460217399
-44286.1168349737,-55458.5823911281,-59599.4442208809,-111582.70492002,-24469.4547029579,-23385.6561897971,-23006.563755612,-43828.2696740175
108701.406780463,116467.127220304,120399.95092952,230069.488784711,-6935.52261357281,-5610.89650912298,-5043.4404954665,-8274.52167959696
103415.558535335,102438.957823869,100830.286183887,192976.31119507,-387.227943632946,430.912480693822,709.459148802131,1532.72936786499
-197581.215246352,-208495.53348459,-216390.856685126,-435297.755804721,20643.8865030064,22037.5355053092,22657.7533430077,44330.4684081005
47178.1474766505,53445.5763217985,58067.1716826628,106526.734057388,-10975.1821634159,-12769.2167540151,-13895.8078427617,-25542.2724807243
13453.7736995513,12168.1608060694,11630.4305200376,24603.6341538365,70.6236540151369,-408.151187446788,-583.208651385509,-2018.58652166232
62436.9802211087,73229.3984464977,80362.3044972598,142258.811945423,-43310.3700074721,-49346.2222848743,-53800.9261459865,-99921.9199928251
291107.932274881,296152.087971691,309978.399798256,553577.101131173,-24131.0339680368,-26571.3684674794,-28801.7025087892,-54046.2795655581
101002.501355699,96477.2774821782,94377.8549903107,183570.43895891,3737.46246149309,3392.52695188112,3228.32076110104,5982.86739244021
15615.1548929511,15110.3747910537,14723.635157437,28290.590835563,497.555648994601,503.051715057923,509.287647556119,1085.46959741428
-78859.8375464174,-83846.2787558091,-85809.167312742,-181383.352444503,-28522.9447740786,-26951.2025596186,-25649.5309605236,-47940.266689276
141892.142506025,122078.846798995,110594.784377709,216460.849007625,-15501.8513422857,-13360.0439147032,-12203.6134814367,-24428.9942744511
-164737.542800723,-160488.483277446,-157927.288270692,-307481.749715256,-127598.543472869,-122565.463513829,-119801.046622636,-232523.530669435
-22563.4855634639,-13482.0869882093,-12312.1640760554,-47281.1114255569,97007.640103597,70955.372172055,60279.1926252287,116579.460978071
92700.728004704,101385.231924227,106152.704066776,191762.841099883,-9294.83328555043,-9259.66356628754,-9377.35896361096,-16711.6057140598
381274.851750357,196835.953750027,143587.476046502,194019.915862655,-1135701.35480361,-604575.979386635,-460846.56693421,-932435.822114639
77074.4991807571,49393.9621791043,37621.7273052134,66675.0308885687,-281.68434649187,-301.683726336731,-347.850627911435,-1074.72179601453
5222.27821287634,-2802.94557879551,-6569.16814369826,-16387.2721296043,-2625.58558768427,-2492.07454213007,-2446.3382976746,-5022.69789954037
-24035.067968041,-25140.1890178059,-25831.9837006703,-46787.5281174284,-8767.94664404024,-9365.76706204939,-9833.67016004331,-18319.9830067006
69046.9031177521,70401.8713823862,70624.9010269546,127588.925278495,6255.29544550711,6284.51296322391,6344.64996521827,11952.6997885669
115029.737549896,91833.572626772,80393.4132740644,150521.701491485,21417.5085902328,18457.5506405177,16807.0181585132,32533.0825985144
226768.287964953,228676.754982513,228763.474610885,429599.842834553,-19082.3735078478,-18782.2855618094,-18622.3023266881,-34554.2138104794
-11399.817247614,-10731.7236538693,-10983.0965013102,-25761.9896914684,-15678.5991727422,-15207.7255109791,-14911.3559862263,-28004.4568663865
26103.2158245975,31126.4198968037,33101.4346956776,57215.527898459,30152.0872898333,32555.8811502014,34137.5956841677,64716.9415132793
105627.504298472,123089.510092208,134861.851510985,246130.427051142,-38656.5166374679,-42770.7946226719,-46111.3897631082,-87189.0630606924
194019.682013976,202329.324306405,206886.864130806,383703.434030425,19542.759159972,19746.2674795236,19928.2133477765,36889.6047496137
171862.29160518,162718.739826019,156232.346318077,304585.756392095,425.722519690357,84.0231492889687,-16.5217869009154,15.7516928078669
81716.1201579508,73788.603808109,69627.7377031896,130143.340850926,-4670.622501447,-5107.86426201447,-5263.5902823781,-11015.2582864257
254736.1687859,303713.186442628,334433.134314036,616933.477122925,7128.09705039064,8055.49447951022,8907.42444206906,19838.7800472887
29264.7900777398,-71967.0689638214,-151619.836496443,-450734.698015515,-33941.2272448101,-61928.5474470063,-82635.1744242334,-185690.879934766
-2671.12536025717,-6991.8786633981,-9811.31561779597,-28336.035323902,36880.2986754731,34254.404300318,33187.8204723127,63432.7149467666
250785.007064706,299874.933732731,347528.19950769,657443.477438322,-39512.9053816006,-46533.2695430615,-53327.6090538828,-96357.7342541902
-17892.2284274844,-28264.5003139417,-31392.6437941646,-68990.7665480223,-29532.0429245086,-29598.96597976,-28452.6712005416,-59747.596529987
50126.1520695044,42306.9956710391,38867.9410552014,72189.5208175807,-809.453363329196,-2972.69801536627,-3792.80294086415,-9136.5805937431
97717.5430727185,91990.4640372783,88209.7638458404,160106.186933029,3208.37367495816,2821.19877443621,2575.90966139426,4186.33348999088
226137.479553721,238782.591406816,244219.0996889,438517.12583813,21762.2582112578,21709.3834932747,21861.719554357,40454.1414837353
128655.308326334,116177.42158446,109271.13455285,210758.970138163,-6526.31164038783,-6704.11582645681,-6693.85263584138,-14108.7994335948
57185.9912996715,69546.0094602684,76155.3491723874,149781.809180251,-1106.51658928319,-295.195290834338,131.083366867408,1616.56231024959
28637.9193381328,27526.9010629398,26958.1104348071,55550.3505720726,-21848.0405637618,-20976.5176235054,-20453.5344966345,-41539.687832995
-378327.630435228,-446881.569058279,-506420.400259059,-972948.131020938,-83679.6938972595,-98944.9658278944,-112512.916041501,-217724.595411666
104999.688557761,106290.854310215,107527.681677969,206316.842680111,-4680.91082838862,-4779.39069742859,-4779.25545386506,-8469.04719655212
39178.1892613762,37541.557434193,35955.7716280932,61911.1222883654,-9914.26989753235,-10310.984852446,-10391.3634450251,-20091.8475056721
35820.6515410229,22968.3978248506,18397.9965986874,39234.3810136954,-38562.1202321104,-36833.9990150446,-35255.3397060272,-68837.0112338012
96948.45759856,99757.7108966794,101888.390652777,197767.179501658,-20682.104395139,-21503.3540789439,-21899.5054171767,-41629.9115932054
123783.112668557,132414.947901392,137441.132257652,252315.421762304,-5340.04435327748,-5402.33855272147,-5483.79162468282,-9796.60587771719
48883.3220242454,45509.8157952869,43954.9198389319,86468.6050033355,-14635.4758607788,-14808.7088781087,-14751.1340590116,-29035.484123466
239688.689327978,286840.570287517,320820.743827112,624723.627440533,1823.91356092414,2089.54631012991,2412.67100106565,6574.74921339474
210102.1675044,209477.188620276,210036.460641714,393007.300481284,15347.8915435032,14970.801093274,14870.8841838641,27500.7808976645
241756.918902261,215861.110662108,196588.358692763,341034.528711957,-19266.210521385,-21860.7013369134,-21980.5789576694,-44357.9886702242
99438.0995635421,101488.082256815,101201.379581933,184859.424870409,-36689.614164204,-36276.5631937889,-35880.9036285682,-65321.5645804195
87090.7775678031,88549.1096171947,89506.8610020083,169374.035716598,-9964.66525933155,-10947.0837484969,-11525.2859056061,-23617.26807931
645604.863022915,478186.497826118,415109.86222664,810290.187086469,-9619.85965676276,-8907.09582395537,-8694.05048268656,-21431.9740385692
532957.38206878,601321.516521724,655720.176753183,1319788.8367375,109995.898170881,121587.040196976,131380.742714904,261373.014623012
86448.978323653,89853.1317883715,91390.2145795446,162968.716216582,-1151.09235446354,-424.747170013697,-138.567355556617,115.479351513657
49545.4895299784,39074.1033610493,34336.1115277887,68240.5373454109,-131853.773198549,-109933.903462591,-98845.7639968513,-197072.590733721
148233.510382592,143352.643798031,142117.061004814,277477.541414689,-5228.37642798462,-5745.12122925356,-5926.77495638702,-11748.8175706504
142373.020494815,159886.059758546,169187.546172276,316394.61276861,5998.60579110699,6628.82550321782,7101.44067025298,15222.3608651559
115365.306360413,131007.814812856,141709.492479036,267408.516765111,-20710.5775135278,-21565.2064602121,-22401.45834329,-39359.6563350552
-2226.12430261363,-17694.8338534808,-22255.8619247013,-42950.8019482693,-33524.3453779142,-32510.7272483761,-31682.7527303536,-63216.3340120618
89657.3212154803,83687.3444261746,82022.4669983531,163614.310519701,-3379.76782640274,-4760.93672348342,-5121.79722573212,-9046.48288212129
232961.429845489,184470.44331547,162176.87199853,328573.955664682,9954.0166696283,7835.33619547575,6659.97455368225,10119.9650433678
193052.186374282,183654.065749718,177908.601963911,357269.200338056,-132396.111277848,-123627.970558887,-118550.385172689,-230364.768822546
353433.898734838,454216.56240211,566295.863078996,1043892.8364094,10494.6534706365,13151.2771488297,16665.4354407273,37109.4004529117
210943.29932901,221099.502877793,226919.619047529,435867.414726264,-29730.1974882333,-29510.9867896242,-29793.4010675307,-58588.4320160085
-101368.424714112,-104505.628603348,-109705.045193352,-201352.865629427,-49012.0144789035,-54939.7408944783,-59776.824307346,-112169.314279203
90155.1702372738,73911.8642786189,66863.5702810703,130774.963770366,-19684.5085784175,-18747.4963641359,-18146.1981249322,-36387.9978833146
999808.058188654,1082323.85767532,1163786.67584651,2235252.56476391,-31564.3300184717,-39106.682171959,-43067.0997520058,-69329.9466264975
71435.9292438157,78645.1855077962,85541.888878891,167902.662028611,4038.87140304232,4527.21113043372,4991.59092305895,10576.7545840625
151216.858127165,168765.146542725,178863.502853968,343955.483081561,8070.3398213324,8588.59635882146,9019.3350307957,18670.5804240796
191692.354216845,162168.492786369,145453.15509203,288459.867108665,-1215.62462982804,-1392.10624991629,-1413.52138069121,-3505.64542445122
59656.8816648822,66714.4619170634,69602.5085648937,125907.016643063,-7058.84502728104,-6151.81664481425,-5724.10562891656,-8555.25746116136
71272.3593921839,73892.5277224318,75264.0010233319,146064.693662443,30372.9971493867,30819.3939319014,31102.2450899463,60159.8366229933
15149.6968722618,13392.1731617131,12424.1300636252,22220.8435975869,-268.998321363333,-368.046799058826,-414.501042580196,-985.547695547316
104557.848001394,90434.8748502623,82961.4315222978,150841.567389575,9560.86787599805,8750.02055768534,8245.15685708117,14706.3262878738
130620.349946701,125537.147878594,121454.617451681,223445.052266849,17430.0547533594,17093.2875511851,16762.5833265551,30829.5176337768
-29632.9620893957,-37784.4795368344,-39546.8165187204,-82224.3028379802,-2220.45845889345,-4839.21136761199,-5756.16798623535,-14070.3786559538
16930.9018199983,16993.2643661793,17538.9708048682,35875.921207677,-8351.01962673693,-8366.33967089151,-8384.91636201066,-15683.1125056234
139972.835888819,120913.313842302,111454.276320028,217252.817637672,-112276.167769015,-94204.8067246503,-84991.3482899865,-160049.649202994
14537.2213466769,17079.3505025726,18498.7721255876,37057.8637206165,-748.916688173388,-403.249683936235,-274.636055392018,-165.943205884875
33301.6578998182,34246.8829255922,34397.8588462881,65406.0504400838,-18124.0657372367,-17996.5376828009,-17956.036409511,-34602.5200824634
120317.300551504,119756.172576094,119441.732147859,245483.496557515,35356.1882891027,32645.4375927924,31002.2560619999,57143.2699903204
26949.3115124705,30289.5739183877,32822.364715898,64384.9544635271,-25963.2759378795,-26742.8005588069,-27612.954922475,-51163.1107724174
42031.825049276,74306.7086348468,97223.7607580002,212017.772944843,15145.4529058313,19850.0593138504,23701.2875154912,50590.4891730933
530267.23433427,577933.983344272,609031.322058926,1115253.52203413,-47553.9965718254,-51965.4183442731,-55072.5894722807,-104679.749656342
316797.027573521,295220.24011638,281876.771523571,560231.118225593,1878.14978541407,1425.51567642137,1121.43964769711,353.13400773883
132294.809436136,133431.243318909,133261.864315095,253941.167450224,-14193.0528097422,-14241.5055518939,-14203.6204277478,-27578.5411761505
53590.8774818385,48385.7633044055,46143.6500303834,86026.8641917373,-5200.6021987456,-5226.66471175477,-5280.44171586167,-10849.0042577219
31481.7668045426,23624.6813710521,19841.5768198188,39038.2294424968,-16760.6501509488,-16118.4096801978,-15361.3834901156,-28960.3434888817
109415.646298657,117042.140175676,120619.105538572,234420.326262765,-27150.8006475991,-29482.2726684854,-30593.1320314463,-57843.0846303698
16457.4396333612,37018.4961180566,47720.7259121963,89361.956141249,-4.16123183248092,294.739106350211,556.549016963529,2444.20273920323
110883.785473413,104863.869137636,99725.2936286362,193265.493025552,-12205.9007969018,-11016.265662944,-10307.6044681911,-19982.653066977
112913.464156852,116937.26684477,119129.58375656,238346.13475655,-10064.9101548692,-9967.33597390648,-9987.56473974331,-20388.8564801042
