"n_inc_costs_TOTAL_6mo","n_inc_costs_TOTAL_1yr","n_inc_costs_TOTAL_5yr","n_inc_costs_TOTAL_10yr","n_inc_costs_TOTAL_life","n_inc_costs_HEALTH_SECTOR_6mo","n_inc_costs_HEALTH_SECTOR_1yr","n_inc_costs_HEALTH_SECTOR_5yr","n_inc_costs_HEALTH_SECTOR_10yr","n_inc_costs_HEALTH_SECTOR_life","n_inc_qalys_TOTAL_6mo","n_inc_qalys_TOTAL_1yr","n_inc_qalys_TOTAL_5yr","n_inc_qalys_TOTAL_10yr","n_inc_qalys_TOTAL_life","n_inc_costs_TX_6mo","n_inc_costs_TX_1yr","n_inc_costs_TX_5yr","n_inc_costs_TX_10yr","n_inc_costs_TX_life","n_inc_costs_HRU_6mo","n_inc_costs_HRU_1yr","n_inc_costs_HRU_5yr","n_inc_costs_HRU_10yr","n_inc_costs_HRU_life","n_inc_costs_CRIMINAL_6mo","n_inc_costs_CRIMINAL_1yr","n_inc_costs_CRIMINAL_5yr","n_inc_costs_CRIMINAL_10yr","n_inc_costs_CRIMINAL_life"
1560.99935774382,4718.63713620504,17855.2804692262,19010.4995826418,12799.9108001542,-1226.17281817238,-1900.13546321723,-3304.22272025072,-3698.19682034662,-4066.82218998531,-0.00774215674656287,-0.0138698814249344,-0.0564137959014706,-0.0991448796883843,-0.193274164399281,-1233.41098850439,-2062.05903280142,-4093.27183176454,-4679.52966177969,-5534.14093606561,7.23379973730857,161.903885176261,788.817143987339,980.975547476861,1466.63093587964,2787.1721759162,6618.77259942227,21159.5031894769,22708.6964029885,16866.7329901394
-1577.06513556447,-2549.30885173777,-619.018425973307,1995.98942352412,4381.55334225763,-1460.5390743285,-2203.09499980051,-3599.25895252646,-3710.9737079785,-3707.51804149314,0.00629167903925631,0.0103355062467247,0.0262669131159594,0.0363042386288672,0.0441905388751742,-1075.78289758451,-1588.16251009418,-2587.43814819001,-2731.10640834927,-2780.38100641142,-384.74830383216,-614.902132257279,-1011.52268064146,-979.39120494153,-926.336414054356,-116.526061235971,-346.213851937267,2980.24052655319,5706.96313150262,8089.07138375065
3844.80308555536,9756.49762115909,27528.7826963142,29359.5811942283,25439.274999999,-1069.85387457054,-1647.71614656278,-2830.71488851846,-3072.51099832268,-3100.89858631245,0.00700235377850261,0.00957092114409785,-0.00144012729672927,-0.0223258781752733,-0.0650592739179405,-1138.41738999413,-1851.87475517341,-3445.60331850499,-3789.47981161286,-4149.54155553458,68.5532692312727,204.118151711065,614.383392779344,716.049343801555,1047.02710015143,4914.6569601259,11404.2137677219,30359.4975848327,32432.0921925509,28540.1735863113
2641.48971198012,7519.98360169201,24525.0487897091,26502.409169484,22057.4686224512,-1046.50538692201,-1756.27669759555,-3470.55995830038,-3870.77049905296,-4066.85170859782,0.00165768765406982,0.000702445508871219,-0.0275179852271914,-0.0644039505027605,-0.150089509385042,-1251.27062482593,-2119.89637639206,-4286.87176645331,-4814.08085115983,-5487.66119029128,204.755433677722,363.575332690058,815.640244690927,941.953911924797,1417.87391796423,3687.99509890213,9276.26029928755,27995.6087480094,30373.1796685369,26124.320331049
2801.8778238428,6941.46556599664,17490.6480814983,17466.7639587623,13828.3267533488,-936.646143034491,-1386.04830758051,-2210.43145269423,-2389.33065188433,-2538.82207206846,0.0031771646228429,0.0046323963562821,-0.00694117509400582,-0.0253909781048005,-0.0662317324389718,-1335.00779243334,-2067.97103020311,-3539.16991293989,-3809.29547426972,-4122.20321016521,398.361147404225,681.919243632985,1328.67983728968,1419.879409651,1583.298232557,3738.52396687729,8327.51387357714,19701.0795341926,19856.0946106466,16367.148825417
-2336.92086487412,-890.183550731213,9681.31061031629,11452.6555962851,6754.13821203006,-1230.63862246142,-2008.77855875132,-3904.90184039766,-4324.82647631395,-4501.34357862425,0.00748919892961292,0.00893053393348597,-0.0145344904799174,-0.0495165353381255,-0.12926582977474,-1331.8211008241,-2242.42851897417,-4627.51584713668,-5225.8462146248,-5891.67225724056,101.173527942948,233.607418624309,721.895474083934,899.529579979881,1387.26966800896,-1106.2822424127,1118.5950080201,13586.212450714,15777.4820725991,11255.4817906542
3461.25237199179,8619.57761579183,26232.967579941,27348.5896969698,19737.6792329066,-998.603313282836,-1648.30911889317,-3392.93707434252,-3845.08886881904,-4041.99415663414,-6.61423881221923e-05,-0.00208684170047602,-0.0353186669225827,-0.0777606608574848,-0.16498875598476,-1193.14725677424,-2048.09753659576,-4462.38386182873,-5114.57106894153,-5820.09411009563,194.530412930988,399.72726094603,1068.46672707937,1267.48180468815,1773.90475857345,4459.85568527463,10267.886734685,29625.9046542835,31193.678565789,23779.6733895406
8487.86424311069,18774.2219866982,49261.1110925399,52362.4751522432,43828.1931113012,-1003.80298425981,-1575.22477212817,-2860.79372156083,-3251.68212302795,-3567.2090868103,0.00863006577771624,0.0111470977018541,-0.00966585930677688,-0.0462397823068326,-0.129063624571112,-1388.0133580405,-2291.0128024513,-4502.80489014817,-5141.05471280213,-6007.93636055998,384.202943429635,715.753748012834,1641.52801998299,1888.48148126181,2438.88794580293,9491.6672273705,20349.4467588264,52121.9048141007,55614.157275271,47395.4021981114
4866.85378368906,10323.8634773493,26814.5003493786,27902.4249835149,19828.45358436,-965.866840883507,-1509.43584930997,-2834.14967125484,-3299.82192255407,-3666.39473863714,-0.0179654775030879,-0.0319242217916783,-0.104927867942572,-0.166577798633865,-0.290901539384066,-1356.65829625372,-2300.31335897026,-4918.61525222802,-5743.18462263196,-6788.94415755936,390.779205228384,790.820882120132,2083.62924818018,2441.74724912431,3119.05554558344,5832.72062457257,11833.2993266592,29648.6500206334,31202.2469060689,23494.8483229972
-1983.50190274888,-1640.60073100988,1909.52596811022,1457.69963574229,-2627.01547989203,-644.912679860992,-984.366448026819,-1735.50379540133,-1982.82338293116,-2091.97954097774,0.000821487507967622,-0.00126453910066182,-0.0260753534698255,-0.0532788993842024,-0.109985285284663,-1007.09855261333,-1638.63451546445,-3042.64623031302,-3391.76671403589,-3800.51229413442,362.175715940703,654.228647189568,1306.72437207756,1408.25531719219,1707.39859855261,-1338.58922288788,-656.23428298306,3645.02976351156,3440.52301867341,-535.035938914283
5601.73682023747,10602.1236581527,25013.3662804984,26576.4706607094,23575.1955131128,-1284.70389412163,-2066.00119254662,-3951.45998411816,-4308.09527484715,-4431.26561099265,-0.00766965875712944,-0.0110931269000905,-0.0323924808373914,-0.0538224114791479,-0.0976824742568834,-1312.80548524733,-2161.03335374777,-4295.68406360609,-4728.85935380815,-5109.75125765352,28.0974394915302,95.0121809678158,343.883522257702,420.070929153113,677.066904653664,6886.44071435909,12668.1248506994,28964.8262646165,30884.5659355566,28006.4611241054
4193.77245433778,8225.10269215939,18072.3936334332,17834.894156351,12236.2857183509,-1142.59907025472,-1769.16202655338,-2971.73948609037,-3256.39701389379,-3461.44278598978,0.00170976043471666,0.000970863622403284,-0.0307428301212771,-0.0696496690201105,-0.153279745182076,-1358.94497965211,-2223.27737732187,-4029.71596350786,-4468.96883488035,-5177.1430958843,216.334724857251,454.068680019399,1057.39354870007,1211.47699308209,1713.50303883516,5336.37152459251,9994.26471871278,21044.1331195236,21091.2911702449,15697.7285043407
426.166278052737,1953.00278991581,6788.28376484473,6351.80137031671,2376.66792931652,-1011.05679680929,-1577.66625944923,-2779.60879716441,-3092.29369118386,-3281.98979604355,-0.000413513651852493,-0.00148005388808481,-0.0248741241198265,-0.0559552371005099,-0.120171620908387,-1356.17846778346,-2201.62601670026,-4160.96341937602,-4622.32935798629,-5105.76423332282,345.110956741733,623.913531127304,1380.73618823583,1528.87465993018,1821.53015143033,1437.22307486203,3530.66904936505,9567.89256200913,9444.0950615005,5658.65772536001
1326.40705896173,4225.79158726168,13164.0609040888,13843.7284965847,11647.0095752182,-1145.4487198549,-1738.19348626283,-2863.23705596193,-3050.00251803296,-3096.30172203251,0.00514177438188074,0.00683637653180758,-6.44816448374108e-05,-0.0115597932834852,-0.0369362728761953,-1118.96930782912,-1760.09240935957,-3063.49999453553,-3284.31385461104,-3473.31185665874,-26.4810865331331,21.8902243082712,200.126963384899,234.061192511039,376.530398231494,2471.85577881663,5963.98507352451,16027.2979600508,16893.7310146176,14743.3112972509
-2335.07474984895,-1556.98054034777,1718.36300503073,542.051133849716,-3759.82212832407,-787.512009736696,-1153.62415392051,-1909.14317904608,-2161.64340312705,-2278.20563387231,0.00645731053167703,0.0070662980970112,-0.0162617420346134,-0.0457799677389001,-0.102253408820232,-1009.21093082122,-1600.21890456637,-2900.78118528713,-3216.16630272181,-3576.99609682244,221.687879549838,446.552513328293,991.213254835282,1053.84963148459,1297.73287902104,-1547.56274011226,-403.356386427258,3627.5061840768,2703.69453697675,-1481.61649445177
