"Total Costs (1-year)","Total Costs (5-year)","Total Costs (10-year)","Total Costs (Lifetime)","Health Sector Costs (1-year)","Health Sector Costs (5-year)","Health Sector Costs (10-year)","Health Sector Costs (Lifetime)","Criminal Costs (1-year)","Criminal Costs (5-year)","Criminal Costs (10-year)","Criminal Costs (Lifetime)","Treatment Costs (1-year)","Treatment Costs (5-year)","Treatment Costs (10-year)","Treatment Costs (Lifetime)","Total QALYs (1-year)","Total QALYs (5-year)","Total QALYs (10-year)","Total QALYs (Lifetime)"
17249.8534129928,71980.5918008073,130959.417134649,317837.452112791,877.104031032866,3556.2159683513,6813.51312561549,23785.7756208349,16372.7493819599,68424.375832456,124145.904009033,294051.676491956,8.73032756699569,38.6740756810741,69.3778328562228,171.020549120813,0.574048324229667,2.64657798738847,4.79994484205364,11.5119996066175
13494.4778408433,60587.7364574649,111053.714503036,274043.259727497,1824.75352680255,7104.83145745818,12840.4419760026,36345.3626426174,11669.7243140408,53482.9050000067,98213.2725270336,237697.89708488,8.84914122963642,39.3739390184095,70.7913537202887,172.374339243589,0.575726516401617,2.67247419599359,4.86202343336877,11.781763033509
15612.4656279549,70965.6479977176,130787.454635786,321214.950476545,847.532581248784,3712.84725197232,7146.99352380117,23440.7338980769,14764.9330467061,67252.8007457453,123640.461111984,297774.216578468,9.04233896534221,40.4525451761802,73.0026132431677,181.50176873192,0.586763260307448,2.72941334997661,4.98243935472039,12.2073533068216
15792.281247271,72056.540601035,132635.806421763,322438.394398581,3700.33513857254,14774.8590916655,25891.1867676637,62510.5718360476,12091.9461086984,57281.6815093695,106744.6196541,259927.822562534,8.804584035386,38.8683733396004,69.756862922672,170.983234608753,0.563941394856893,2.61385633311678,4.76191138656959,11.5734971872861
14039.838128087,67150.8517142073,124562.654187527,305383.145679835,1547.82721540302,7729.62950873696,14674.7618696014,39531.173155777,12492.010912684,59421.2222054703,109887.892317926,265851.972524058,8.97282072862336,39.6910065945923,71.3705678741583,173.522977592792,0.599950666077998,2.76851416596216,5.04392789156446,12.3046006353873
18044.4151158441,92292.8676801554,173837.986781158,425804.421136864,1182.07640212077,6393.38100317333,12638.3670686315,37701.940286572,16862.3387137233,85899.486676982,161199.619712527,388102.480850292,8.88927721619697,38.8023294505432,69.3286294712944,167.227481014697,0.628874896114311,2.90107472010026,5.27789745862051,12.8268038295917
21401.649205957,110318.48440383,209974.377388979,517401.536929921,1506.62911559177,6941.99708409999,13715.9947586438,48137.3543386066,19895.0200903652,103376.48731973,196258.382630335,469264.182591314,8.72882448551394,38.5731586204544,69.2419334109456,173.714812491417,0.574154157171247,2.63134823895388,4.76309734472924,11.3976509274918
17974.3397585999,90405.1743087901,170052.24768773,414923.30150105,2089.78410938009,9446.51343150946,17278.3294862703,44055.5957034786,15884.5556492198,80958.6608772806,152773.91820146,370867.705797571,9.06847961896406,40.4957444262443,72.9363345352044,178.678613373609,0.64458777115177,2.98762271637004,5.45821559971747,13.3561732052641
17524.0903374454,91866.3227711179,175480.748375057,442882.190376253,1529.51696464363,6971.4241048923,12888.9034166338,34160.5095113634,15994.5733728018,84894.8986662256,162591.844958424,408721.68086489,8.88589623162864,38.6933991953026,68.9547568000036,164.019887587182,0.559524993072363,2.59824471931797,4.73272111508803,11.4533179769974
14940.4213576535,79031.7556427826,150653.697907228,370800.631318935,284.042271201208,1120.92863601211,2178.23004485101,8277.67827965509,14656.3790864523,77910.8270067705,148475.467862377,362522.95303928,9.02856206510257,39.6693094750107,71.0078902655906,171.901386871069,0.575583233358935,2.6670651847837,4.85863908246327,11.8433702140444
17651.0255822779,80542.0605010893,148529.673255663,362014.708599017,2138.43362975173,12214.5717333638,23795.6286493456,60948.1676754427,15512.5919525262,68327.4887677255,124734.044606318,301066.540923574,8.99943675039024,39.8581687250209,71.6164072196654,175.69508060862,0.584444980215059,2.69867614510858,4.90320163330202,11.8753602317218
18559.6444368282,102552.611332909,197643.239432089,483209.059946397,422.058290473013,1803.6572960978,3552.37724552327,13159.4813490967,18137.5861463552,100748.954036812,194090.862186566,470049.5785973,8.84213984148258,38.9138294685724,69.8244085356173,172.014109802202,0.594541167854785,2.71616747565831,4.92239678748737,11.8524301852129
18480.4772804565,87413.4995998598,162111.150782378,396999.298997577,2140.71688408105,11846.3959108909,23342.8636797917,66163.1891922723,16339.7603963754,75567.1036889689,138768.287102586,330836.109805304,8.86185759128908,39.0396445287375,70.0530636772021,170.875639473858,0.590052470065163,2.7385565417226,4.9982538682839,12.1520190378575
15766.5218032839,78963.8083825271,149064.647471582,370120.93222964,2200.76184594631,9227.82248282883,16656.5004829967,43218.476119775,13565.7599573376,69735.9858996982,132408.146988585,326902.456109865,8.93979672815431,39.5006893137687,70.8441688718752,174.410434051241,0.579868566227465,2.67824369181094,4.86956821210998,11.8014281916958
17990.053384131,92068.5340656385,173526.50569694,428642.514695692,337.676638972643,1347.00282294847,2620.85726518132,9685.96686624221,17652.3767451584,90721.53124269,170905.648431758,418956.547829449,9.00654300931041,39.6747650448448,71.1214649567689,172.628686890989,0.632318705026377,2.93084220171004,5.34488596846355,13.1281660055489
17852.5204643569,84961.3849075785,158139.015093812,385099.53545282,812.476085918911,3167.43453498196,5793.05390684037,17822.1644582435,17040.044378438,81793.9503725965,152345.961186971,367277.370994577,9.00597876550444,40.1677441922095,72.4374240230345,178.819817868634,0.633288091407327,2.95387332674674,5.40236057981122,13.2680347751096
17077.1355463163,80166.4177403212,148398.570154818,362227.192968781,410.803818381529,1984.70311500399,4051.46495368546,15046.6398027704,16666.3317279348,78181.7146253172,144347.105201133,347180.553166011,9.02059862715321,39.6069854671941,70.8455552586309,170.175285570249,0.608782928687209,2.82532718712348,5.14746031009072,12.5198879521157
20765.4934413277,103062.130871031,192546.651738983,467397.975406142,2269.68574613449,9154.85157605027,16496.0985022727,45890.6804669679,18495.8076951932,93907.2792949808,176050.55323671,421507.294939174,8.75339638315587,38.8415641875571,69.7345157091118,172.125707514944,0.591964485142366,2.74290690424879,4.99729966676326,12.1673438440607
20631.3662821158,98805.2315506989,182918.374250273,444750.097430103,3619.53567591685,14932.0190871914,26526.3935761005,67166.095252903,17011.830606199,83873.2124635076,156391.980674172,377584.0021772,9.02880522001118,40.0125633643803,71.8940079378571,177.142809664242,0.54059578943062,2.502332526032,4.55325343855554,11.0451672312989
17271.5834917886,86025.1540740403,162580.766811063,398133.399306682,1131.64892917682,5901.62800196706,11454.2821826456,32699.9556682644,16139.9345626118,80123.5260720732,151126.484628417,365433.443638417,8.96498200276135,39.2750855113644,70.1489200611255,170.388580099797,0.570400728315937,2.62733762774883,4.7625575035015,11.5691086353405
21525.0635110059,100009.463715563,184820.98432069,440384.096899349,560.682819386495,2512.52700655571,4903.76750629175,16415.4822633345,20964.3806916194,97496.9367090075,179917.216814398,423968.614636015,8.93411705592515,39.8885635321533,71.9653536590171,178.099240742223,0.566110829291467,2.63736017308188,4.80633596218066,11.6233003429218
17497.0804531504,85068.8468183581,159533.452145127,390031.304249532,863.6414259529,3897.18489832257,7583.30944198889,24509.3081436313,16633.4390271975,81171.6619200355,151950.142703138,365521.996105901,8.79142653337999,38.8466491411143,69.8542239438968,172.0429997438,0.592355143777485,2.74498363905763,4.99166489801883,12.0958622074926
19023.9510978871,88257.0147610466,162960.229522757,394105.388389791,2170.65270880421,11976.355995013,23016.4648457622,58696.7640066695,16853.2983890829,76280.6587660337,139943.764676995,335408.624383121,8.77409561554879,39.4432479460708,71.461767864636,179.44719432499,0.597695573278307,2.77125079843508,5.04761520623287,12.299788482288
21001.8689629261,109264.313358839,207694.782553215,506080.989450719,1363.56395187,6881.65185436616,13254.3264743866,38735.4032063166,19638.3050110561,102382.661504473,194440.456078829,467345.586244403,8.7761970925086,38.7332975535591,69.5004653109448,171.547790599908,0.604016285706666,2.80483983721948,5.11129149493636,12.3999740523508
15215.2350758424,79192.3716254967,150654.760443395,373811.39928319,1087.90460573099,4897.22269661822,9143.86446397635,25663.7828141906,14127.3304701114,74295.1489288785,141510.895979419,348147.616469,8.9953428709093,39.3920605275896,70.4342657030781,170.205318528749,0.588674578334084,2.69553336500729,4.901784639696,12.0275546923327
17032.1338074681,89200.19787918,170433.352927978,423036.710651821,598.934733805016,2704.12622256023,5291.73171906988,17570.5774452134,16433.1990736631,86496.0716566197,165141.621208909,405466.133206608,8.94873827298356,39.1475815628264,69.855243647882,167.349148191693,0.571137702880304,2.64639543945151,4.81411233410121,11.6411085121501
12412.3206976502,64542.0209244336,121930.506953167,303191.472691786,504.458509672368,2086.68677172501,4084.79984095425,15173.5965089497,11907.8621879779,62455.3341527086,117845.707112213,288017.876182836,8.88064887715217,39.8896591367692,72.358198602103,182.344043532988,0.599648681880233,2.75835695426708,5.00353608509044,12.0888226562051
11831.489918332,58446.1649945892,109823.002455906,276511.215692968,1411.57450834574,5475.90588552837,9748.2002236856,27037.3122444811,10419.9154099863,52970.2591090608,100074.80223222,249473.903448487,8.87519656148963,39.5042252183454,71.2816063987711,176.719936911299,0.541741230845212,2.53806082451149,4.62824015885794,11.1057102315759
23212.2985772731,100851.733676712,182140.019352775,437196.929932075,902.556771868924,5185.52340167271,10620.4656091697,34530.9669776831,22309.7418054042,95666.2102750389,171519.553743605,402665.962954392,8.95999490393762,39.6752252863183,71.4596376703957,176.363645439996,0.633744262865939,2.91145153481678,5.28784005106617,12.8767811641663
13250.8251287116,63689.7867357056,118402.090544213,291523.471236176,470.568419463718,1958.3063071771,3630.25014270421,11007.0121955575,12780.2567092479,61731.4804285285,114771.840401509,280516.459040619,9.07320009558662,39.9615685001427,71.6515764441192,173.446598329687,0.588240716641779,2.72938387850304,4.99193613433834,12.230737223276
21199.9768902187,108121.591035238,203252.372543942,487976.548572285,1622.43012812724,7787.71614953849,14638.0228925404,39271.5196497468,19577.5467620915,100333.8748857,188614.349651402,448705.028922538,8.78947979066752,38.3737689312358,68.3934849600556,166.075602293848,0.600847412794927,2.76446661158075,5.00985781638722,12.0965737607522
14981.3445372683,70729.9485015257,130961.40946262,323659.611757789,2100.17146518236,8799.52135474408,15838.6581022642,41191.7864068365,12881.173072086,61930.4271467816,115122.751360356,282467.825350953,8.86152805958992,38.5892630569454,68.7979476080883,165.682774577466,0.572369538162007,2.64517391503853,4.81661309226445,11.7430098359274
18226.6484811039,94070.9445919895,178483.634490462,440084.193842029,570.682997204083,2801.60705879028,5462.46158457818,17321.9918043863,17655.9654838998,91269.3375331992,173021.172905883,422762.202037642,8.95273325564426,39.6197444024741,71.3134671962804,176.977324722893,0.591102288990077,2.72416095284535,4.9554415336269,12.0267658219759
16739.9692494885,77987.2657175368,143479.142613444,350013.857028373,1712.38695502324,8276.89128601929,15640.3397361673,42084.3059353992,15027.5822944652,69710.3744315175,127838.802877276,307929.551092974,9.04106303767164,40.0355415600268,72.0440550025104,176.545562985483,0.528784529137592,2.47182270015234,4.51964708585315,11.0532733034474
15344.512949475,71525.6713198295,131633.102181586,322197.55189382,560.9142621264,2317.83955165813,4574.90929322598,17359.7035225751,14783.5986873486,69207.8317681714,127058.19288836,304837.848371245,9.01609937044894,40.4728038714037,73.3481448718417,182.897358116477,0.588853539549116,2.72405487395705,4.96761806974422,12.2353803917701
16323.1599776133,84934.6510847151,161766.200340631,395460.77986242,896.873999081747,4233.5814674127,7994.08752834971,22229.9835352527,15426.2859785316,80701.0696173024,153772.112812281,373230.796327167,8.99195719061009,39.7272571836748,71.3097192286802,172.882038412991,0.612501829027763,2.83465608206891,5.16758387652527,12.6143466218472
14940.705574958,73562.3265308986,137225.234107717,341036.667214253,568.312557568686,2466.55333397782,4805.97302265663,16599.8414828327,14372.3930173893,71095.7731969208,132419.26108506,324436.82573142,8.9711698520513,39.9197223880235,72.0279033033095,177.978397172496,0.632226283853934,2.91023348484198,5.29284741361392,12.9044654213096
15581.9775131697,81081.9372481591,153363.322338853,376669.512103994,820.907856721787,4061.94728990038,7912.25246056435,23722.6722011839,14761.0696564479,77019.9899582587,145451.069878289,352946.83990281,8.87024344145848,39.8220930997841,72.0198940264047,179.653513487664,0.562978538554128,2.62690004538224,4.79445789655689,11.6948776846827
20169.2433938014,98730.4865530146,184062.360736118,448937.08800402,2024.18158775924,10134.355739952,19144.8564414305,49001.9237090138,18145.0618060422,88596.1308130626,164917.504294688,399935.164295006,8.99651264514621,39.9258525849376,71.7066582248869,173.791101902756,0.604775761446427,2.80044320256817,5.10088696767976,12.4445959518374
15046.6613423343,75118.0469549866,142228.40522568,352943.009015346,786.476117231086,3458.12286617539,6580.93736200274,20440.6129042308,14260.1852251032,71659.9240888112,135647.467863677,332502.396111115,8.7205685498617,38.8009747053788,69.8255440867856,171.376229286253,0.599425556005466,2.78086284304407,5.06299181000197,12.1637894244958
21818.6065071885,105410.611109168,196560.270706103,468399.751787768,1858.44160474737,10113.6246791601,19481.1773885905,50376.871766435,19960.1649024411,95296.9864300081,177079.093317513,418022.880021333,8.99308640669966,39.9387249821896,71.776227505166,175.460806077223,0.587017237783441,2.708528203689,4.92189674337292,11.9850674661648
17840.5490587975,90340.0086910126,169983.771820564,417162.936950595,1825.2584678641,9813.6346863886,18821.4024734783,47484.4989743482,16015.2905909334,80526.374004624,151162.369347086,369678.437976247,9.06761445997925,39.9528298700197,71.737032126937,172.334488091365,0.613813748465547,2.83101819057681,5.1612825705479,12.6551925406981
22005.6608301963,115185.274234321,217742.288836933,522306.682821504,1542.91959536782,6426.14086338595,11780.0401369034,32871.9663201619,20462.7412348284,108759.133370935,205962.248700029,489434.716501342,8.58329548684799,38.6159289428809,69.902454405078,175.901523800882,0.577284556416379,2.67275009507454,4.85928154229986,11.7296721020096
18350.4012187429,99439.6277987435,190672.812098113,467711.476679827,701.867498502039,3499.78436683259,6728.23770890437,19327.7219035064,17648.5337202408,95939.843431911,183944.574389209,448383.75477632,8.92758900403894,38.9088670043799,69.4637786876711,167.68770319183,0.632793139502373,2.89561203584406,5.26760012809699,12.8716156990301
18614.9290103408,87543.5647832218,161774.17696219,391006.750541011,1170.12684935829,6187.12797484071,12212.726442298,37221.2353859369,17444.8021609825,81356.4368083811,149561.450519892,353785.515155074,8.73485653694383,38.7394799531902,69.9054611570817,175.305080359663,0.590590455234671,2.70618152543234,4.90567808851193,11.7760950425447
20427.7670348978,106848.935981724,201686.687069953,490885.657847784,3189.98389690189,12577.7361112782,22458.4048691483,61522.7160881657,17237.7831379959,94271.1998704461,179228.282200804,429362.941759619,8.6874835537896,39.0457259508968,70.6639411462167,176.759477222844,0.57874551545858,2.69772467862611,4.91849444321398,11.9312942088377
18932.8899811836,68618.0997069468,120162.525204185,285343.653225115,1019.00769487844,4798.82524387643,9216.1298765902,27504.2164643006,17913.8822863051,63819.2744630703,110946.395327595,257839.436760814,8.69042716637854,38.7349996236381,69.9789877495213,175.713127013811,0.557223974664963,2.60469312748724,4.75421515745323,11.5363849039975
19096.8125016635,89590.3824879036,164293.382428137,392716.715939076,519.714403786199,2186.53479898823,4260.64423685832,15491.9169237282,18577.0980978773,87403.8476889154,160032.738191278,377224.799015348,8.85876564860359,39.4850408940615,71.5299224357426,179.494706930262,0.595630635969986,2.75499040414435,5.0225298323487,12.2523517258253
21551.346565495,106214.212919961,197886.207514239,469641.500830878,1963.08374021366,10229.525731438,19417.9941583248,48411.6304023111,19588.2628252814,95984.6871885234,178468.213355914,421229.870428567,9.118186556634,40.7673000503322,73.5969315447503,183.433110434653,0.538016554201268,2.50864085481977,4.58069301830345,11.2576714009638
26223.9431491247,126797.438716434,234670.944350427,555887.894352692,842.285605361042,4319.04419121854,8667.99355212376,28929.785413448,25381.6575437637,122478.394525215,226002.950798303,526958.108939244,8.83351855451501,38.7157335463357,69.266769294557,169.204509591023,0.579266508521671,2.69136335116868,4.89402115472969,11.7974085788442
23481.0899571621,114352.03314917,214029.692693016,513959.567402686,1168.5635501185,4801.63798157645,8865.93263536544,26827.0557597611,22312.5264070436,109550.395167594,205163.760057651,487132.511642925,8.67391327154982,38.0281186082652,68.1979862351923,168.394677110592,0.567287732699359,2.65065779220037,4.83520516430575,11.6743633641732
21689.6475861372,105550.695887672,196731.82023018,475464.15144116,1964.28033919045,7512.79888184431,13071.5337938563,32716.5399984754,19725.3672469468,98037.8970058278,183660.286436324,442747.611442685,8.92488926698889,39.6109468896058,71.2414399521333,172.820970574323,0.584407274111118,2.72303628872934,4.98421036040389,12.1765953774213
20578.1570510684,99432.2277907219,184619.390882087,441628.966353529,1180.99527051518,5573.31599555601,10709.595035474,32825.7749579079,19397.1617805533,93858.9117951659,173909.795846613,408803.191395621,8.78363261716523,38.4964326139839,69.01624190587,169.986631490499,0.612377829641824,2.82260102416576,5.13077379363306,12.4159701610344
19406.479535612,99952.7476539409,189037.759495673,459011.766506785,2553.78432810399,10144.2395233441,17652.9970109933,41500.5025079445,16852.695207508,89808.5081305968,171384.76248468,417511.26399884,8.89814313412281,39.306599751568,70.635617938837,170.385293413242,0.5813965105676,2.73135025317077,5.00590521589117,12.200472499044
20760.2031456035,85453.4634710085,152772.361248917,365085.458848118,5578.64779898979,22015.5940131348,38204.4231353081,91929.2632789063,15181.5553466137,63437.8694578737,114567.938113609,273156.195569211,8.77717083259551,39.0840513664987,70.6096910335112,180.05903394116,0.572928787420626,2.61665728851117,4.73668296690193,11.3654824157197
28026.6685005044,134342.121232205,247583.83209419,583350.732053695,807.893311295958,4097.69890776741,8319.10146060625,29476.026542873,27218.7751892084,130244.422324438,239264.730633584,553874.705510822,8.872277382403,39.4274615992048,70.9977495805966,175.107242923615,0.573830371943329,2.65943182441284,4.83936658516949,11.7527268433941
16571.6393150906,80321.0024696036,149214.352981661,361599.979335131,1573.16726963653,6322.91859487129,11217.1352634132,29348.0517116418,14998.4720454541,73998.0838747323,137997.217718248,332251.927623489,8.95878477644584,39.4824118524966,70.7543799490709,171.847571287001,0.586920962186092,2.69956867346735,4.90151472377735,11.8825127662081
11553.0403627098,57388.9951579305,108306.780331945,271892.65138305,187.793697459838,801.08707819339,1555.85468795003,5239.19079767576,11365.2466652499,56587.9080797371,106750.925643995,266653.460585374,9.28421561097977,41.4184646393444,74.6180645738974,180.205272839935,0.624292242718588,2.89881158434514,5.30998063316011,13.151733883579
19942.0030090741,97089.4309250052,180568.626852713,433487.402470904,1476.31739538722,5874.60020291481,10468.7444106422,28234.4122431993,18465.6856136869,91214.8307220904,170099.882442071,405252.990227704,8.8853921679977,39.2754122275378,70.5328896469524,174.752385122775,0.577874375779418,2.68527646298058,4.8799733016971,11.7777658283386
