"BNX_dominate_TOTAL_6mo","BNX_dominate_TOTAL_10yr","BNX_dominate_TOTAL_life","BNX_dominate_HEALTH_SECTOR_6mo","BNX_dominate_HEALTH_SECTOR_10yr","BNX_dominate_HEALTH_SECTOR_life","MET_dominate_TOTAL_6mo","MET_dominate_TOTAL_10yr","MET_dominate_TOTAL_life","MET_dominate_HEALTH_SECTOR_6mo","MET_dominate_HEALTH_SECTOR_10yr","MET_dominate_HEALTH_SECTOR_life"
0.331,0.0228,0.0056,0.641,0.0404,0.0094,0.1808,0.5494,0.4936,4e-04,0,0
