"BNX_dominate_TOTAL_6mo","BNX_dominate_TOTAL_10yr","BNX_dominate_TOTAL_life","BNX_dominate_HEALTH_SECTOR_6mo","BNX_dominate_HEALTH_SECTOR_10yr","BNX_dominate_HEALTH_SECTOR_life","MET_dominate_TOTAL_6mo","MET_dominate_TOTAL_10yr","MET_dominate_TOTAL_life","MET_dominate_HEALTH_SECTOR_6mo","MET_dominate_HEALTH_SECTOR_10yr","MET_dominate_HEALTH_SECTOR_life"
0.3269,0.0214,0.0043,0.6383,0.0416,0.0072,0.1785,0.5522,0.4949,0,1e-04,0
