"n_TOTAL_costs_1yr","n_TOTAL_costs_5yr","n_TOTAL_costs_10yr","n_TOTAL_costs_life","n_HEALTH_SECTOR_costs_1yr","n_HEALTH_SECTOR_costs_5yr","n_HEALTH_SECTOR_costs_10yr","n_HEALTH_SECTOR_costs_life","n_CRIMINAL_costs_1yr","n_CRIMINAL_costs_5yr","n_CRIMINAL_costs_10yr","n_CRIMINAL_costs_life","n_TX_costs_1yr","n_TX_costs_5yr","n_TX_costs_10yr","n_TX_costs_life","n_HRU_costs_1yr","n_HRU_costs_5yr","n_HRU_costs_10yr","n_HRU_costs_life","n_TOTAL_qalys_1yr","n_TOTAL_qalys_5yr","n_TOTAL_qalys_10yr","n_TOTAL_qalys_life"
70718.1869536505,379876.963678795,671680.724718727,1237919.35139165,7232.61841181441,40006.390055676,73087.9786137354,153940.136101788,63485.5685418361,339870.573623119,598592.746104991,1083979.21528986,2643.4876165256,12510.2294947756,22130.6835791148,40549.6433425958,4582.2370770732,27460.9338421152,50887.9945641785,113189.721048462,0.604956555529123,2.60067962793276,4.40318537700193,7.77133147571454
100107.163859161,492941.142903705,833358.710950303,1390492.63909375,6499.32701071485,29947.7741277679,51636.2214845715,106105.419112218,93607.8368484461,462993.368775937,781722.489465732,1284387.21998153,2181.06508174953,8673.49742377727,14461.5001001835,23935.6651999124,4311.30649782123,21238.1536641456,37104.3929273712,81972.0637099187,0.690422678906355,2.9220820544666,4.824688921252,7.82083291631421
33932.9907350313,194424.620067195,354401.154414212,714062.313941837,5295.98266116002,27785.1336438681,51966.625777341,140032.367947236,28637.0080738713,166639.486423327,302434.528636871,574029.945994601,2644.98697830992,13354.7026238749,24091.4313695673,45881.2378159379,2644.0368937935,14394.1386049303,27803.2703555566,93944.0128772893,0.672356608290957,2.89867425210905,4.95827207977286,9.0262294059285
77119.8403529292,385282.040283725,662381.81057105,1163067.40596138,6972.95043558179,39631.9111381803,71375.6738668939,147305.54093443,70146.8899173474,345650.129145545,591006.136704156,1015761.86502695,2402.45602266512,11418.865380224,19913.7283471351,35077.6832494837,4563.58244617858,28176.5724104898,51389.5058238313,112014.965523415,0.669200248787766,2.8503626135641,4.77717405010877,8.11395190717301
63273.8818581199,306315.151349126,514616.748519311,862067.627234899,8143.6827478413,32210.6365067827,54422.997705112,116393.447015666,55130.1991102786,274104.514842343,460193.750814199,745674.180219233,2139.09611142701,8688.92120768713,14564.0466409035,24567.9471396608,5997.64168947525,23485.6410668173,39787.8712291659,91606.0219554451,0.669774892583612,2.80719088325754,4.60742991304261,7.4491018051637
71863.3782994783,363589.154179249,618982.773034891,1053722.41329128,10717.1911727653,51575.1881008984,89647.8415702517,179551.290128512,61146.187126713,312013.96607835,529334.931464639,874171.123162768,2539.08940473353,13137.945777665,23018.4580507607,39066.8791450676,8171.1923595756,38401.2191458381,66557.8822975581,140258.612236528,0.661787045285958,2.72233910615416,4.45894969832696,7.21352491723776
70294.326959799,339156.436860512,577167.454806143,1001670.73456096,5196.85856853756,26301.9892232971,46776.7684858491,103484.894747003,65097.4683912615,312854.447637215,530390.686320294,898185.839813956,2636.46536593259,12929.7741373579,22407.80375166,38320.6701750904,2553.47602514307,13336.2540852214,24298.0298131301,64954.1190744324,0.668504212436295,2.80158815771726,4.65036596030348,7.7426468549242
43859.6166503686,208316.018119342,351484.786470451,606383.566185119,6442.52380610099,31741.9938912634,54857.4247051635,113309.596683281,37417.0928442676,176574.024228079,296627.361765287,493073.969501838,2657.71419304083,11934.272419379,20128.6373773948,33291.7238036277,3777.89326658842,19772.3274064593,34659.8744181769,79811.6348822812,0.705968254742443,2.9643921046933,4.89496650023418,8.05627425287121
74565.8598288676,371528.275420548,637684.06418508,1116408.08368577,5722.12273028959,31936.5856049597,57253.4821865191,121144.967776445,68843.737098578,339591.689815588,580430.581998561,995263.115909322,2590.82937968543,11754.1642317303,20211.4332103413,35198.5232250888,3124.31910437936,20145.9155023557,36970.5790778884,85746.6345937567,0.708826293280509,3.03663642572142,5.08741649883646,8.60414280211804
59108.9568896909,300918.647550415,517045.690266173,920786.400418612,5201.22410324867,24557.6179624107,44811.0903276997,124333.78344112,53907.7327864422,276361.029588005,472234.599938473,796452.616977492,2381.75281926564,10999.5254202438,18985.5692151118,32512.0025430324,2812.46971742048,13520.5331775199,25750.5586151305,91595.9374604286,0.672956938828178,2.81866739634423,4.67205584080477,7.76466787221907
52352.1925681574,266186.230056809,467260.76024796,867155.246580487,5939.53512942155,32936.6714611949,59676.6873695064,127053.252363203,46412.6574387358,233249.558595614,407584.072878453,740101.994217283,2928.92745028029,14482.2011844892,25578.9795805412,46889.393677655,3003.76917117437,18420.4711610605,34032.287168509,79985.9286427091,0.642481727842081,2.77108243467932,4.70846688292525,8.37804243192715
70228.3828599829,345834.056300608,603352.155681919,1167093.37075585,5099.4572359337,27989.8360193985,54067.4753368348,179394.493603152,65128.9256240492,317844.220281209,549284.680345084,987698.877152693,2697.31368451328,13820.0078636621,24693.8582942606,45742.5785087443,2395.17577030445,14133.1044324124,29300.8312836832,133445.742311632,0.665687792293204,2.82842047693461,4.79262454375506,8.54198493269818
61570.5966721982,290234.828527129,495105.911350223,875303.71188619,4975.72244781183,24264.4024874247,43222.4644134825,97856.6461389715,56594.8742243864,265970.426039704,451883.446936741,777447.065747218,2530.23933834921,12638.1640399136,22256.5793646205,39717.7154328051,2438.51883956176,11589.2595492712,20892.3172235233,57917.4294896604,0.701846198088685,2.94687521710459,4.90922443220059,8.3242786377257
75644.46376794,373891.993070157,639737.102046353,1135046.76553289,9297.57733805844,43677.5841775811,76161.3861255188,166353.634089556,66346.8864298816,330214.408892575,563575.715920834,968693.131443329,2596.38825858281,11730.6413561084,20102.5682872243,34859.1766992341,6694.33081064484,31912.3257446597,55991.6627740931,131294.710772153,0.620565025234608,2.61169598145664,4.35660975774667,7.47787883111943
60168.1354265864,317133.379745567,553495.838714992,987337.423926666,7151.85286831631,37206.8686946919,65987.1184229663,134893.530603509,53016.2825582701,279926.511050875,487508.720292026,852443.893323157,2504.61797866861,10825.7275490491,18538.8563872745,32342.042007737,4640.28995063413,26345.1864535185,47377.4328281128,102346.343393408,0.613458413202127,2.62132870467878,4.40196738093094,7.56771910960687
59344.7510770409,328628.985988822,585274.270363698,1095952.85241438,5437.92319801274,29246.5612230005,53347.256409315,114799.61457938,53906.8278790282,299382.424765821,531927.013954383,981153.237835005,2830.68948249848,13762.6306561036,24523.3115494477,45949.4259218254,2600.33918199588,15448.4702669221,28754.1715359655,68650.7367714888,0.653648203980599,2.82033824451781,4.80193715898227,8.66460213813437
66597.5574073109,322520.106397307,550558.863039778,955661.727869948,6500.11495805524,33728.3213133785,59851.0226797478,126232.109268281,60097.4424492557,288791.785083928,490707.84036003,829429.618601668,2367.36189803522,11525.4395707869,19992.7890854009,34328.9775656249,4125.831775426,22167.2103532014,39788.3593243961,91703.5995167727,0.645331727277831,2.72670955555726,4.53894705957314,7.55444931192537
53819.6432969711,267644.757680152,470693.879748975,903293.428776001,4427.72562013874,24527.4016329466,45858.4658174509,119072.254625949,49391.9176768323,243117.356047206,424835.413931524,784221.174150051,2593.85888269341,13533.2263521268,24537.6864845247,46448.3969550723,1826.96320500725,10958.5740615867,21250.580728337,72420.1809885678,0.646097646258423,2.79667014661622,4.78313025762747,8.6983555004062
61428.3529997941,303197.492124713,519724.514980586,916744.817097087,5475.43747858544,24882.3573748419,43916.1514104611,101069.584700064,55952.9155212087,278315.134749871,475808.363570125,815675.232397023,2499.79109579667,11516.2313815142,20034.1869226557,35765.5447442275,2968.7242464698,13329.9170754443,23810.3767118348,65089.6236908254,0.659522132647681,2.77984460329997,4.64073550615374,7.93919213745379
49118.8183229114,247942.58031033,435149.09379863,810558.451478733,6560.01380761567,27517.5833121526,48118.8675670772,101956.872031027,42558.8045152957,220424.996998178,387030.226231553,708601.579447706,2538.45580945418,11732.1077005033,20792.1254471014,39089.4029290335,4014.66688143609,15749.9667585652,27256.8954463237,62670.7755088928,0.645316280196029,2.76803710793591,4.71892706846276,8.58926495439887
61156.3938570847,323627.862084215,564589.450470525,1045695.66182143,6157.76377385319,31251.0627798649,57807.4302149999,163569.336032677,54998.6300832315,292376.79930435,506782.020255525,882126.325788749,2522.77808518488,12405.7004653568,21856.2253600309,39380.2554773026,3628.09673185838,18809.8890044707,35881.5447646541,123980.855679882,0.686523440517177,2.90157171399205,4.84660213498936,8.24963471239016
68677.5001477703,355228.767911223,624821.992833186,1155949.33809208,3930.20530684269,19601.9237487733,35413.0694753704,79074.311828223,64747.2948409276,335626.844162449,589408.923357816,1076875.02626385,2474.8697291075,11394.756669768,20100.1678455716,37210.3491605972,1448.39232258938,8170.62561919497,15240.3931687986,41662.4132560327,0.661299826320379,2.85728662252737,4.87298753502174,8.76572280412823
58051.8924557163,299035.920600989,518529.36054078,914856.48321656,6642.47251355677,27882.2581757128,48211.8008985023,104241.722356956,51409.4199421596,271153.662425276,470317.559642278,810614.760859605,2642.85087296016,11688.75443219,20082.0689942958,34577.6450862037,3992.71730582133,16157.7138719264,28058.8163956109,69453.0088629881,0.664979724958365,2.83496941023868,4.73840035032275,7.94396110791225
71036.9961498909,353442.210629487,622356.734505474,1194101.59196634,4758.28952560664,24404.3927613521,44771.9149987925,100853.512097395,66278.7066242843,329037.817868134,577584.819506682,1093248.07986894,2720.80466886639,14486.5260808985,26555.8858695344,51934.0057340115,2030.59209971922,9882.3414242437,18145.6961767879,48722.5296396857,0.698236420121011,3.06091388542062,5.29298616368877,9.82208162902708
65890.2347726677,350239.956704039,616765.650514,1160528.16512876,8399.1229864221,51450.3229285108,95340.2594066851,223902.277206905,57491.1117862456,298789.633775529,521425.391107315,936625.887921852,2718.02738863648,13918.3657528163,24775.6753088591,45094.152195002,5674.18436774758,37496.0452838094,70493.5349339744,178603.913928301,0.68945532614268,2.95766900889918,5.03053034122586,8.86777012713188
66268.9942294162,325376.309659894,552432.937947977,967144.643124046,5656.27986714178,28854.2310945864,51826.2081316173,128908.156816038,60612.7143622744,296522.078565307,500606.72981636,838236.486308007,2609.44758830748,12486.078854838,21447.6194152871,36761.7199057854,3039.97039420261,16333.6382462227,30311.8838273792,91946.3253394986,0.66044847679914,2.74997109105235,4.5372171958992,7.56038782302929
69453.5611048805,380504.850321477,670819.738606354,1211936.10276525,4043.87125787092,20106.8666704122,36130.3031342399,82538.6146819827,65409.6898470096,360397.983651065,634689.435472114,1129397.48808326,2355.40687290837,9861.13204734945,16868.2571935639,29806.2721947014,1681.52677333466,10209.3572400771,19189.7079809682,52525.6599707228,0.687570832581213,2.94792338078618,4.97778038757857,8.57664743351202
61690.6606663961,282690.078766416,464941.59007208,778996.077685396,7475.57435916875,34486.2808412557,57825.6562082298,116918.144555926,54215.0863072274,248203.797925161,407115.93386385,662077.93312947,2859.29410562952,13499.9896968607,22645.1452138539,37516.810055365,4609.37956281345,20951.302486142,35112.6587071032,79187.2419580764,0.64194306738235,2.64798868899859,4.30031305050482,7.03980343736254
68267.1201559341,348692.460616385,614705.170388836,1164047.18114095,4803.12495998556,24471.7238137452,44737.5050020104,100249.424579624,63463.9951959485,324220.73680264,569967.665386826,1063797.75656132,2659.44130378597,13128.8071143475,23848.918836295,46870.90547758,2136.77503963708,11306.7380672249,20816.4656974397,53175.2993041678,0.713917559216122,3.07943966660071,5.28925905242301,9.72548135395762
64625.3993569369,321961.662272337,550118.99335446,949171.905666528,4780.51352493857,23071.7455839793,40565.1454793742,89063.4595602707,59844.8858319983,298889.916688358,509553.847875086,860108.446106257,2454.06598574051,10551.4559459517,17873.0475249265,30323.4542648899,2319.5089639641,12484.3620205242,22621.80794222,58536.4287334516,0.645598545451847,2.72849690142832,4.53780218464414,7.59568537176346
70434.858319302,339954.866959816,579398.636650881,1000810.95743753,5537.09595552056,25789.2664615636,45351.7922129209,99770.5396673825,64897.7623637815,314165.600498253,534046.844437961,901040.417770149,2277.63369091221,10735.5256147856,18606.817515018,32339.0589886225,3252.53754600851,15017.8289390356,26674.3276780447,67219.7221289136,0.650466508486769,2.74514804560814,4.56360139888424,7.65761417824383
44534.5268618461,220375.090643745,381537.17557585,681813.19684902,6311.5449278833,30112.9474260579,53177.7388873881,113608.626193388,38222.9819339628,190262.143217687,328359.436688462,568204.570655633,2290.24432994799,10508.788808717,18209.2604509874,31906.9024884484,4014.39527063914,19568.1629097415,34897.3335836227,81496.1824962533,0.644699988063261,2.73196397212225,4.57202663162712,7.74777251085221
58744.2508061143,305089.683710565,519016.926142322,877785.151227019,7090.84718816536,35516.3151719991,61351.497010036,124003.077646401,51653.4036179489,269573.368538565,457665.429132286,753782.073580617,2686.1599986817,11367.5774781374,18895.9674585405,31087.6132550521,4397.72174177208,24112.511985708,42384.7647975711,92704.5706368014,0.637305339906482,2.64387371362199,4.33407061921253,7.0995908584016
