"n_inc_costs_TOTAL_1yr","n_inc_costs_TOTAL_5yr","n_inc_costs_TOTAL_10yr","n_inc_costs_TOTAL_life","n_inc_costs_HEALTH_SECTOR_1yr","n_inc_costs_HEALTH_SECTOR_5yr","n_inc_costs_HEALTH_SECTOR_10yr","n_inc_costs_HEALTH_SECTOR_life","n_inc_qalys_TOTAL_1yr","n_inc_qalys_TOTAL_5yr","n_inc_qalys_TOTAL_10yr","n_inc_qalys_TOTAL_life","n_inc_costs_TX_1yr","n_inc_costs_TX_5yr","n_inc_costs_TX_10yr","n_inc_costs_TX_life","n_inc_costs_HRU_1yr","n_inc_costs_HRU_5yr","n_inc_costs_HRU_10yr","n_inc_costs_HRU_life","n_inc_costs_CRIMINAL_1yr","n_inc_costs_CRIMINAL_5yr","n_inc_costs_CRIMINAL_10yr","n_inc_costs_CRIMINAL_life"
9303.94288973588,22318.9074773722,19176.9665482874,5895.06262414507,-2342.97618509839,-4314.24229665679,-5100.37880552653,-6109.05489874298,0.0110421923161097,-0.0468133391756358,-0.123297520410205,-0.261118473333266,-2080.0651985875,-4184.00136288864,-4884.65434221194,-5637.10533215348,-262.90744630775,-130.355814055363,-215.642187264049,-470.287330937266,11646.9190748343,26633.1497740289,24277.3453538139,12004.1175228881
24147.3306313873,42675.0309602992,35954.6806399113,15352.1630623986,4595.47151526345,7127.53264498392,5665.7271355601,1807.385135288,-0.0119881674872979,-0.0947500690875014,-0.180319027660837,-0.316591993016917,-2035.55572114795,-4139.88090542101,-4876.28721845676,-5616.76164443248,6631.00604758647,11267.1537552457,10541.9341673786,7425.61857514639,19551.8591161238,35547.4983153154,30288.9535043512,13544.7779271107
11824.6189150151,19667.4989682739,13214.2333732204,44.8581447766628,1080.38679730109,894.366512346605,-133.681462432527,-1746.72200099516,-0.011244524399567,-0.0932762653594841,-0.170477376453533,-0.275555755670228,-1849.52033937376,-3510.68999310029,-4204.54961781368,-4951.42274740976,2929.89102891017,4404.85529144525,4070.85485460298,3206.30130886282,10744.232117714,18773.1324559273,13347.9148356529,1791.58014577173
19021.4626941054,39416.2583436744,35323.7495528467,16692.9147101466,-1128.50642685589,-1801.80946004213,-2507.35011408933,-3744.34122777141,-0.00459104818334244,-0.0806626878312864,-0.162816555594236,-0.302568944993415,-2058.52519413523,-4234.89914025358,-5063.69215154399,-5991.43071066032,930.028407031667,2433.00045982629,2556.5037410129,2248.97351737905,20149.9691209613,41218.0678037165,37831.0996669359,20437.2559379182
14810.0834755999,27580.4685709273,19828.8809123676,828.997415661113,-1045.19197742374,-1676.25712494696,-2397.18666898712,-3868.14786581058,-0.00797518933213082,-0.0759273696456262,-0.145954606207673,-0.2574730050046,-1858.42335104176,-3524.92478513548,-4158.84644939469,-4890.79583545001,813.255522518532,1849.00730339343,1762.66753717891,1026.37381526796,15855.2754530236,29256.7256958743,22226.0675813548,4697.14528147178
8325.43911430595,16344.771073077,12052.3791303425,628.40771457809,-950.645345286106,-1610.62318963257,-2274.35795097319,-3448.19907775227,-0.00443085124009857,-0.0735780697699053,-0.14946638213499,-0.271259107283717,-1807.19689963859,-3469.46604653626,-4078.1816592863,-4778.74129731955,856.564226749032,1859.0667760412,1804.56940068513,1333.3639846061,9276.08445959206,17955.3942627096,14326.7370813157,4076.60679233051
5958.2474340027,12529.9078939673,9059.4568680618,-2223.09044109739,895.697904181574,838.320641213206,302.104751332212,-970.458289591363,-0.0118076340059707,-0.0763315904957049,-0.139763074764076,-0.257808579156919,-1933.12853090996,-3643.93054097294,-4158.63096004066,-4787.23511676985,2828.80493763468,4481.99280334366,4460.62241664872,3818.16843442417,5062.54952982114,11691.5872527541,8757.35211672966,-1252.63215150603
18688.3617708019,31497.9128618347,26149.4368907857,10980.1696365527,-1749.21383627947,-3082.49788766112,-3931.45674771672,-5373.55472503306,-0.00939180427835362,-0.0774005382663474,-0.144917604757384,-0.259128420318742,-1771.91103937363,-3220.55147303031,-3753.37720774055,-4426.52331751548,22.7188968312621,138.278475057465,-177.372965870854,-944.33676840039,20437.5756070813,34580.4107494958,30080.8936385025,16353.7243615858
7596.4979939518,17454.0771510957,14087.4595054364,1836.2219169871,76.4532579790048,-510.342262720096,-948.253113810963,-1736.73014737399,0.00220096231242506,-0.0425044398036456,-0.0943023283957078,-0.192623454232347,-1765.24554644625,-3324.19726610628,-3736.57411332028,-4158.85860359112,1841.69929746555,2813.77647289462,2788.39356064967,2423.38841612876,7520.04473597281,17964.4194138158,15035.7126192474,3572.95206436119
5915.2865906897,12351.0216493185,7146.49866869923,-5751.63312759052,-1593.5133853208,-3001.60565327645,-4084.55780179139,-5676.27563129926,-0.0278175067383573,-0.132895441664022,-0.226688245214826,-0.367548245010575,-1877.17854784143,-3535.58215697901,-4362.77205085846,-5440.89185619968,283.670414715674,534.040442088835,278.666651557694,-232.857759954524,7508.7999760105,15352.6273025949,11231.0564704906,-75.3574962911662
-354.887045533702,2360.28837274614,-819.697659600875,-9897.43442256586,-1166.45296448207,-1901.5367269752,-2222.97998110773,-2960.77886226308,0.0030069545114062,-0.0248212921232267,-0.0597616467360798,-0.127183219100997,-1167.90731224038,-1989.05886581076,-2239.46612599654,-2538.95581939983,1.48726263515346,87.8447547559081,17.1606987095729,-419.732274172347,811.56591894837,4261.82509972132,1403.28232150688,-6936.65556030278
12885.5798610127,27128.2708287442,21872.7772454461,2369.8151683528,-258.096093530936,-73.5098220185828,-932.1711137245,-3004.92583568915,-0.00644745809952418,-0.0987526949675965,-0.200971766468832,-0.379361805672085,-1898.51277807095,-3637.68606518077,-4554.33291825357,-5929.20661738781,1640.42059090771,3564.03809865688,3622.2225016772,2926.0980201994,13143.6759545436,27201.7806507628,22804.9483591706,5374.74100404198
8689.7351328364,19824.0483018214,13306.2113237716,-4563.53074050951,-855.894553535133,-1736.13569927517,-2318.56752624718,-3300.66619216985,-0.00800655132497896,-0.0772926517373467,-0.153332348142499,-0.28472248505968,-1772.8977395373,-3552.55334342875,-4091.60866100293,-4631.36283596911,917.047443134826,1816.73543754104,1773.84257003112,1333.34543212564,9545.62968637153,21560.1840010966,15624.7788500189,-1262.86454833951
21703.4169156835,46300.4946533057,42160.7646985096,21635.8550246621,113.886274721866,863.016982476249,90.3742059402866,-2160.18295135302,-0.0148156526758693,-0.0774554015853419,-0.139835974510286,-0.256564605362357,-1877.25384447048,-3640.46548711037,-4178.22009209597,-4780.45871676752,1991.15879802033,4503.58286325835,4269.00221146595,2622.24078830809,21589.5306409616,45437.4776708295,42070.3904925693,23796.0379760154
17544.8391595808,38321.940940654,38092.9177821545,23120.091007881,-1636.04362973169,-2838.35439029518,-3587.85719453888,-4988.14135149702,-0.0174072294500964,-0.113687558019131,-0.204776352214921,-0.372315121377994,-1938.60219541466,-3920.72807245903,-4808.63823125675,-6132.08343647198,302.53774256143,1081.80479748554,1219.7970349284,1143.5752244787,19180.8827893125,41160.2953309492,41680.7749766933,28108.232359378
15422.1449126982,31802.3728753187,28334.8921298686,13240.20048471,2876.51619805688,3381.80783479446,2916.05413621643,1800.21565946363,-0.00543871513750727,-0.0651521170367384,-0.128507298803521,-0.245437344729565,-1815.15043207476,-3541.02643764613,-4098.61218386455,-4783.2499654115,4691.69501073232,6923.16299629432,7015.51211631645,6586.3803013662,12545.6287146413,28420.5650405243,25418.8379936522,11439.9848252465
5229.73971910463,11456.4973235743,8528.06327748997,-1799.63265267003,-3856.82317476366,-7029.71889858008,-8085.35457597784,-9467.80315647145,0.0103988737891728,-0.0292528436051525,-0.0868101076667296,-0.196839358008878,-1939.59280663069,-3800.4238316331,-4397.77378319044,-5060.61373413394,-1917.22250724862,-3229.28669524009,-3687.4432718712,-4406.01361592447,9086.5628938683,18486.2162221544,16613.4178534678,7668.17050380143
16599.5984251069,42078.5321749203,40419.216405195,21456.6385031447,-450.617402395408,-1789.56808041834,-2477.85670335396,-3429.31013826493,-0.00790457740677819,-0.0748090070098955,-0.14981352755673,-0.297493911121105,-1934.55235079831,-4159.77155205362,-4888.19835130973,-5635.13094319311,1483.96901393765,2370.50681483365,2411.15817813182,2208.63536044482,17050.2158275024,43868.1002553386,42897.0731085488,24885.9486414096
2788.27579585069,7437.39286640869,3783.1947644024,-6688.53196150111,-6557.35468421727,-12019.3030975401,-13536.5418881307,-14985.8766014229,-0.00849530541926646,-0.0723213112517871,-0.138453650569262,-0.258381901959135,-1916.05328861779,-3610.193791908,-4115.57669069912,-4713.91925957114,-4641.27342696428,-8408.93106936991,-9420.39468954078,-10269.5412115581,9345.63048006796,19456.6959639487,17319.7366525331,8297.34463992168
13510.0072595504,33874.6238149377,31342.1574201674,13188.1342673774,1839.2550945197,5550.54033926077,5007.80101817596,1321.32113450201,-0.00431977897929758,-0.0788764817241936,-0.170237851182387,-0.346759474840159,-1956.07761829094,-3995.85894999368,-4789.76596167063,-5805.41309440442,3795.33073484191,9546.20830727248,9797.36922231768,7127.50273867659,11670.7521650307,28324.0834756769,26334.3564019913,11866.8131328754
6496.73691869735,15314.6804929392,12739.178312678,3080.94175079733,-870.028409952089,-1674.68343865481,-2137.4734301861,-2856.88555965875,-0.0298915826572913,-0.102565357229788,-0.168466596286323,-0.281426542800087,-1763.64017069642,-3517.59816721874,-4029.49220031425,-4536.89680160712,893.591954918778,1842.58853147671,1891.61898831801,1680.35075099803,7366.76532864944,16989.363931594,14876.6517428641,5937.8273104562
11467.1787827397,35515.8486764095,34562.0497131195,14947.4744411723,-1189.76704981986,-2442.48581319617,-3210.91616410522,-4530.033687537,-0.00177323385804973,-0.0724516433616351,-0.163712053433271,-0.341223724822704,-2243.06153640635,-4819.45698735172,-5841.34663636777,-7101.85856515725,1053.27938114556,2376.55649730594,2629.83923111332,2572.2789063675,12656.9458325596,37958.3344896057,37772.9658772247,19477.5081287094
7188.60196403114,12587.5543385042,10669.282265929,3384.48824873706,-1389.76832129731,-2076.48086800947,-2523.07371733653,-3624.06675088318,-0.0153376422615962,-0.0720138078699182,-0.12470045907096,-0.228044323958271,-1594.98927345437,-3034.07298075497,-3478.18804156031,-4060.01334288657,205.242387466811,957.707870019323,955.463240411176,437.603547611812,8578.37028532844,14664.0352065137,13192.3559832656,7008.55499962019
11297.3692346962,28100.4787892695,23335.3135084232,4600.25388076506,-3949.96051673534,-8203.71414304855,-9523.16609674296,-10668.5125543319,-0.0039063901326013,-0.0732520946209574,-0.144478899859464,-0.268349832867814,-2074.44858071626,-4322.65696424111,-5063.39987189347,-5815.94265172766,-1875.53308585417,-3881.32413257542,-4459.87313893416,-4851.17462012537,15247.3297514315,36304.192932318,32858.4796051661,15268.7664350969
13232.5450806995,20687.025168546,14763.2005440271,2518.4010095197,-573.523986593245,-1519.40891350428,-2491.01845216509,-3868.47773500619,-0.00454643024524259,-0.0684709162230845,-0.130314009121434,-0.223546850667292,-1811.62706605772,-3385.00654011951,-3844.80853852466,-4261.28946084256,1238.09570348441,1865.6195118384,1354.21071163396,395.076208743078,13806.0690672927,22206.4340820502,17254.2189961922,6386.87874452583
6994.65938772307,19872.503990135,16485.3737343658,1666.12163613969,-4730.01400284299,-8186.74119491272,-9335.07883887604,-10976.4106917475,-0.0148267167247488,-0.0671226530401214,-0.117489848513349,-0.211234330742521,-1752.68050862651,-3437.77434020617,-3951.89872221195,-4545.69496405269,-2977.30919542893,-4748.72500617947,-5382.54783698918,-6428.56649742404,11724.6733905661,28059.2451850477,25820.4525732419,12642.5323278871
19508.5082484733,33879.1660000342,28199.8767498462,12732.4189277533,-427.262085232968,-982.125464862533,-1499.27275422435,-2371.39498572327,-0.00923218358235767,-0.0645949101544976,-0.12249745184076,-0.219158708363709,-1682.889713215,-3051.40287383986,-3416.48438475206,-3769.24427047548,1255.62849158934,2069.32681866735,1917.53711373574,1399.26669265606,19935.7703337063,34861.2914648968,29699.1495040705,15103.8139134767
279.870639786961,5338.95430460505,3992.80054005509,-3520.4017698057,-1173.26115029125,-1918.954399744,-2258.50122305081,-2768.69018339939,0.00366254875661154,-0.0415230112273663,-0.0977375981147643,-0.213292402511502,-1747.70350874475,-3432.48837169585,-3989.59099577641,-4690.60260948302,574.44686175152,1513.59530421927,1731.41081211383,1923.43845475081,1453.13179007821,7257.90870434904,6251.30176310585,-751.711586406338
13372.7658490726,27521.2920010085,21449.0985319573,3000.54920008965,-802.676510844444,-792.359458536754,-1564.96673333427,-3420.00360458958,-0.00839033003697076,-0.0828078238794285,-0.162414052352895,-0.299372046874531,-1725.95569467199,-3365.28214648772,-3922.58625425549,-4578.6599513059,923.298778522914,2572.86835024485,2357.81312694757,1160.51910271862,14175.442359917,28313.6514595452,23014.0652652915,6420.55280467938
8772.95041022432,16113.7415132481,10371.3457004293,-2600.58290659403,578.225768938727,-91.2508666356771,-811.307846290612,-2016.29225359282,-0.0053114418143102,-0.072732424214375,-0.146743627110567,-0.265036355132584,-1784.51361123672,-3516.83789573482,-3995.71541141052,-4448.50895924564,2362.76610006557,3425.91264316362,3185.31393542315,2435.59293773976,8194.72464128558,16204.9923798838,11182.65354672,-584.290653001168
15171.7001426483,37936.2070352748,32324.2378925221,8246.37493246072,97.0334543471126,476.209625293901,-798.011173605293,-3979.89013764379,-0.0255882130372861,-0.157468512867449,-0.284677187317155,-0.477316375396829,-2214.74749400146,-4748.17139129816,-5823.28503981507,-7068.89402862979,2311.75807313557,5223.84046817154,5024.41133897689,3088.60085218126,15074.6666883012,37459.9974099809,33122.2490661274,12226.2650701044
15548.2596391906,36131.3930312604,32418.1150448562,13289.7799129832,-2371.0856899894,-4450.47502137019,-5523.39528904441,-7006.6691696772,0.00633359187941296,-0.0710751990229408,-0.16835973023931,-0.33603400775165,-1938.76732230254,-4110.81023252586,-5029.32963043849,-6132.93955780504,-432.337313470914,-340.116839305241,-494.698153842004,-873.645059260125,17919.34532918,40581.8680526306,37941.5103339007,20296.4490826605
10486.5559529778,22657.676535877,19584.8747416924,6850.43975247431,-806.192480948706,-1179.19794012822,-2131.04171080853,-3979.01299303726,0.00116774847635126,-0.0919375393498743,-0.213729626290268,-0.419647186084767,-1894.76373460857,-4287.09151111636,-5335.9073871978,-6482.86894592347,1088.54690456324,3107.54894627082,3204.47099441263,2504.15232203508,11292.7484339265,23836.8744760052,21715.916452501,10829.4527455116
2911.82918740758,7989.17459427117,4040.64966171584,-7137.49759693746,-2141.45761855661,-3322.857440288,-3892.30638470667,-4900.96457969827,-0.00505595103896794,-0.0498988696398595,-0.100704332613084,-0.196318324449857,-1516.08806993852,-2744.47376904974,-3122.09114150298,-3572.40903784052,-625.356898518226,-578.233110331646,-769.761159915019,-1326.93517725955,5053.28680596418,11312.0320345592,7932.95604642259,-2236.53301723918
4961.3570203917,16723.110075207,11081.0660443613,-7910.23125996056,-1852.68697959614,-3964.07888472903,-4801.94379543343,-5486.28395628539,0.00600592322512761,-0.077999805473723,-0.184615104673846,-0.367032436576562,-2540.976462739,-5650.3845609558,-6769.37936971749,-7818.82726260438,688.296170774031,1686.2333478504,1967.77300762638,2335.20344721271,6814.04399998784,20687.188959936,15883.0098397947,-2423.94730367523
2877.86917724491,6177.06155708854,4348.64350130013,-1933.73613377218,-1120.87817995958,-1653.54166047521,-1996.0752773544,-2866.55292329229,0.00161445151437578,-0.0253709156514192,-0.0577933449160151,-0.125131708630724,-1227.44356313353,-2080.92775249358,-2344.82595426184,-2738.76816429116,106.591020907667,427.6378595889,349.286502193121,-126.216403940474,3998.74735720448,7830.6032175638,6344.71877865453,932.81678952009
10592.9325722283,20415.843659804,16864.6110492781,5006.51190320752,-1224.80067452533,-1880.93383469336,-2155.33426971003,-2886.45826409661,0.00372116129338829,-0.0447441008872334,-0.0973487982959753,-0.194943578773495,-1702.42156880024,-3008.86936818194,-3433.38060857536,-4018.67909528006,477.620814680929,1127.94328687426,1278.35345998707,1134.19057650765,11817.7332467536,22296.7774944973,19019.9453189881,7892.97016730427
17050.1147595239,31865.9125101171,28624.021403047,15957.682228294,-1299.16508332942,-2469.22805300538,-3120.98412002122,-4174.72422478179,0.0090159143512123,-0.0575131176586177,-0.137581861481527,-0.272677864731843,-1856.43966270994,-3590.22126356685,-4193.70684076302,-4912.696352893,557.26140460198,1120.73135551355,1072.55693734748,739.279084294372,18349.2798428533,34335.1405631224,31745.0055230682,20132.4064530758
5758.54199158968,15319.2099015476,10677.704819355,-3676.59008105891,473.681748954859,772.995323698982,142.922901348575,-1289.59333554178,0.00123778309916811,-0.0501368308509051,-0.108996909655398,-0.20953291499567,-1872.73166031068,-3773.9959882287,-4396.45126871863,-5008.79729487953,2346.43395419152,4547.14679289625,4539.84473941258,3721.09310091412,5284.86024263481,14546.2145778486,10534.7819180066,-2386.99674551724
10162.6205882573,23640.7337077993,21487.041339651,10994.140559618,-772.67552000053,-991.895128275457,-1505.7331612593,-2663.95558827589,-0.0150346943284297,-0.0637695338155018,-0.111268558214079,-0.197539976001013,-1689.91229103893,-3320.57216909849,-3776.37117734728,-4223.37038620694,917.251170879468,2328.87386011933,2271.20706608782,1561.41278428624,10935.2961082578,24632.6288360748,22992.7745009103,13658.0961478939
-3667.671946102,-1384.30759672157,-4073.53529653477,-13774.2558965692,-1719.2218624298,-2904.22170811506,-3387.14376584531,-4377.35473433459,-0.00416815748070409,-0.0401311195493896,-0.0807256909562843,-0.16526611486765,-1498.27805105396,-2726.38097777373,-3099.31851042944,-3606.30678418375,-220.923610092783,-177.649647250071,-287.364208821211,-769.359279509197,-1948.4500836722,1519.9141113935,-686.391530689434,-9396.9011622346
6607.47084495886,13954.9361355958,8165.85292357928,-7006.04458709073,-609.702972117509,-788.528223766334,-1460.26163687282,-2877.76397003944,-0.00933157015478137,-0.0836269021887106,-0.160257810030387,-0.2863484253679,-1885.44124148882,-3622.4006872843,-4216.71456779447,-4885.60363493984,1275.72073269817,2833.6518179968,2756.33541084329,2008.89742645914,7217.17381707638,14743.4643593621,9626.11456045206,-4128.28061705129
8283.82163870883,22277.7644490967,20422.1684222424,4765.93096100155,-1337.39262365154,-2158.82448990176,-2637.08103847554,-3255.47651924737,0.00634049661223346,-0.0555760457712755,-0.142562121192414,-0.322368581243376,-2068.02829817382,-4468.27498487727,-5469.50823212328,-6796.70479797501,730.610569716854,2308.90700196755,2831.50488114555,3540.44619679161,9621.21426236036,24436.5889389985,23059.2494607179,8021.40748024883
5568.63721849497,11311.5612680711,8063.70559335849,-1333.34905231441,-1416.12438039137,-2768.2170655318,-3294.40514552895,-4050.61054284622,0.00581928393998821,-0.0355022039809829,-0.0848192805218728,-0.17555722807337,-1608.35257594871,-2933.22684320145,-3324.53954096781,-3796.90164830125,192.233200547048,164.978583516164,30.2199476392161,-252.76075177348,6984.76159888635,14079.7783336028,11358.1107388874,2717.26149053185
7820.75192333876,15052.1930434872,12904.9811956211,4598.6559156978,811.763718154751,605.395065529832,180.97735542828,-778.533274753063,0.0234134640406712,-0.000941225023193049,-0.0439163832055023,-0.136373270874557,-1446.62225917998,-2704.0986661285,-3083.59685822219,-3575.97816531669,2258.42247049939,3309.80491614011,3265.32683817881,2799.95354510772,7008.988205184,14446.7979779574,12724.0038401928,5377.18919045094
4334.86638214566,11614.1475952392,8180.45281428308,-2309.2879940198,-1595.23536066614,-2611.74957818113,-3081.69010623275,-4119.13682527954,0.00540192946744289,-0.041184787671205,-0.0934246656821349,-0.185029611953656,-1573.27548304946,-2742.51319074748,-3102.6347344501,-3586.26681005565,-21.9217042794526,131.08015093589,21.7260192926697,-530.102414920781,5930.10174281179,14225.8971734202,11262.1429205158,1809.84883125976
9219.7481528915,22170.2702955895,18451.6995969097,3488.58947444614,-2564.59470076966,-4779.43000158027,-5481.41392764474,-6305.57861246458,0.000116351481756261,-0.0531393888804459,-0.115309189835668,-0.233356155981332,-1978.65850142102,-3899.95994329585,-4461.20220289405,-5058.6168413747,-585.93722726543,-879.591432563094,-1020.17001590497,-1245.53016349662,11784.3428536612,26949.7002971698,23933.1135245544,9794.16808691062
6289.09514987549,19315.8943647139,16951.0608384996,2239.2240972505,-128.704554242982,-1036.25017796516,-1758.02111807856,-2884.49300773113,-0.0246225681431427,-0.111676428220655,-0.1995401372846,-0.353370223033404,-1889.35155585734,-4268.7304392796,-5136.20503536654,-5990.12638264017,1760.65337836259,3232.40655894914,3378.18333511954,3106.61971582277,6417.79970411847,20352.144542679,18709.0819565781,5123.71710498165
11009.1047353695,25328.5471815062,22503.1584458124,7823.70182170067,-1915.97547313738,-3598.01749510595,-4249.14368167385,-5242.48715979433,-0.00483202614106504,-0.0626971501911058,-0.129184517686744,-0.267441549626009,-1885.2422435483,-3554.7430051681,-4110.7482741464,-4897.51825755774,-30.7233592143782,-43.2968949101014,-138.284208275134,-343.713755314748,12925.0802085069,28926.5646766121,26752.3021274863,13066.1889814951
10404.2303097136,31578.1862793354,29454.23442362,10362.3406928382,-355.827530211762,1712.90793233872,1496.8427624718,-369.64103292051,-0.0127328658552908,-0.104352885340449,-0.2026956912413,-0.39264430307559,-2063.25088561402,-4303.92573940298,-5232.19331009416,-6424.64572782928,1707.43150696155,6016.75492219928,6729.1436389433,6056.63514442174,10760.0578399254,29865.2783469966,27957.3916611483,10731.9817257586
8529.78377640541,17088.8707670714,13966.5722547204,4324.7855888874,-1107.22893993113,-1850.26904864675,-2305.91977981334,-3202.1049390323,0.0106466591950163,-0.0290210854606356,-0.0780534163969824,-0.162395032794413,-1588.64135088742,-2864.93098756983,-3271.84495395739,-3744.90333626384,481.429002047302,1014.80454308602,966.333079846099,544.487155766852,9637.01271633653,18939.1398157182,16272.4920345337,7526.89052791963
2636.30415688494,12358.7153934049,8712.00459800835,-4912.02427894389,-1645.59145412998,-2958.15933699759,-3429.6882803788,-4065.40555467441,0.00506561872527722,-0.0399824613345925,-0.0972977397595622,-0.204845871027773,-1836.57978851552,-3599.60340436559,-4076.92184609611,-4520.9291499234,190.986540675853,641.370507073929,647.271908914867,456.531827119426,4281.89561101493,15316.8747304025,12141.6928783872,-846.618724269327
4180.75329991203,7966.62297529762,2450.81839643192,-8676.56558953214,-1561.48199704835,-3115.23198779825,-4192.48997701574,-5644.38787596427,-0.0224905591220836,-0.105998717565692,-0.182476632633721,-0.28996199349936,-1821.40431827425,-3622.57557140708,-4299.0055661039,-4981.82516137129,259.935474658546,507.515475948232,107.085787114709,-659.928916628633,5742.23529696038,11081.8549630959,6643.30837344768,-3032.17771356786
