"n_icer_TOTAL_1yr","n_icer_TOTAL_5yr","n_icer_TOTAL_10yr","n_icer_TOTAL_life","n_icer_HEALTH_SECTOR_1yr","n_icer_HEALTH_SECTOR_5yr","n_icer_HEALTH_SECTOR_10yr","n_icer_HEALTH_SECTOR_life"
-1267319.60046477,-282687.92770316,-113732.789648364,-11617.3968614411,141305.596331734,25207.0272321845,17204.6994936902,13820.8108058754
-9999.57724688619,-29616.4398302024,-2685.61080580581,29056.6197271019,85950.2396314148,35980.1848855852,25575.4762306843,19281.1224813319
-264697.242025185,-148495.208781213,-61153.3129913119,6363.84531332105,67349.3688786471,29029.0450348381,20898.9030488029,16096.0862738632
3013663.52564496,-865961.099456146,-296778.209399616,-51435.0457426844,-213205.392828589,34229.9648717302,18422.001855351,14629.6459232478
21933614.3975965,-532357.77175215,-248722.412818462,-70534.1566685482,-2848627.87570282,54211.7151442228,30754.9182722626,18070.8626126979
-420497.468191178,-219392.759831434,-101203.359116279,-10524.5653387083,105249.681692609,41957.9487514829,27257.7436316254,17947.0889882893
-786100.019864391,-158456.604000699,-49987.8468535235,20125.4806924624,314050.316817796,16462.2226134315,12821.152762194,12588.0728382417
-196609.50970126,-139176.840970891,-55203.1081321516,13559.1526296055,21624.7901497722,15230.3206284303,11959.9605207401,9726.65384931904
-79633.0182669572,-109301.283583528,-33608.6880096396,34113.0936975949,268009.906444158,69202.395346228,41307.6521922109,25554.51308303
-26218.5710836431,-110995.708557601,-50911.6533463766,17339.3824443023,82872.2592212623,42337.9162565481,28950.212707764,19605.0241981742
-960308.077209479,-224501.126921228,-76238.6212989447,17196.9514765032,133678.226542589,28022.9392278518,18583.3854380715,14451.4877815062
-540645.031396735,-182059.972623046,-68777.1944072301,3519.66393008794,-23142.7318871382,-4432.56565230298,3810.39415985456,9536.50652912334
-1473195.79349728,-306331.252970022,-126330.954743695,-11032.2057883007,314496.367096353,39847.3677926366,23497.0427428888,14841.1592005084
1107679.4234767,-605495.367727412,-179280.011364574,-10101.5112632891,-106299.696374432,52667.8643765541,27338.0764606002,19004.8661988763
-2200612.12518734,-77245.4226053296,-5931.41773569604,36398.4137679662,483249.845833392,16695.2163400586,12241.4800418709,10692.4653807389
-1375467.40977458,-366864.254351686,-163913.500719558,-32160.2493394437,148517.180468264,35661.9287437942,22785.9817553042,15771.0921017382
-536372.605616842,-175494.723603151,-62850.5072718851,4613.11812873561,14447.3395012684,7090.68688095436,10468.5810905514,13538.9962659567
-1046633.15212709,-319269.361959722,-133560.872163446,-20094.7619712258,39317.9170388057,17533.0024275021,12791.9921905167,10168.3572763976
-8001558.0457239,-620805.955547658,-280300.572516839,-71843.101309048,945217.337126112,62319.0897065312,37029.1848727769,23518.9972335996
-587151.328591417,-356094.842775297,-187266.849088292,-41032.0391131528,69019.2176261115,27222.5291893825,18319.6538718223,12086.3762584707
-652814.754637682,-354598.66327087,-187986.68645308,-49760.3982657483,49103.627209432,11035.45573379,8709.59398039796,8548.51233375955
-604507.374932459,-184128.363425915,-76481.0454936714,535.651901478745,132559.702383488,33395.6887436969,21708.9288591761,14892.0348208162
-459460.827441186,-242891.519484242,-129998.936854008,-36628.991106467,49140.4562114433,20527.6724102072,13503.9893229236,7522.37957967987
-979007.526075564,-298690.977026705,-136425.014277203,-26980.1686197709,44476.0557720425,7917.58403835858,8630.85667202994,9795.9064153792
-1196437.61116746,-377622.695871101,-180433.008850371,-41973.246109583,96557.5203249856,21347.158201572,14901.6651419199,11972.0606425645
-825114.368836109,-251111.131649724,-117190.54465755,-21542.5634696833,50486.4584735833,12113.1044045433,11119.3212910704,12837.473998325
-1344096.17483622,-438387.811081535,-191946.92923514,-28822.2357652894,254763.500542168,68997.2673160982,41918.4908432435,26299.8878890129
-158346476.563964,-450592.964102582,-170664.844648881,-20134.4172912486,30668773.9810846,60255.1025444105,31780.0823646629,18894.276753444
-183927.113364467,-136119.643729656,-52554.2898108378,19512.154274262,23402.0725079225,9865.00647468921,9077.22913086893,9165.92624116993
831505.590283387,-234777.826295309,-61894.3045806113,26756.7938426046,-416344.600417376,63108.4546496971,32421.8218997101,20343.7751999102
-676291.932212056,-311843.161279502,-143394.298426228,-23688.9004625625,88916.4692239773,32726.6805057829,23821.0420908831,19088.357865232
-1386227.33062765,363766.523642108,190014.525251489,144466.535871563,-642439.298664986,251657.984827306,110145.810283647,55413.7573917014
-1633556.32714098,-280679.846640419,-123840.266339297,-19736.6999831519,400510.00555461,51279.8158236313,29786.3696100948,17931.6224181766
4659547.79468376,-405100.236493986,-153266.417058554,-15214.9223574379,1125285.72431824,-47144.1151542845,-16164.6683504572,-2730.80478058056
2075763.66591252,-695649.681596811,-229973.709326783,-38418.8722981141,375597.989830482,-82977.3597149992,-25351.9802700074,-4313.38879693565
-1095236.20700479,-195302.990319746,-66238.6803886637,21306.7332209543,155197.948571091,15148.666550316,10968.532928674,9316.26137144081
-904922.348515991,-367631.542832476,-168541.539674294,-23525.5139783694,257691.438940252,59856.062063349,37061.3392689036,25770.1692836696
1483574.50356515,-299178.729915139,-97787.8795003768,7608.8389306258,-265700.037859916,36841.5438130469,21003.2523384324,15138.9939719355
-2580824.72477806,-489645.546549691,-231880.296071546,-59603.6054010136,192516.755836291,25382.2646896864,17005.557598361,13091.8602919449
-918621.202820312,-410592.256025539,-188735.719239213,-28146.735174891,-189447.981238736,-40728.2508239846,-18077.5553545012,-5494.94344041087
-320827.735245703,-155382.650328381,-46062.8595877824,34107.0264629444,111348.781851221,22252.0592433399,16197.3473615712,14153.2638429619
-4185491.47497377,-418434.922655111,-175686.672588719,-38694.8431730285,504149.755534889,40316.68020775,23176.905879898,15727.9768827672
9186831.34559917,-345629.511457437,-137770.999119055,-26985.9714991605,-1687148.1126967,53958.925990476,30070.367714589,19298.143824438
-468251.942723676,-207045.661271945,-99160.5363504589,-13014.6658338461,86088.6155671332,34156.6584156479,23360.8334409434,16828.646146054
1093992.4081237,-775273.2697964,-264217.22254476,-55757.1129325837,69229.9910029857,-55525.4304028022,-13539.6560646687,4408.88574166699
-6956551.39219266,-363161.718137847,-133731.867398985,2927.83935953913,2862844.40598355,110570.738930216,60262.1203081279,34755.3707356112
-1562979.19636445,-185407.504238458,-57194.4385544757,22836.3359070356,1598104.19115255,116729.890408742,62219.1034343937,34127.8708895392
2419084.744973,-379271.669563717,-122978.784238527,3060.09866332731,-445641.809825789,44631.2698492045,24457.3118093572,17398.68635033
3701.85836720991,-58360.5615455776,-17405.9615129223,20332.6287311549,173719.594356699,34532.2334054082,19031.6563148398,9513.23433508346
-1447398.50056734,-303508.480364797,-136058.623387984,-41492.8595558924,-200622.00501105,-31169.4466535138,-12748.6870107811,-3620.33363507788
-116305.837365475,-70640.8409352767,-22386.5392201412,18045.2454957066,117264.56510259,43699.2276261944,27801.1386696143,17869.2590443159
1287343.40452426,143118.325693518,116379.014423274,117129.665401163,563979.30613309,94682.7625252106,54671.22863424,35735.5813476803
-19703134.0404732,-416251.330546491,-166228.46164212,-34811.4371556208,2499950.58839252,47227.0483437582,26568.3021223806,17788.6980175752
1182435.44501249,-89037.5521514818,-14859.1098058931,29889.2235412741,-2523033.19725758,58670.3904029576,33545.6140930813,22936.1510860215
-3884764.55930106,-714997.992245145,-340219.028184338,-93742.1225020951,178413.307419644,27162.5509704265,18383.0882756451,14200.0111279006
-4402176.06295886,-639697.877472038,-297290.407307392,-85099.9771059297,260447.61404253,32213.4321604102,19712.7638467011,12888.2041526339
609236.168486763,-264699.229487847,-80155.1532311147,11447.6341140059,-286121.165505414,73267.5183822387,35023.6903812055,19831.8542269944
3802935.0910917,-191173.786923624,-65913.3249821973,5398.15917504773,-1157481.53007481,41666.6848891157,24138.3887709767,16112.8216267484
6074864.38986134,-394533.124748902,-146017.038433263,-15465.707717358,-908679.987853925,58514.6916522695,32178.3028478265,19502.2295030897
-988665.054000454,-306933.419558464,-148766.283980573,-31407.2428076151,52641.7677865457,17625.4734197639,12906.5654347018,9640.85694907447
1243872.01101092,-186001.157852001,-44059.0632813366,29189.2418525759,-20094.007859176,7076.20957034645,9611.9864516529,11625.0480603739
-1258906.4225822,-317084.371972328,-140281.883655555,-26778.3023315791,88555.5595668281,23498.6826612904,16409.9301103141,12499.5883321379
-366845.388022039,-69398.610786693,15073.7995285352,67062.3954797199,-706978.410733055,115624.476982637,61329.6818469026,40434.3810159475
-1854040.8819043,-308484.066529765,-128903.881782969,-19700.9410163049,367289.467270877,49054.1883843548,28209.7610668399,17137.4531755796
-380474.269323536,-130915.517716247,-55388.2150128498,-5385.79780849552,72159.4635186426,20557.4848554732,13923.5091550077,10898.4420956431
-1207794.14646882,-312496.25265724,-141104.403493816,-25007.4979840821,164450.398043652,33252.3154786899,20314.1245574178,13074.2284508972
-1581923.93918503,-291563.799341806,-139982.947153652,-42138.4339791734,-146250.828762747,-15842.3581153938,-4099.46277016069,3665.1338175087
-699194.312950772,-280412.231043915,-128137.811005944,-18632.6843569828,191156.77567217,48956.6990355933,31472.3133590847,22227.8774966203
-562796.614272145,-230802.886894104,-103345.864936321,-8654.71122637846,55486.8868286427,26361.3183138138,19461.7952502186,15422.0188113777
-37239.9457576167,-41488.9191423657,6042.19837509999,40833.126507976,94978.774876805,19825.6555125541,13806.2892121134,11120.2372560643
-933872.007997827,-256027.607173176,-106081.399536876,-10673.995753503,32531.6867055592,3812.97719115886,7111.94727687804,10040.5430897754
-1244581.04062168,-561935.846618967,-293920.026640586,-92352.543150353,64572.5929590828,30670.3786546356,20430.2671317263,13100.5984268867
-630714.093504431,-124503.221051085,-25262.7539307559,35109.5734355571,109702.280745791,26385.6433469546,17887.9950533929,13762.9899021885
-11156530.7380916,-349066.917604159,-135381.834522918,-6859.83713378547,139742.463102674,6333.92902502307,7617.83809702571,9301.80011889507
13591883.681973,-432548.157161858,-201353.00443754,-51862.6112422967,-952144.235589153,13851.6923504985,8122.62155298474,6090.50676416902
-870290.296624959,-284518.55709965,-140711.786606476,-32400.1550851341,-59210.1453779391,-9835.22486919984,-1707.35556778784,3729.30443649147
-1365429.079004,-326436.419718464,-136698.405624516,-4824.29269016502,-18757.5012069589,10612.7940243329,9730.96661761704,9070.87767615889
-482345.842473452,-156879.902929543,-57243.5037843797,13594.0764957655,44756.2385252525,8589.70120331574,9276.77000697895,10856.4514401362
423189.608879093,-174010.00320096,-36773.479475256,30893.1195704764,-115712.154023288,18028.6497310984,15139.8046656013,16088.0220885767
-1060318.83852763,-414051.072905205,-206767.618850567,-62327.8844989661,87746.6970326496,28414.0402015001,19646.4223067182,14572.0808744233
-4804961.6270561,-430655.802117416,-209627.447738041,-49614.8030802644,335629.789542984,-3224.58992300875,-187.798286803297,4436.87971653029
1719155.93058284,-154824.72577301,-44662.1833835406,10313.3022429901,-76982.4576598935,11227.121240045,7764.73690826858,5842.73190160332
-660482.394808521,-298627.942309153,-146422.189481958,-38523.8257918293,20077.0534655012,15099.4749044538,13113.7911291575,12164.6862757805
4837191.81450304,9065.32672954916,48806.5524679505,78843.292006628,3863082.96708748,55300.9457198589,31187.0402598602,20486.3191208371
-1261090.16232583,-326986.236407867,-146328.171923254,-27068.9374540646,40882.9666445129,19166.7367599832,14687.9980297792,12226.2609883155
-932900.357595253,-194133.180783541,-65545.125657156,24499.5340724812,194819.05994857,31450.6436331411,22112.2077766674,17584.0469179166
-1230300.55890413,-316487.327654925,-127701.383577314,-11108.7899475789,112877.783379625,24818.4853111594,17247.0065861857,13700.0911700594
-864488.03356907,-292067.594980514,-135059.122117171,-20166.1036190927,138746.743551605,36868.2955257128,24212.4882329231,17019.6142177643
-730045.824074956,-297857.25520048,-134401.035059157,-12666.6352751501,94380.6942971018,23582.941378479,17173.8245298719,14699.0940724082
-7367008.54533671,-535078.434545212,-225766.734551483,-41193.5451342432,1593514.95813929,27280.3993734208,15947.1065516193,14468.3460468108
121961.559287351,-17035.9152255533,19452.758793394,52533.4562785392,143749.6320383,31657.8423934768,21047.3543769889,15481.8919855922
-2458320.49092761,-546679.825437999,-255056.219119029,-68881.4313149883,232218.078044375,38788.8729498845,22980.27361215,14726.6638125173
-591145.049710686,-161482.713799646,-60471.9386139541,6310.79309120529,-104345.6249158,-18491.5917104645,-5186.47412226856,3388.05059918662
-691727.445863884,-243870.335365587,-103769.648075558,1235.77844333805,107717.732728026,25809.050989189,17631.0688335879,13520.7909216833
121281.756297756,-397921.775827522,-78431.0624836087,28690.9247390877,-77526.4429979687,82616.6697180411,29567.6122013047,15817.904436801
34180153.3137049,-606083.787347186,-251320.248058477,-52887.2112794505,11359573.7286992,-135171.572807718,-58792.1374949614,-21827.0770639834
-369101.603542051,-150261.399074409,-52108.8196223479,13580.1243913299,45259.2597560081,16563.5750717416,13753.2865107941,13412.7768317662
-1044039.66759785,-345654.288272205,-170972.248638888,-45043.8169874548,176165.211006289,56230.9123753733,37034.1779499661,24929.4383902713
-2288838.71982372,-633345.22847815,-300040.81865363,-83838.3889255354,146097.098126643,33182.136200359,22622.6505281349,17746.5007483442
-11715.6437306191,-250274.001296513,-43059.304825187,52984.6086611816,-468410.332493953,325199.647264541,126509.370471998,62704.5540626427
-2184361.51694164,-446910.412193662,-210929.952724474,-42645.2178751392,206882.081921247,34118.8220020643,21778.0994611176,14521.0334045628
61919243.9262809,-271777.505936152,-87785.6029374373,12110.579549259,-3518603.87232389,16672.5073632601,13964.2318002017,13229.7132117794
7153101.09094395,-688231.236915306,-273771.635768649,-62397.7697878858,174726.5440845,-24242.5911217217,-4687.76091554118,6195.78309735449
-1277641.27758603,-233424.060716998,-100122.92244031,-17104.9194973045,73212.0418736282,8236.00131769117,8002.48252787688,8776.83221430568
162404.395440878,-295598.04013007,-77847.7239119477,7038.85307096741,-360016.419178706,299582.506604932,106331.360444459,47359.7199119679
-717971.666400047,-230146.450531873,-83913.8090175973,24034.4053861978,349123.495067604,55196.4292874596,33382.4264130125,21264.5287674985
18159179.0230449,-277523.50275169,-88250.9883903185,9578.66818579585,-3144781.75059019,52150.0796480195,32209.9068258065,23425.5115748594
-1256904.87977953,-621328.043877617,-359019.102570718,-121111.437993509,-2388.72179036565,3507.84006664444,5077.34418013731,5997.80209334447
-9838747.15667898,-333267.704029871,-120256.003639358,-787.47745748767,3438039.52773354,100715.818423751,56049.6192919433,33811.4669901959
-716850.361882841,-253771.906055473,-112539.270631952,-15794.096325817,38583.7791486664,15749.3472472759,11162.4765526982,12414.3674529127
-198004.741585253,-163137.957801721,-67705.9860563684,10124.5710565292,138869.063018825,42787.8596431102,28046.6937147997,20287.7381693186
-527925.670538338,-176030.450558803,-67483.8391099709,5220.69493585368,182689.983286585,39486.8402220241,26336.0474490708,20920.2569477933
-3883264.44075957,-668161.20573522,-281111.964898384,-61872.7246714741,491179.689668492,73282.1864667999,41168.8613661056,24904.5835575464
-1889452.79396296,-238587.991746736,-97866.7678631842,-15490.0270022714,70750.3804177613,8251.91908868355,8589.18605301748,9386.4399774344
321909.346956709,-132973.681739066,-6112.78334338934,96058.7471886198,539993.830457325,58579.2782001398,31824.522745266,19285.1987838384
-724354.834723816,-360251.973604718,-170021.610661051,-24177.9630105841,121749.862468144,39458.8151413808,25915.252913142,18533.372524143
893038.465715347,-108353.231419452,-23052.9386903169,23200.5671976069,-374697.429156549,41781.0409081196,22643.2035817794,14587.2052012938
3127267.05614069,-366110.853704748,-128437.578080309,-5980.30603486634,-456357.132131511,47477.8136352469,26194.9575281554,17180.6445452355
34924.3498647204,-42410.6505618963,5649.98228506384,46206.7321606622,303110.417073557,46631.8439039695,29189.2679873497,19603.5600993743
-1107709.3881921,-329987.210152785,-153218.0326745,-29725.7970844817,233275.549213442,49413.80236334,34285.1013345669,27450.417389563
-3064493.32328897,-389733.572864822,-170008.680152258,-37300.9690272247,226888.87224065,11017.2220168892,9505.96141444198,10889.5939495708
-620919.509643753,-190525.647235643,-81768.8756338174,-6948.71876476849,-14471.6544130663,-4496.81708555364,2489.07194535537,7561.86415230661
-3303855.78928959,-505152.965524564,-222491.039144058,-53436.1961235167,360970.844105148,14988.5932960942,11692.9187868396,13196.7476071398
1953285.61700168,-512030.382058536,-179870.020817539,-30532.3448041204,-177515.469593692,48590.1036221888,24882.5913675327,16175.6162548755
-456200.551251034,-187880.133027358,-76879.3448825641,-2192.80492154753,35740.2171041711,12145.2617719848,10237.7961768845,9650.81269100435
-2596792.16286176,-455496.890926189,-205761.171860136,-40663.267913872,238538.354771071,27011.5528628826,17497.2799604136,13039.2599940711
1353934.47787284,-396854.403563623,-137212.940478583,-11764.1922075665,-237544.742399766,59787.5073790877,30813.2321100315,18529.4103936691
4054209.49558816,-896817.420476391,-342071.012780114,-84593.9355238252,-618712.29685643,92369.8325461017,42401.6703821368,22427.5098126582
-470864.668325001,-178240.105030412,-52443.8282577026,27645.4930193209,-86689.3643302029,-9876.4887600856,836.576389509777,6725.35477859901
7739265.96920008,-663929.200838318,-289504.254847867,-71725.0836726625,-120303.383618237,19046.9708572234,13734.8621448717,11168.5884608813
-926290.77477737,-153798.86495121,-57752.0058225605,4150.36813427102,397483.574835543,44350.0607147674,26144.6433531535,17170.7148331092
-168260257.418723,-611485.120450745,-252850.587195122,-59461.1387832259,16892798.0642636,49953.9073535084,28638.4956541481,18323.107530753
-133542.169487936,-138268.308135225,-61261.1752219214,11587.1813922953,72231.83158313,35400.8400549032,24497.7450178574,16554.7235832637
4225194.48624113,-539974.463167611,-226100.925563555,-57238.6241671389,-495019.171757321,49021.0352379114,25935.3203613251,15292.1754184522
1967570.08345868,-691953.768371265,-248799.577432228,-50625.4573405789,316487.043268762,-58857.2112828277,-19628.6243826481,-4771.82520079076
-1526612.41791929,-214025.869693489,-74643.8916980067,12055.7247475785,302714.178702592,32243.9576345313,20661.0264641686,14974.3349876031
1088225.6494383,-257988.321131422,-57248.062640669,28175.3738456077,-7154.72969809406,-2669.4934240583,7529.09278637006,12321.8292643404
-965668.259327341,-321241.372243958,-137959.867746563,-24636.8416210833,76437.3665917577,32289.3096034276,19268.4355676156,10282.7941063477
-1111916.85447945,-269084.990217504,-93586.1206571152,20065.2232285,22669.4056903381,12262.0061946548,10743.9797046049,10485.494699462
2574847.69791738,-359690.772854302,-128780.83717741,-4448.1366142413,-462636.912331994,43496.2843409505,25016.2487725845,17723.1612097521
-716655.262685767,-294473.975976635,-124702.064230912,5340.75345006735,-127927.616690921,-46847.9220449669,-16315.5414448783,6597.29446068994
-1086866.92338062,-367110.057361614,-177655.175936079,-57775.7023039423,82322.8971933681,27822.9649743371,19757.8403589993,15636.4806421547
-324457.163972043,-206980.541377071,-96010.5037756861,5075.15347481027,89414.3480220026,36431.2405946027,25736.9030420848,18944.6236412437
397178.720689739,-670500.739985034,-163714.243066702,-18863.2018093304,13430.296278703,6584.4629751381,7550.74818722291,7778.11652100602
399066.710865294,-286562.303478654,-82379.7333300803,13282.9777629578,-303080.795152299,142128.578087621,63006.4726982987,32925.1275193122
-650511.072967391,-336637.505925494,-176218.543952782,-48981.7460696336,52751.0637983865,18708.9064453253,16689.0546456318,16508.6081366807
-785540.545079172,-422294.421506891,-237393.878405027,-76777.3265328094,38167.1071020234,11828.1062830363,9452.90217059219,8743.82458853774
-1433123.26023637,-586339.657781285,-285848.21072861,-83704.2965026288,234905.037893725,81848.8953279899,49563.118563212,29513.1090284294
-123170.575288775,-109572.672128855,-38469.9298645722,22020.7584835082,39576.5370806341,16278.2003511494,13031.3206804983,11735.8369702714
-416898.551865536,-191576.697677789,-80786.1621472632,2456.44693064187,106839.045126611,30605.6709968384,20362.0609319477,15101.8572604011
460610.048952332,-392.677148332959,29905.5471488354,62801.5265829243,99895.4370999911,11599.8266410781,11816.0101923931,14015.2451193949
710775.548432601,15043.9462668041,51136.5254564018,85290.0712002307,765613.437951933,92767.8733437761,53151.9184249628,35781.4926592613
-194958.597705511,-151679.190521173,-65178.8470370733,9588.29286663051,49702.4504039285,20380.3651616256,16701.8329633467,15294.8559194646
-761951.696635475,-118737.456631451,-35970.0263213222,11831.9707979528,111521.40078179,15422.9000397475,11634.9855216175,11553.5931974647
-497360.132479222,-293201.200783321,-149372.133194524,-31056.1275351137,24177.5359887736,18331.237965507,15086.4937255529,12274.1611154163
8343934.03786505,-384140.065417061,-143574.163991845,-11064.7939294367,-1976953.80333278,66256.6394434509,38894.5167472449,27481.8740780304
919112.507900232,-444600.076756511,-149152.322297565,-22475.0235345202,-255410.560004185,105787.039088056,49809.4987614126,28646.0034853197
-184421.555947474,-95448.2979448338,-18509.4047907266,42998.5881024382,182773.932934161,43476.1974099493,28133.7471051669,19792.4983955969
-1253475.92495476,-161869.961106158,-53309.5680700236,8543.74613830787,32176.1606942176,5537.3296091397,8311.94086997417,10534.6323558033
-474666.639985606,-224107.309135838,-110822.497885582,-14537.0207411739,64326.5738420216,23118.6462149571,17129.2985355506,13942.2209706286
-804696.1252668,-323466.514492035,-141954.806394345,-7660.32217835883,102453.78279781,32179.8884151616,22519.9001361782,17087.8152157445
-429048.605407169,-174014.417492922,-63579.8283360169,12856.1691579268,72308.6383045401,27270.5953663373,20792.8324436926,16877.9489951987
-288214.816864933,-148170.027476185,-70877.9803000156,-10481.5168985839,50813.1040381145,20060.4382892653,14822.4075850349,11901.3092969214
-1238062.1485821,-346289.102667745,-163272.227706475,-42586.5404372187,131922.024960608,36856.8343856003,24897.366484132,18127.2725328056
-48214.7636471988,-56212.2773048582,13910.7891307585,54738.6422836315,-638792.275064084,147811.754679481,72828.2806309512,42556.2718694612
-1391078.25274236,149081.432728763,106278.632097754,101875.175979587,-290848.865920165,56660.2885573124,29874.767461459,18862.2033893027
1375625.05853645,-201026.338066032,-53111.1470383159,37192.507278855,-2796027.15346859,216630.635888833,110343.283108577,59047.3914728923
4323312.40227704,-413790.939820976,-146887.841151826,-11027.2794742917,-727612.336686056,69109.7360908737,35655.892770228,21740.0052257133
-1261838.38062883,-321021.70360296,-153943.297200687,-35578.6545854784,189501.327142745,38283.6138875545,24823.753364228,17118.0917916476
1225345.49165591,-486746.981287017,-147661.709742868,-8026.9660351158,-219855.443008946,66485.5018431616,29558.7985939556,16276.5959925157
-373001.100367715,53812.8574635299,59686.5962447371,82415.3575875676,-251446.312251128,134994.43073023,59764.6693331474,34523.4227689534
-1009178.13228552,-364022.979114974,-181812.530827958,-42378.4044823392,86626.2520290893,20901.1655782604,15484.2762859128,12818.4382951471
-1129968.58087944,-324791.971909801,-134606.132548585,-13717.4061672441,179776.221823864,40729.1240032809,24176.0874347118,16290.6055619251
-1327170.88402982,-466900.955655871,-235630.636320951,-66150.4491283285,213547.513569295,57265.1680656674,35857.9260058949,22573.856971068
-567372.924238081,-238197.94970906,-107495.833177597,-4378.47474234466,69140.4700562802,24294.6633150624,17730.1255122515,13712.8162456442
-1052626.53882216,-294583.978132963,-115916.187879009,802.34973324389,131421.288694346,26646.2990896586,17878.3872415566,13758.129290914
-187367.431754341,-141996.285423612,-62066.3925947995,8610.80335019904,35446.9470406743,18938.491269879,14227.1476340558,11249.2072882254
-2620325.73391287,-570455.850748889,-271488.005042417,-82130.4577789848,178920.806919502,32682.537240811,21522.6317202627,16140.7879103796
-1684332.56718841,-361004.575193616,-145899.465557467,-18591.9188648651,222654.380645949,36386.0435100107,22063.2558504977,15033.662971737
2161307.2841709,-627718.087652258,-224293.030266367,-42120.0156727811,-138445.959112911,37549.2708815446,20655.0169493811,14293.0053263394
-788329.985714057,-313423.086959361,-156411.236740638,-28649.6223463392,402239.059945715,102323.761915435,62589.6213788421,37055.4360126656
-186216.425680796,-143023.991804029,-70888.7808435781,-3657.83812156887,38751.4289980692,12895.9333038425,11060.1542114086,11449.9031109257
-584449.137783322,-244774.290531508,-123636.192180285,-35950.505970612,2054.86949639953,-9791.27205060794,-9307.83875776478,-12160.8392657107
-788143.818802019,-244788.36963701,-108793.56377971,-9556.41745813931,225239.929741765,44239.28880792,27040.3768613968,17899.543745115
-675885.244788539,-441825.289750018,-249876.776193581,-63482.1154269685,-206403.048202648,-80984.0472289299,-46708.128902606,-21364.1065588933
29730803.5302659,-964156.177332427,-391684.074052214,-105191.249658045,-869134.28595408,13886.4089754917,11098.0820106283,10995.8374034191
-7807718.67191013,-44423.7659745486,165.830952878972,41254.6877749695,-9050701.51964886,64768.9001390686,34912.7975138618,22480.4681361098
2059826.241207,-372820.20427925,-132090.785400395,-15328.9476116525,-364415.640283611,45169.3839434041,25036.9390829234,17426.6929658652
-225125.595290371,-98589.7852063945,-19209.6154034233,38064.600296809,27925.0154672786,14126.8258668398,11881.5520857962,11155.7290726954
-5640369.62807121,-527766.73874094,-212459.281925694,-30474.6210708132,1304751.86667267,82708.0936146575,44717.5620736986,27101.9130695956
-321599.926125718,-131580.272093043,-46992.3389124564,15745.1470594771,46182.7976237499,18488.9577087186,13797.9158055247,11038.9247512552
-5202560.73249701,-398621.804172712,-159312.77606231,-21617.9980603841,-160673.896426271,-16174.8173485395,-2278.48764847559,6455.25899760826
-1362178.75419446,-264054.266562262,-120108.36686271,-30911.6324514377,-5393.61015060156,-2172.74900918478,3419.1441883275,7810.94902559369
-1114718.95617916,-471999.020720457,-258991.463886574,-83612.6897794655,84961.4258850933,22722.8948373946,15438.32701092,11538.4102262306
-2086955.65799932,-358649.983720367,-156977.696946495,-35871.3405627372,140375.663934441,20455.6900170863,14427.4390748356,12109.0096518465
-784464.166350668,-147043.200435657,-34968.5262971167,34723.7227792413,120611.59534803,9816.28980122072,11467.8679063032,14285.9799524504
-1671815.0728379,-375171.538927565,-181980.457148162,-56073.8845161637,210656.225347054,32809.718820601,22066.6259310521,16872.760475877
-391582.843251598,-144012.19291898,-52186.3632391757,18541.3238895198,127766.328138521,34897.3157139839,25407.7740639444,20163.0828624645
-879507.50093194,-297168.406336467,-139358.596871961,-17147.8053412952,123545.873618968,22407.6243862372,14673.2423923477,10602.5480256868
204729.733836215,-735014.13399976,-152769.239931796,2351.34720723687,-89155.4263393698,148556.984363504,43939.4827906215,22022.0037617479
-885870.744552639,-322115.802247332,-148460.302497661,-24589.5706403512,146129.088187497,44231.0663710182,29857.1471103778,21404.828143956
4958255754.91888,-209467.992436536,-70742.2637429778,13200.6768035185,227669713.239643,6284.54186955721,8268.02466871662,9260.05919363775
-1618010.1799969,-465871.93506322,-229752.995344985,-63654.0628274166,139653.231355204,26499.7958910241,17160.7440519564,12919.4398389714
-165075.804502626,-90684.289577581,-29161.2007597709,21160.865180387,120613.330919215,37420.3670100986,25033.2554242457,18025.2353869771
-2203985.58022744,-442057.234335485,-190026.103683724,-17519.4910363121,2055306.05953776,198496.148561379,105520.162108174,57908.6149898309
-276435.948874969,-151454.98400767,-66088.5264512138,2513.64254108315,24456.2687673668,7989.01409235972,8382.58726766147,9599.66275966876
-2238406.13517372,-504648.010178284,-247222.181593327,-64874.6744037703,127100.878080024,24170.1733447013,16216.6173598394,11739.9706691033
-175404.820261344,-123780.426739173,-43287.615830573,17590.0914556986,49067.894836127,15100.8038575902,12202.357797057,11479.5476145568
-1118926.71143224,-424070.988972963,-195920.408658171,-37011.835646712,321625.974588856,102322.748693158,61469.1247909975,36152.1080190688
-3155395.04303496,-676334.624246749,-313843.043927201,-69479.4007247857,452321.573840401,67145.7595049487,39248.9704273502,24456.4933868572
-6825365.57279199,-392146.902214562,-164832.650269996,-39095.9352694042,-197010.074794184,-3356.40659923972,2361.27809328138,5669.07727449857
-2118241.53561763,-593062.120093665,-281350.767987735,-72859.1341842006,-120035.321924641,-16925.6622163364,-4048.41830690268,3672.03351698063
-1053219.10877759,-191910.37862056,-74192.4587588668,-3151.19950445842,49396.4088428419,12482.7447188585,12471.0352078349,12488.3274417231
-33985.4774270537,-29604.1871104549,6904.7556670349,37448.1030907932,-77840.9339718583,-11543.2616096887,-3212.83755164176,1105.76688842826
