"BNX_dominate_TOTAL_6mo","BNX_dominate_TOTAL_10yr","BNX_dominate_TOTAL_life","BNX_dominate_HEALTH_SECTOR_6mo","BNX_dominate_HEALTH_SECTOR_10yr","BNX_dominate_HEALTH_SECTOR_life","MET_dominate_TOTAL_6mo","MET_dominate_TOTAL_10yr","MET_dominate_TOTAL_life","MET_dominate_HEALTH_SECTOR_6mo","MET_dominate_HEALTH_SECTOR_10yr","MET_dominate_HEALTH_SECTOR_life"
0.1165,0.0055,0.0015,0.6275,0.04,0.0115,0.3105,0.9275,0.9025,0,0,0
