"n_icer_TOTAL_6mo","n_icer_TOTAL_1yr","n_icer_TOTAL_5yr","n_icer_TOTAL_10yr","n_icer_TOTAL_life","n_icer_HEALTH_SECTOR_6mo","n_icer_HEALTH_SECTOR_1yr","n_icer_HEALTH_SECTOR_5yr","n_icer_HEALTH_SECTOR_10yr","n_icer_HEALTH_SECTOR_life"
-411662.256592643,-579880.536925603,37293.9576623254,20214.3862588497,23392.6145198416,-270231.55149111,-548742.06314401,115521.08606832,54167.4985711332,26344.7389494335
551141.022618332,6751816.5078393,-192325.437356621,-101838.215701509,-41637.2609058013,-695753.373989869,-7524135.9995837,185011.657963265,103268.738880867,54468.1156821102
310842.477532679,351960.202215689,-3857511.03566114,-325785.766360618,-86545.3036323555,-163858.060255248,-194296.540708356,2295143.14838478,209762.789437065,76232.4904300454
456484.32184737,2074887.26573741,-225547.019713363,-105479.782880556,-35770.8796539963,-251069.656833235,-902711.911754272,72290.6789211024,36951.6898237867,17786.1130901125
126807.879882562,106320.4590461,40585.4458232711,41088.1122368547,39122.0018008086,-165621.511189951,-250797.841234712,287279.087539842,94614.3147728001,39304.8970774488
192804.248385951,147012.561317086,-5989.54399569746,-11005.996273803,8024.82311024645,188455.620055718,180965.323995803,96348.3004103306,60348.4438746101,32736.6315060768
-2423430.94183251,-1871287.5023041,-670356.232189607,-376807.042136572,-179969.9098184,224457.977010214,186244.964434025,74753.6172927997,45144.7195558275,24163.4091023274
-81133.2929081257,-23776.9958576031,123331.099531669,-1173016.19759106,-11584.9536832551,-51024.9334807808,-56235.3399938007,-118924.3956457,1281383.65708372,47761.147581236
-1637883.9222335,-2820875.48299987,902404.139654465,443294.705786463,241348.323458626,-197327.073795134,-383499.98876848,147480.637743806,72968.4885219877,37038.1602478385
-258167.91271972,-316920.518248823,159318.346715531,67853.2532329273,42790.5515914512,-207590.086295384,-331925.890212537,267755.466599837,102605.361504527,42449.9180595963
506000.204563168,1055612.40036314,-328654.301588348,-137085.202816204,-48715.8963583331,-138431.102663569,-280472.665965201,85697.6624465821,40182.5691466296,19519.2409310143
-37762.2215786181,-2915448.78976237,-135480.811888969,-57192.3138193123,-12537.5471942811,-727906.398778223,3667736.47756015,67659.6033100383,33426.6935776992,15332.3914161082
-2300623.86541816,-1845022.36174049,-685306.166429054,-402221.956492997,-192956.416551779,352724.67146151,301017.64919679,121913.84147085,74402.2898781523,38265.7579442479
-4424261.89519552,-1353334.37706937,-268191.997824266,-128075.197778564,-42935.553174098,2567389.46876424,715570.192534379,130041.090921021,69458.069506335,33647.9857657349
-429626.034257397,-417734.521451315,-150715.931760405,-80025.317009752,-24310.3722829367,-1250672.87636446,2004809.69490717,129098.195905245,69795.9185258575,35154.4820925766
-261597.394757195,-267947.654027846,-175678.665725906,-111426.508000534,-49347.4952857589,103172.421529972,101593.600918789,54384.6415084783,35862.7498126981,19422.0757708165
-321920.09211425,-422326.651367711,459129.903822313,173882.089334501,94441.0675920005,-166251.05458931,-220334.782087518,222202.288723423,76355.1728359138,32742.0569349792
1072230.00899745,1883636.53995258,-424696.291471761,-180598.677034545,-65567.4298909569,-314114.422082274,-627298.036671625,166078.070587073,76283.0079130636,34869.7256561966
-1520198.97787862,-1469079.06161865,-563703.076274079,-265258.57973496,-101848.808512726,670755.321778642,617575.128127249,210392.469262056,100955.882063881,45478.3735045385
908926.322335915,764813.175706486,371944.576587757,254309.42405014,166786.673238092,94166.6628964987,92506.4082576454,54182.9316010361,36531.1720346531,20960.7384203073
-917330.415928796,-1098134.76124265,699397.383800893,255726.039190441,123929.245137049,-438793.108972043,-613030.923847457,583509.194327082,222760.855510747,92502.1567924212
289109.685471668,354849.065636184,-84082340.973991,-396866.526273011,-104400.219953926,-80558.2503668676,-99079.3914667799,20948401.6489049,99593.3779863926,30966.0260001611
1220269.037582,-3124941.47746157,-156972.93611187,-71679.8334359686,-21370.887077953,-397104.217830344,1087327.0264797,76031.8078504613,44473.8678866187,24366.0907858386
-119241.256147536,-128183.777084301,-108212.717712428,-73334.607603908,-30074.733464425,102173.405317846,101170.749208276,67711.098105991,48017.4892479334,28601.1612493714
-947355.861087098,-1047846.08562861,1700732.02197759,455849.7699308,202421.263240068,-193557.99442117,-228715.798629178,419247.052955359,111938.482466711,44661.7112176963
229768.515705637,247954.383811851,-4802565.75557384,-227230.344260843,-58599.4877049327,-148038.642450339,-176503.059872181,3432123.54929884,169940.550873338,58065.7664573377
-1056489.35610455,-906609.685587643,-386945.956537446,-239860.173471151,-131202.739730245,198569.382148479,144223.272065587,52067.7199516811,34284.6075076981,21568.6875376509
11877513.4170165,303483.247082028,-23350.8366922847,-5174.01631505213,14637.8630101784,12860505.674656,689424.095729387,84881.0539712061,45230.740326948,23564.8094333315
687882.536504056,432971.508516221,109254.68518727,72837.735971943,61138.4244821591,310194.62841011,232776.682377057,91955.7876597658,58555.9929658922,33715.9752110469
9517062.39797395,3885098.57879405,550370.962373912,309932.825684964,183721.825091425,1230950.23383831,581960.487691473,99218.1817180421,54713.0218516667,28821.4282577577
727253.039893306,849647.168268965,-1786464.52676582,-385746.836634949,-118101.019345051,-189662.331716608,-234674.879879896,563222.183553183,132330.152492601,49226.5090314951
387790.494700977,492235.424669495,-696818.524999631,-199116.226131771,-63914.387893302,-199405.789560772,-257120.939607917,362061.894632349,109942.85289548,43957.334529923
-653854.055600359,-787865.463380935,1612644.76106428,392047.309068335,165777.254757139,-93281.6379193407,-125301.226115698,297302.61232109,71527.3543392276,27145.0914396124
-138083.931950994,-359061.491810905,-24280.5325461319,-15524.6438954027,7584.45250464586,-1049943.44924589,-2150594.5988788,158282.225227942,70978.4215253596,32854.5310001106
-17205812.6789096,18280241.2388242,1156924.03507306,621131.574447409,328774.449412536,-1991143.45163476,2287107.09233695,164982.721228936,89080.9465648924,44659.4739341054
-10252374.9584008,-1034113.19239868,-172199.364446465,-84305.3769924314,-32387.7427437604,5343458.7675646,402170.070606064,55018.7062826204,31279.5578008944,16834.3587448674
1178988.07671175,1475983.23178246,-876534.40256223,-341248.882084893,-131599.047311346,-463930.136703421,-588346.854404964,352761.126789184,143768.668365139,63474.9483631911
12190395.9473381,6158032.66876065,1589597.62057582,967128.650271927,574877.858347525,442452.737613977,247704.238253873,75088.3477536932,47311.3806432129,27754.0594411209
-528449.186517705,-638162.501351659,61146.1686908446,17767.8937700545,21515.031451538,-277126.483999836,-489682.033426707,247872.237431147,105097.282234183,41677.7084810324
-104690.153869539,-105271.16401337,-87405.3925536394,-73621.2148086598,-65328.1144396629,-71488.0621074804,-74206.0038442223,-77613.275896657,-74964.3706796767,-74330.7521418023
533443.420314183,515934.394139342,316192.301684649,215606.918400594,131032.22955025,115947.23152033,121318.270461877,82436.5870548802,56239.1492277513,31703.9993101973
325617.053804203,338112.620794214,-242761.356209808,-73460.4663693131,-10591.8648603066,-279736.902288562,-359926.254951899,294328.166627934,101001.818927423,40892.0980377638
1305406.43476007,1130708.61383767,322756.671306328,175486.471366519,99744.8756278391,269345.425383021,263303.367154356,88818.886271129,47695.6503498922,23659.1230547555
-574952.350423711,-581913.053928446,-263005.814453765,-148321.255139571,-69160.8336552791,189681.407700979,197281.59799376,100600.653260596,62713.7004265378,34834.449682937
152516.295370046,181319.412989881,1341580.12891261,-321777.219370001,-71232.4862581268,-200646.779498937,-230513.113756651,-1331158.57309445,310190.718332143,83598.9179302913
-499189.082220195,-438927.93809251,-193941.151065689,-111446.076712155,-52948.8774459908,108827.740456903,100676.37718615,50542.3579962738,33264.6880910155,20250.646198083
-158669.324860898,-166121.725589006,-123415.740520641,-101485.073027664,-177411.821319849,-177128.727985365,-188864.954028516,-208805.849141716,-212226.466763455,-375810.850604334
-745704.78180962,-555691.473354454,-245138.544866092,-153203.506747199,-72303.5233469986,192298.698946759,146010.304188983,56887.0693434983,35948.0678004495,20478.801938651
-2031964.77189403,-1233133.08395901,-301486.948058236,-172063.909074876,-89223.7971996463,331374.550620381,212444.800189624,67231.8011969828,44094.5572950857,28120.6723481485
-140574.741552261,-89692.3301974865,-370188.047901195,-59291.8405184512,-5136.91748773389,-238605.760612323,-288934.9519499,1526408.98820285,216786.137226902,77890.8925073389
-378058.947282264,-363893.788639998,22526.6378320187,22558.9422568455,29519.6982445368,-267589.818945481,-401000.688491531,110985.174671045,48305.8716509357,22932.8516155945
1212240.3718743,1398252.15442885,-3421594.18372727,-645423.402272388,-201390.426740269,-194176.626865957,-236115.451312151,623122.682726688,124598.586566981,45528.3237251644
-32042.6478758126,32981.4188096844,286737.509956119,-1488873.89537688,-54253.4556262727,-91833.9969478053,-100234.703380554,-237421.970320633,1355148.49859851,95550.1385297861
5472.05545618622,114327.731803878,-1536171.83093415,-263641.264913494,-75972.3811189422,-198399.398908099,-241082.208545459,1143367.16194326,190130.346830885,68251.9793265087
98884.7535297359,68009.8777729283,17770.9005596032,15178.5192419132,19183.4784405572,80621.9466108112,81401.8461425454,58786.993530821,42979.8156453594,27005.0660385483
-131304.083267299,-56924.4760127448,-135229.358037844,-48622.8515584731,-5759.46468289199,-190983.68391343,-291188.668259382,221217.932630389,83703.3681170012,35393.2973414305
5728253.35258947,-12392979.1850432,-538086.130243138,-272151.599699487,-113390.989031239,-1639384.17064285,3810287.42151859,171105.04343314,88328.2869501677,41795.205932933
-619017.322368081,-776943.079991748,394096.196133363,159171.353745153,88087.4159544629,-144711.61784202,-204632.669340933,131458.575300287,52937.7917602373,25092.9377208947
4302771.07744004,-5839340.58855845,-661379.232522559,-386368.295910114,-184091.43981146,-944654.06579361,1219087.95423598,119475.909950982,70579.9109646098,36980.3862414084
537167.010923984,401614.534973414,55943.544253863,26499.0603297272,22824.2776816646,377798.059012398,379638.452044075,162839.748283467,95018.9650078874,48325.0435367414
75446.5457785044,-88002.1037589953,-99586.252718762,-52132.0160008496,-6856.47436173673,162243.15500273,110739.558623781,42161.6218552671,27844.5348783086,16679.323785791
57959.5667241635,17000.0645051565,-126156.709899616,341304.126438717,71644.086358654,-71475.7146870438,-77559.7849535608,-197635.328465248,404876.236818278,56869.4405120992
-100962.562702475,-78323.3568392191,-80479.0086394181,-255605.158712857,114716.443729089,-84453.6960480269,-91892.4663342651,-168082.626791496,-504814.784615968,156133.03159878
16226670.2699084,3701530.50452654,415550.460831041,216631.013689355,123739.400494095,2328272.36234101,574869.19524343,76298.183117573,39796.9849331594,20774.618190323
167287.779323712,1432.84893536171,-99499.1308946961,-53461.6953704943,-12166.5026679323,272335.23196577,253202.943724496,97585.9087111998,54278.4311775075,26576.6483886385
-163398.943921858,-162611.782569327,91304.1202756173,38787.1133673346,34455.795183769,-157585.559412493,-199415.607099498,224864.357688263,75457.6883342454,32277.9531598805
-856337.130937903,-852418.59636497,-400631.760473519,-247316.261183901,-126210.619650205,431196.99426699,434991.55996379,216102.088765848,136847.512817722,76228.5950360691
97859.781283899,-28555.7819116678,-105289.280057641,-58600.5618009319,-14011.689272998,146220.433381815,145098.770839301,72985.8078566141,45728.4923794846,24782.2675205998
-206692.038315599,-207405.982662326,-118792.62444798,-67016.2480607575,-25566.9681557158,56274.5615486342,46048.0455269564,25966.3852919076,19092.5112817188,12634.8632517743
16147.7976843324,65839.4259714767,-116771.577608834,-34963.9139516336,-562.12935946951,-505337.843372592,-563899.568510875,489090.773090577,159091.471866096,65442.7003685792
2663679.02410029,6941518.53721985,-532396.596914425,-252245.602146007,-110521.349985313,-531451.864636985,-1526769.24875147,129933.487228506,64741.7904784642,33626.4858608365
765153.863075254,1037310.83605963,-789332.797424149,-246321.039004048,-74400.8037219991,-288015.560945744,-385252.959745158,280504.858080624,94396.0083392653,37396.8316187379
-1783920.6883027,-1153538.04852526,-297542.364103258,-155067.14180973,-61663.7778041846,416203.227265838,310111.95143467,95414.8979829965,53478.6830847003,25529.0194026304
1046908.48678089,4424462.72174658,-236498.450851914,-98597.089103272,-29560.9957229641,-852495.619969537,-3319228.07139004,158878.403941239,74774.4827454873,36153.1514428145
992420.116169783,1142504.25311616,-706062.990989042,-232600.136837994,-84812.702431749,-254470.099349842,-341488.362960842,276196.482907957,98944.1954274578,41621.5845116587
55275.8377591441,-10024.7871898781,-134903.176019896,-121030.964289535,-68893.8272537091,437810.963156759,438781.384335187,274750.037800963,201327.700990675,120583.217558294
-631587.596672139,-646664.65695883,-1256139.10904982,25529668.1447519,637743.75043251,-78569.3840695454,-85548.3709569891,-184111.715707021,3702990.20231376,86174.5340223347
50677.862749189,157726.195387103,-312537.991593393,-97339.029496388,-19557.8138080258,-223800.683901078,-285590.932289133,287877.136160656,102644.585945079,45235.5819645719
-453759.498421557,-452031.041425909,-1060613.88275246,1394392.1754653,281599.084900085,-49621.6243373688,-58274.215741183,-174561.79064987,225454.203146574,38999.3781342482
-6185371.36474239,-2939756.16013687,-550192.862989073,-283786.440600482,-125511.829966341,758659.475779785,391735.648198517,84328.4682691647,47868.1642822996,24864.5760739221
-2209362.93977789,-2120232.19623947,-1369978.68945373,-1046662.15011988,-656646.343221674,299667.426416389,305665.65564553,215450.043622723,167172.673601973,107400.564430317
-555561.904521388,-476479.134079376,-2359714.94232883,222825.118235782,79046.9827559662,-241584.757105269,-252373.06672058,-2636854.11304841,283921.705404424,78584.6735166123
-3761092.08986923,68503721.1771861,707847.20744804,404013.810918434,232740.304893456,-620381.090287351,12358351.7744065,138000.207186173,76627.4769852787,40556.6554095665
252014.022279014,865210.76655924,-176857.425843182,-67681.4194353617,-15477.065424265,-497530.042180861,-996366.125017359,123122.016000228,55460.3975512289,25824.6298607474
-10267939.0338068,-37664233.6037242,562942.715373166,260475.524703259,138206.121792392,-2574037.68104122,-10800355.0080135,217753.611182393,102029.908258638,46760.6044706838
-715102.327228977,-467824.22979429,-156593.134032993,-89061.0537955572,-32878.3247197808,342149.407975685,267240.603441927,113051.758096855,72232.6746769538,39871.1537651463
-277547.430277107,-262835.628738093,-390988.5824407,-2808279.33245414,275009.973566804,-81616.5155162977,-88166.2799002617,-164499.80991927,-1185409.91997462,104101.041617129
294953.533262837,317888.689777246,594275.367420374,6799004.99770839,-267816.994692702,-185677.790012674,-193524.810629918,-352801.06216949,-4074187.16118301,173380.240147493
5202437.1678844,926391.967746308,44831.1294889955,27862.2032717679,28727.241157681,5474243.73516817,1164747.97702167,120577.793636354,61503.2323123761,31087.4838440547
-16742.9366364947,-81377.1275026276,785543.399029212,176598.074627726,84335.2403919628,-80420.5587882299,-102935.981181933,400638.575758632,76311.3724400481,28207.8833177668
-153362.910627977,-170718.754462956,-48616.0584821212,-12246.1741707322,12878.4210718879,261944.786851698,119376.901394459,29719.8572876304,19362.8175216063,12011.3004221289
5258929.01778217,-2652961.39028724,-234018.300172647,-107165.014451876,-44243.094199877,-1204973.26435555,580643.102373404,58730.2203286367,32684.0201160444,18463.433954854
412910.824600797,1659729.57785812,-254542.485921246,-110419.687424412,-35287.9006715975,-597146.312569824,-1531434.08541701,148548.039934172,68325.8208277255,30150.1011535361
2985171.83484764,-1945692.01906768,-152816.812570414,-67495.0109153227,-20378.3237587646,-1339192.11745119,732143.857194011,60095.8925538438,34613.2642465038,19782.4785179193
31780.4660674889,56877.4331116903,513739.701924687,-172904.187835162,-29148.2927042508,-85105.3482506445,-95019.3751492355,-466772.15274581,165725.112112253,42889.2510787378
