"BNX_dominate_TOTAL_6mo","BNX_dominate_TOTAL_10yr","BNX_dominate_TOTAL_life","BNX_dominate_HEALTH_SECTOR_6mo","BNX_dominate_HEALTH_SECTOR_10yr","BNX_dominate_HEALTH_SECTOR_life","MET_dominate_TOTAL_6mo","MET_dominate_TOTAL_10yr","MET_dominate_TOTAL_life","MET_dominate_HEALTH_SECTOR_6mo","MET_dominate_HEALTH_SECTOR_10yr","MET_dominate_HEALTH_SECTOR_life"
0.3247,0.0215,0.0046,0.6365,0.0418,0.0077,0.18,0.5531,0.4971,6e-04,3e-04,0
