"n_TOTAL_costs_1yr","n_TOTAL_costs_5yr","n_TOTAL_costs_10yr","n_HEALTH_SECTOR_costs_1yr","n_HEALTH_SECTOR_costs_5yr","n_HEALTH_SECTOR_costs_10yr","n_CRIMINAL_costs_1yr","n_CRIMINAL_costs_5yr","n_CRIMINAL_costs_10yr","n_TX_costs_1yr","n_TX_costs_5yr","n_TX_costs_10yr","n_TOTAL_qalys_1yr","n_TOTAL_qalys_5yr","n_TOTAL_qalys_10yr"
24276.2861868308,NA,NA,2301.65473081708,NA,NA,21974.6314560137,NA,NA,771.025094407938,NA,NA,0.410477073331633,NA,NA
46371.9157219594,NA,NA,2461.58603146571,NA,NA,43910.3296904937,NA,NA,674.660608061685,NA,NA,0.36248588025339,NA,NA
38607.8855634799,NA,NA,2383.02597104251,NA,NA,36224.8595924374,NA,NA,836.451339772523,NA,NA,0.423000135814785,NA,NA
37143.4248138937,NA,NA,2975.57908122977,NA,NA,34167.845732664,NA,NA,830.621322219038,NA,NA,0.37081041589127,NA,NA
35864.1936307727,NA,NA,2458.58348226133,NA,NA,33405.6101485114,NA,NA,797.320612719192,NA,NA,0.379897931373727,NA,NA
40928.6144485093,NA,NA,2717.6318296028,NA,NA,38210.9826189065,NA,NA,785.262995056736,NA,NA,0.430910060615648,NA,NA
36257.1777995356,NA,NA,2626.08811795995,NA,NA,33631.0896815757,NA,NA,956.684854337333,NA,NA,0.429180138254931,NA,NA
28559.4082154849,NA,NA,2409.62123585602,NA,NA,26149.7869796289,NA,NA,909.291764215904,NA,NA,0.375583605279278,NA,NA
23872.2768047583,NA,NA,2066.91552835651,NA,NA,21805.3612764018,NA,NA,813.490612535779,NA,NA,0.382609094416067,NA,NA
19338.376557078,NA,NA,3075.70575812755,NA,NA,16262.6707989504,NA,NA,770.803997131103,NA,NA,0.414734867641502,NA,NA
41800.1506646928,NA,NA,4887.94093286493,NA,NA,36912.2097318279,NA,NA,880.575851913706,NA,NA,0.391573255931343,NA,NA
27265.8129328849,NA,NA,2391.27221856266,NA,NA,24874.5407143223,NA,NA,844.960299117493,NA,NA,0.357121370957769,NA,NA
36042.0224138018,NA,NA,4100.46544070337,NA,NA,31941.5569730984,NA,NA,888.844292632343,NA,NA,0.416526255167334,NA,NA
40772.8867523564,NA,NA,2561.47153325732,NA,NA,38211.4152190991,NA,NA,838.01732348273,NA,NA,0.412490357524811,NA,NA
26347.3948635455,NA,NA,2963.85009607166,NA,NA,23383.5447674739,NA,NA,797.45441919788,NA,NA,0.391904979238725,NA,NA
32374.1680342565,NA,NA,3279.77917602955,NA,NA,29094.3888582269,NA,NA,723.584067137016,NA,NA,0.399611084224673,NA,NA
36560.2722412512,NA,NA,1837.5276345419,NA,NA,34722.7446067093,NA,NA,626.719859863905,NA,NA,0.387476062738796,NA,NA
27288.1181571872,NA,NA,2898.80013418037,NA,NA,24389.3180230068,NA,NA,821.642836514773,NA,NA,0.4103563219146,NA,NA
32232.5686873364,NA,NA,2217.85930949862,NA,NA,30014.7093778377,NA,NA,730.424463837237,NA,NA,0.392920983680464,NA,NA
36580.918319005,NA,NA,5577.2934870159,NA,NA,31003.6248319891,NA,NA,961.943499010374,NA,NA,0.423761092959621,NA,NA
33143.7543733919,NA,NA,2159.05632697134,NA,NA,30984.6980464205,NA,NA,976.98510563231,NA,NA,0.414863525164773,NA,NA
47714.1027151832,NA,NA,1862.35821959695,NA,NA,45851.7444955863,NA,NA,737.018710408242,NA,NA,0.396845037124355,NA,NA
43746.1080061743,NA,NA,2295.26555318664,NA,NA,41450.8424529877,NA,NA,880.144712771148,NA,NA,0.347264821714607,NA,NA
36383.9521323733,NA,NA,3360.47076328241,NA,NA,33023.4813690909,NA,NA,725.625861794918,NA,NA,0.387685115992145,NA,NA
29064.2653533477,NA,NA,3337.20495762616,NA,NA,25727.0603957215,NA,NA,749.329507113027,NA,NA,0.389005606602078,NA,NA
36471.0693455248,NA,NA,4237.76167299125,NA,NA,32233.3076725335,NA,NA,842.891510595727,NA,NA,0.444761894011455,NA,NA
18188.0127640837,NA,NA,2250.60102972146,NA,NA,15937.4117343623,NA,NA,707.654500065953,NA,NA,0.389489348596539,NA,NA
41429.9685235356,NA,NA,4107.57739320344,NA,NA,37322.3911303322,NA,NA,740.345477526927,NA,NA,0.383436709844065,NA,NA
30960.5006604234,NA,NA,2960.45085775151,NA,NA,28000.0498026719,NA,NA,804.54447278679,NA,NA,0.411372456843048,NA,NA
34060.6895764458,NA,NA,2675.68380339978,NA,NA,31385.005773046,NA,NA,755.286482640732,NA,NA,0.378457047883324,NA,NA
43854.1264753507,NA,NA,2508.88069737835,NA,NA,41345.2457779724,NA,NA,706.720748660923,NA,NA,0.443760990591211,NA,NA
41505.1401125222,NA,NA,2280.58231350329,NA,NA,39224.5577990189,NA,NA,700.952795164678,NA,NA,0.389457396510684,NA,NA
35651.6042617758,NA,NA,3015.13946542299,NA,NA,32636.4647963528,NA,NA,905.925075773055,NA,NA,0.42302094091687,NA,NA
44948.5884630513,NA,NA,4074.19524615734,NA,NA,40874.393216894,NA,NA,932.07814982705,NA,NA,0.401285233619941,NA,NA
53387.2762492579,NA,NA,2518.82262793569,NA,NA,50868.4536213222,NA,NA,704.678012724225,NA,NA,0.343118506543308,NA,NA
39373.0467702296,NA,NA,4064.73751800381,NA,NA,35308.3092522258,NA,NA,864.354398498589,NA,NA,0.422017408774547,NA,NA
30135.9284376841,NA,NA,3158.71224872245,NA,NA,26977.2161889617,NA,NA,856.211257655975,NA,NA,0.417206588576258,NA,NA
