"","Alive","Death","ODN","ODF","REL","BUP","BUPC","MET","METC","ABS"
"286",0,0.0520644992185879,0.00457418151759683,0.908424717377509,0.0117744789437416,0.0035050252275988,0.00171923625563563,0.0113320916575457,0.00484716903617318,0.00175860076561132
"287",0,0.0521673649189591,0.00452561081158005,0.908724664894392,0.01165546817104,0.00346926827545106,0.00170174202241435,0.0112165487401167,0.00479789791914206,0.00174143424690445
"288",0,0.0522691795116492,0.00447760201565393,0.909021430494022,0.0115376924865347,0.00343388777405206,0.00168443212048004,0.0111022110200238,0.00474914215415096,0.00172442242343377
"289",0,0.0523796636535399,0.00442877910107947,0.909314960218406,0.0114178590091219,0.00339809742561628,0.00166687030377987,0.0109866172738082,0.00469971181615572,0.00170744119849297
"290",0,0.0524889907266609,0.004380704871791,0.909605303688757,0.0112992911774533,0.00336265158363494,0.00164948216200682,0.0108721859724808,0.00465078785722194,0.00169060195999368
"291",0,0.0525971735447136,0.00433319336782091,0.909892498201269,0.0111820392824047,0.00332757073401344,0.00163228299660201,0.0107589457510667,0.00460239057955384,0.0016739055425557
"292",0,0.05270422459594,0.00428623682117023,0.910176580537292,0.0110660923183486,0.00329285531376206,0.00161526888569164,0.0106468844150965,0.00455450438270101,0.00165735272999804
"293",0,0.0528101562258135,0.00423984225464461,0.91045758794363,0.010951415464583,0.00325850349864274,0.0015984370587212,0.0105359915467177,0.00450712227845234,0.00164094372879497
"294",0,0.052914980623241,0.00419399658691775,0.910735556800087,0.0108379803020985,0.0032245147459946,0.0015817871013235,0.0104262616688488,0.00446024365939839,0.00162467851209092
"295",0,0.053018709802078,0.0041486890037254,0.91101052276972,0.0107257675844537,0.00319088699458041,0.00156531709142432,0.0103176858066473,0.00441386394826569,0.00160855699910536
"296",0,0.0531213556209335,0.0041039118560459,0.911282521008627,0.0106147584124709,0.00315761742506766,0.00154902480112759,0.0102102538917051,0.00436797799378916,0.00159257899023328
"297",0,0.053222929790295,0.00405965743414398,0.911551586161921,0.0105049350311392,0.0031247029292062,0.00153290807614981,0.0101039556123968,0.00432258078295889,0.00157674418178888
"298",0,0.0533234438758703,0.00401591804180182,0.911817752364628,0.0103962810537208,0.00309214017368247,0.00151696477050084,0.00999878034346399,0.00427766718930267,0.0015610521870294
"299",0,0.0534229093023477,0.00397268630078002,0.912081053262758,0.0102887810335951,0.00305992565115187,0.00150119274006476,0.009894717191372,0.00423323197172394,0.00154550254620709
"300",0,0.0535213373568922,0.00392995507535729,0.912341522029382,0.01018242020863,0.00302805574819303,0.0014855898734447,0.00979175510901475,0.00418926986485192,0.00153009473423377
"301",0,0.0536281636585452,0.00388639520671457,0.912599103743855,0.0100739989068308,0.00299576732910092,0.00146973273925381,0.00968750500889889,0.00414462570653888,0.00151470770026237
"302",0,0.0537338457093908,0.00384351837106923,0.912853843676097,0.00996674942728749,0.00296379337103784,0.00145403480786159,0.00958431722900197,0.00410044703369233,0.00149945037456176
"303",0,0.0538383964181615,0.00380114519884766,0.913105775207812,0.00986072075963059,0.00293215392052011,0.00143851098530434,0.00948222016948231,0.00405675369082277,0.00148432364941871
"304",0,0.0539418283551092,0.00375926899339944,0.913354931276863,0.00975590241946026,0.00290084958529895,0.00142315755848294,0.00938120266306639,0.00401353078514699,0.00146932836317323
"305",0,0.0540441539459368,0.00371789706717096,0.913601345305765,0.0096522609169859,0.00286987881637616,0.00140797195784828,0.00928125534767788,0.0039707718505472,0.00145446479169183
"306",0,0.0541453854566476,0.00367701735705485,0.913845049917519,0.00954976906822071,0.00283924128016586,0.00139295385616556,0.00918237357392482,0.00392847650650179,0.00143973298379996
"307",0,0.0542455349741758,0.00363662005849876,0.9140860770853,0.00944840854066146,0.00280893515786627,0.00137810146082704,0.00908454927267038,0.00388664051625093,0.0014251329337493
"308",0,0.0543446144273898,0.00359669837853654,0.914324458332061,0.009348161338413,0.00277895789666184,0.00136341268971352,0.00898777331598041,0.00384525910285626,0.0014106645183875
"309",0,0.0544426355944896,0.00355724543332163,0.914560224724509,0.00924901059391518,0.00274930666147696,0.00134888553096759,0.00889203633022582,0.00380432761914878,0.0013963275119454
"310",0,0.054539610106461,0.00351825435124492,0.914793406873915,0.00915094077129667,0.00271997839385831,0.0013345179772566,0.00879732862117519,0.00376384129827682,0.00138212160651531
"311",0,0.054635549451002,0.00347971856038707,0.915024034955979,0.00905393724364971,0.0026909698630252,0.00132030802226898,0.0087036402225381,0.00372379525936411,0.00136804642178613
"312",0,0.0547304649761446,0.00344163170844676,0.915252138725382,0.00895798604775399,0.00266227773278863,0.00130625369117821,0.00861096100931025,0.00368418459642401,0.00135410151257119
"313",0,0.0548335657345577,0.00340270190185291,0.915477662312948,0.00885996195706555,0.00263315729677112,0.00129194176870697,0.00851695908772419,0.00364388183531291,0.00134016810506044
"314",0,0.0549355338376696,0.00336440034124134,0.915700647357437,0.00876302507498895,0.00260432464853001,0.00127777614010503,0.00842393116344711,0.00360400809526972,0.00132635334131179
"315",0,0.0550363823536399,0.00332655287755733,0.915921123955391,0.00866722340234327,0.00257579949703809,0.00126377140433116,0.00833190547395972,0.00356458287242217,0.00131265816331711
"316",0,0.0551361239954109,0.00328915365668701,0.916139121815359,0.00857254691153508,0.00254758259651626,0.00124992402104213,0.00824087169323219,0.00352559185353996,0.00129908345667769
"317",0,0.0552347713280407,0.00325221021195416,0.916354671145178,0.00847896321816982,0.00251967262698454,0.00123623158670638,0.00815082132285868,0.00348702900359974,0.00128562955650814
"318",0,0.0553323367520683,0.00321571128422791,0.916567801406457,0.00838644616879882,0.00249206943072116,0.00122269384902676,0.00806175039522721,0.00344889413745888,0.00127229657601443
"319",0,0.0554288324830547,0.00317964786631167,0.916778541463826,0.0082949782057375,0.00246477139163396,0.00120930912429745,0.00797365158655746,0.00341118330517345,0.00125908457340793
"320",0,0.0555242705740228,0.00314401384059123,0.916986919776455,0.00820454210052898,0.0024377761789571,0.00119607545228503,0.00788651654278731,0.00337389204362975,0.00124599349074308
"321",0,0.0556186629232256,0.00310880297562041,0.917192964390506,0.00811512174080089,0.00241108118509445,0.00118299094033625,0.00780033666289658,0.00333701601278826,0.00123302316873196
"322",0,0.0557120212777615,0.00307400905180062,0.91739670293992,0.00802670231682492,0.00238468358062836,0.00117005369739997,0.00771510302061472,0.00330055074827111,0.00122017336677889
