n_inc_costs_TOTAL_6mo,n_inc_costs_TOTAL_1yr,n_inc_costs_TOTAL_5yr,n_inc_costs_TOTAL_10yr,n_inc_costs_TOTAL_life,n_inc_costs_HEALTH_SECTOR_6mo,n_inc_costs_HEALTH_SECTOR_1yr,n_inc_costs_HEALTH_SECTOR_5yr,n_inc_costs_HEALTH_SECTOR_10yr,n_inc_costs_HEALTH_SECTOR_life,n_inc_qalys_TOTAL_6mo,n_inc_qalys_TOTAL_1yr,n_inc_qalys_TOTAL_5yr,n_inc_qalys_TOTAL_10yr,n_inc_qalys_TOTAL_life,n_inc_costs_TX_6mo,n_inc_costs_TX_1yr,n_inc_costs_TX_5yr,n_inc_costs_TX_10yr,n_inc_costs_TX_life,n_inc_costs_HRU_6mo,n_inc_costs_HRU_1yr,n_inc_costs_HRU_5yr,n_inc_costs_HRU_10yr,n_inc_costs_HRU_life,n_inc_costs_CRIMINAL_6mo,n_inc_costs_CRIMINAL_1yr,n_inc_costs_CRIMINAL_5yr,n_inc_costs_CRIMINAL_10yr,n_inc_costs_CRIMINAL_life,,BNX-Dominant,BNX-Dominated,BNX-LC-LE,BNX-MC-ME,,BNX-Dominant,BNX-Dominated,BNX-LC-LE,BNX-MC-ME
-2092.027684,-3190.388839,-4281.809685,-4065.061632,-5392.845227,-1118.375008,-1971.661669,-4523.199622,-5086.979854,-5299.744053,0.001454117,0.001147229,-0.022225282,-0.056499485,-0.133587525,-1341.656531,-2381.860991,-5604.997813,-6366.595182,-7051.97797,223.2753876,410.169842,1081.266683,1278.49168,1749.801159,-973.6526754,-1218.727169,241.389936,1021.918222,-93.10117412,,0,0,1,0,,,,,
104.7223207,870.0952534,4874.400776,5587.126142,3896.314203,-770.9112646,-1403.495231,-3308.550171,-3760.99301,-3928.642244,-0.000621666,-0.001554904,-0.025897923,-0.062533211,-0.149189601,-1188.790587,-2136.369255,-5011.55517,-5709.05714,-6405.812129,417.874376,732.8522588,1702.648665,1947.362281,2475.735714,875.6335853,2273.590485,8182.950948,9348.119151,7824.956447,,0,1,0,0,,,,,
1704.083656,3357.585521,10130.94557,11678.4914,10706.90638,-1113.52792,-1910.280312,-4246.662019,-4781.228718,-4979.030475,0.002337476,0.003273709,-0.014960047,-0.048511494,-0.128786568,-1426.461525,-2526.110222,-5984.554126,-6814.811694,-7516.438905,312.9263553,615.7947962,1737.287347,2032.357149,2534.880613,2817.611577,5267.865832,14377.60758,16459.72012,15685.93685,,0,1,0,0,,,,,
-4469.06774,-7425.061203,-17895.48077,-22362.84839,-28373.84594,-1198.548641,-2054.864112,-4686.875163,-5442.103239,-5702.516113,-0.003826471,-0.008874507,-0.0625449,-0.119174541,-0.229012977,-1397.63411,-2546.323995,-6112.781588,-7056.438509,-8056.368729,199.0695945,491.3879612,1424.902863,1612.52761,2350.481792,-3270.5191,-5370.197091,-13208.60561,-16920.74515,-22671.32982,,0,0,1,0,,,,,
-1863.621984,-2532.414022,-1991.234638,-1117.604928,-1907.357008,-1286.716266,-2253.695108,-5141.187674,-5727.295531,-5951.486082,0.011940479,0.018762368,0.024498196,0.007417284,-0.041740171,-1356.949814,-2389.072432,-5516.542984,-6180.166787,-6650.094511,70.2289018,135.354973,374.9559603,452.0032465,696.7445196,-576.9057188,-278.7189142,3149.953035,4609.690603,4044.129074,,0,0,1,0,,,,,
-4741.980409,-7523.73626,-15531.26367,-19437.5831,-27182.77396,-1359.199226,-2239.280143,-4704.689708,-5480.633296,-5994.87294,-0.011267595,-0.019512874,-0.081558236,-0.149827924,-0.305040444,-1422.610489,-2544.782164,-5892.328912,-6911.105088,-8268.606046,63.39860319,305.4430623,1186.756291,1428.714389,2269.653065,-3382.781183,-5284.456117,-10826.57396,-13956.94981,-21187.90102,,0,0,1,0,,,,,
-965.5390158,-940.0632839,312.4484068,186.8616564,-1218.594585,-1055.603863,-1773.819491,-3747.096261,-4174.731681,-4307.927379,0.001629288,0.001760178,-0.019038654,-0.047662207,-0.107161314,-1259.655257,-2182.246817,-4771.626501,-5297.379096,-5710.589095,204.0458675,408.3999147,1024.117084,1121.917947,1401.374547,90.06484721,833.7562068,4059.544668,4361.593337,3089.332794,,0,0,1,0,,,,,
-84.43887857,118.5446429,1369.351027,1366.972194,-436.8982907,-1200.524571,-2074.141274,-4673.017526,-5223.091834,-5371.645255,0.013418666,0.020841477,0.019086221,-0.012416122,-0.093698843,-1355.021092,-2408.000818,-5722.84247,-6498.379234,-7133.043456,154.4926396,333.8392461,1049.405366,1274.378226,1759.320352,1116.085693,2192.685917,6042.368553,6590.064028,4934.746964,,0,0,1,0,,,,,
6062.228448,9329.474503,17508.27635,17926.07241,14368.15705,-1224.86902,-2150.382143,-5056.526952,-5829.703349,-6015.5154,-0.005182958,-0.011278678,-0.080360805,-0.159964747,-0.313745869,-1585.915498,-2920.136261,-7186.144226,-8324.154679,-9414.4057,361.0232932,769.6466347,2127.985038,2491.341352,3392.859431,7287.097468,11479.85665,22564.8033,23755.77576,20383.67245,,0,1,0,0,,,,,
-9519.896711,-13764.19031,-24705.54439,-29933.12673,-38260.04117,-1028.711644,-1880.90753,-4788.428726,-5598.2008,-5791.88969,-0.002672571,-0.007361058,-0.062730945,-0.124899016,-0.243782048,-1448.373438,-2653.264704,-6614.003486,-7679.054991,-8623.944745,419.6522117,772.3088928,1824.750687,2079.248965,2828.587475,-8491.185067,-11883.28279,-19917.11566,-24334.92593,-32468.15148,,0,0,1,0,,,,,
-3474.977376,-3457.078022,-425.3046527,-1159.874742,-5673.401131,-1133.555252,-1971.64412,-4452.104368,-5022.441025,-5246.665886,0.006225442,0.008818506,-0.018181659,-0.062611859,-0.146003706,-1510.801246,-2717.04721,-6340.145405,-7165.234946,-7920.946082,377.228672,745.3270524,1886.914943,2140.651983,2670.40973,-2341.422124,-1485.433902,4026.799716,3862.566283,-426.735245,,0,0,1,0,,,,,
498.6789173,1794.408221,6696.985601,7556.405975,5796.543501,-1635.511764,-2743.538338,-5797.374234,-6453.173685,-6830.530404,0.004656997,0.00686933,-0.014668657,-0.053768267,-0.141287231,-1691.2829,-2996.445238,-6778.817071,-7584.870955,-8392.343207,55.76221179,252.8663421,980.7908207,1130.396133,1559.215424,2134.190681,4537.946559,12494.35983,14009.57966,12627.07391,,0,1,0,0,,,,,
-3792.386562,-5628.303808,-9275.146093,-10528.38601,-13205.22548,-1145.417492,-2023.082108,-4420.141613,-4896.113347,-5034.477397,0.005290185,0.005093062,-0.028241042,-0.0666193,-0.135353311,-1296.514965,-2368.848037,-5458.30483,-6077.903647,-6659.719004,151.0824465,345.7003117,1037.234594,1180.065426,1622.122174,-2646.96907,-3605.2217,-4855.00448,-5632.27266,-8170.748086,,0,0,1,0,,,,,
2296.550736,4606.264704,13804.20185,15273.45816,12713.58333,-1350.006456,-2314.5485,-5259.558535,-5999.934317,-6334.735305,0.001123468,-0.000530086,-0.036838195,-0.084092255,-0.181897496,-1407.090402,-2522.612179,-6104.103232,-7003.863709,-7769.125536,57.08016181,208.0451989,844.2538681,1003.459986,1433.553971,3646.557192,6920.813204,19063.76038,21273.39248,19048.31864,,0,1,0,0,,,,,
1253.754153,4746.303357,16357.14373,16461.18687,11916.91244,-1092.526464,-2003.147332,-4714.423172,-5250.952554,-5400.475414,0.005350062,0.007576177,-0.016586255,-0.063764909,-0.171455342,-1500.056735,-2746.456215,-6405.501056,-7125.203721,-7758.024505,407.5126142,743.2315032,1689.938495,1872.044585,2353.471759,2346.280617,6749.450689,21071.5669,21712.13943,17317.38785,,0,1,0,0,,,,,
4569.88733,7310.036932,14088.15753,14905.03272,13989.64883,-997.8595933,-1695.365609,-3561.894558,-3930.15867,-3965.692334,0.000212631,-0.001303582,-0.022583514,-0.047130144,-0.097240761,-1227.682848,-2134.080793,-4622.402929,-5129.499347,-5554.374879,229.8127485,438.6693243,1059.893335,1198.227381,1586.748563,5567.746923,9005.402541,17650.05209,18835.19139,17955.34117,,0,1,0,0,,,,,
-2899.083145,-3809.882963,-4873.214635,-5142.167644,-6055.993936,-967.7388207,-1622.850842,-3461.361485,-3826.162054,-3872.094597,-0.003651573,-0.006060469,-0.021894254,-0.036171254,-0.068005352,-1110.067272,-1861.853538,-3957.331268,-4380.977159,-4634.334453,142.3288422,239.0030166,495.9434371,554.7744756,762.1628174,-1931.344325,-2187.032121,-1411.85315,-1316.005591,-2183.899338,,0,0,1,0,,,,,
-5100.780779,-7426.096238,-12548.0973,-14283.017,-16752.84163,-1090.243422,-1860.686989,-4055.881679,-4518.985549,-4661.346087,0.002008624,0.00200501,-0.019309404,-0.04822044,-0.103756904,-1283.329233,-2291.166172,-5172.117321,-5722.028606,-6099.083137,193.0773558,430.4460313,1115.805232,1202.265157,1436.318333,-4010.537357,-5565.409249,-8492.215618,-9764.031451,-12091.49554,,0,0,1,0,,,,,
-3568.572536,-5137.825945,-7691.950461,-9318.771812,-14259.69517,-1417.104302,-2348.882334,-5112.780966,-5902.793474,-6373.488009,-0.006535838,-0.017291337,-0.101884259,-0.17892884,-0.328534982,-1532.858278,-2774.072788,-6455.800003,-7404.778504,-8535.302308,115.7468995,425.1568432,1342.566136,1501.297787,2160.705622,-2151.468234,-2788.943611,-2579.169495,-3415.978337,-7886.207165,,0,0,1,0,,,,,
2053.175295,3715.715364,10094.78363,11656.53003,10880.78185,-1388.362225,-2359.660388,-5232.667692,-5830.423675,-6010.943183,0.003782855,0.005051765,-0.004718417,-0.025649916,-0.082425915,-1555.471707,-2720.928786,-6422.249893,-7283.171684,-7808.617971,167.1075221,361.2578094,1189.355893,1452.263298,1796.608534,3441.53752,6075.375752,15327.45132,17486.9537,16891.72503,,0,1,0,0,,,,,
-935.0925431,-1607.854895,-2849.280742,-3009.431407,-3974.31056,-740.5147561,-1269.665255,-2853.311012,-3198.792724,-3285.646691,0.006779891,0.01111378,0.011784217,-0.004897364,-0.051006375,-1047.547799,-1812.146796,-4120.617899,-4645.890309,-5007.321854,307.0325938,542.4770983,1267.16426,1446.772113,1720.937493,-194.5777871,-338.1896402,4.030270453,189.3613167,-688.6638692,,0,0,1,0,,,,,
-108.2937971,-404.6831824,-971.3215172,-1940.560816,-5279.281181,-1401.511177,-2414.857428,-5294.671549,-5925.961151,-6146.6867,0.000657925,-6.32E-05,-0.032275192,-0.073731338,-0.152444071,-1487.83686,-2654.520085,-6180.518917,-6959.839875,-7560.879971,86.31650615,239.6179535,885.0665706,1032.295021,1410.971916,1293.21738,2010.174246,4323.350032,3985.400334,867.4055191,,0,0,1,0,,,,,
-1954.623002,-3063.079927,-6048.54183,-7452.816878,-10068.30285,-1053.912288,-1783.17344,-3823.97847,-4360.945763,-4624.527414,0.003681723,0.004571578,-0.023493772,-0.065870343,-0.156154209,-1373.992643,-2430.237787,-5492.049734,-6215.259894,-6909.682213,320.0741005,647.0349811,1667.619989,1853.461287,2283.335624,-900.7107132,-1279.906487,-2224.56336,-3091.871114,-5443.775437,,0,0,1,0,,,,,
1301.529524,1560.147832,2410.09221,2014.797249,-1417.993135,-1117.998576,-1878.149791,-4027.21198,-4512.620789,-4694.926621,0.004349324,0.004820887,-0.028723828,-0.074728837,-0.172868207,-1281.129427,-2293.140222,-5150.810214,-5773.646901,-6516.819982,163.118773,414.9337625,1122.76655,1259.455812,1818.800276,2419.5281,3438.297623,6437.30419,6527.418039,3276.933486,,0,0,1,0,,,,,
-4643.292448,-7297.175011,-13669.7864,-15014.64341,-16423.69334,-1296.972229,-2142.85435,-4258.862382,-4582.985168,-4633.489814,0.010482873,0.015889185,0.015869206,0.000666057,-0.036588501,-1216.723297,-2114.941327,-4504.377961,-4880.627437,-5135.011404,-80.25283538,-27.93212236,245.2289815,297.149604,500.748046,-3346.320219,-5154.320661,-9410.924017,-10431.65824,-11790.20352,,0,0,1,0,,,,,
-1522.554187,-2818.77241,-7802.756783,-9543.74325,-11403.14208,-1142.77254,-1853.163641,-3655.228376,-3992.39536,-4048.589843,0.001499342,0.00159741,-0.008831747,-0.022951932,-0.053450584,-1187.717263,-1977.784969,-3997.324916,-4360.011901,-4571.344457,44.93720498,124.5919419,341.7729061,367.0915454,521.9567035,-379.7816472,-965.6087684,-4147.528407,-5551.34789,-7354.55224,,0,0,1,0,,,,,
-971.0185543,-2245.729225,-7113.806206,-8566.857537,-10373.47693,-1239.85814,-2208.263124,-5242.694112,-5866.382785,-5911.940575,0.001386413,0.002584578,-0.013400691,-0.044436012,-0.112906467,-1393.378262,-2476.316955,-5899.808323,-6645.998707,-7114.086323,153.5131438,268.0195961,656.4846083,778.3049437,1199.461787,268.8395853,-37.46610035,-1871.112094,-2700.474753,-4461.536359,,0,0,1,0,,,,,
321.7416679,974.4385096,2907.811541,2611.473953,1252.706249,-987.0177246,-1604.721723,-3337.452459,-3735.397545,-3762.041503,0.000129959,-0.001285896,-0.028286909,-0.060312165,-0.120225811,-1255.783735,-2132.793008,-4599.807856,-5112.405694,-5446.031788,268.7600238,528.0432548,1261.954649,1376.299765,1682.637996,1308.759392,2579.160232,6245.264,6346.871499,5014.747753,,0,1,0,0,,,,,
385.1502802,1534.993508,5785.02514,5825.452667,3469.883155,-1027.370339,-1739.242193,-3527.62302,-3860.063779,-3947.993643,0.007247441,0.010429041,0.001078943,-0.020522743,-0.069500039,-1312.863146,-2261.066086,-4734.84841,-5202.88453,-5622.639859,285.4873877,521.8005379,1206.890353,1342.192208,1673.461528,1412.52062,3274.235701,9312.64816,9685.516446,7417.876798,,0,1,0,0,,,,,
8063.245374,11847.66967,19871.9869,20349.38272,18336.07063,-1229.92221,-2079.5811,-4505.409028,-5098.531998,-5263.849002,0.00045973,-0.002245394,-0.045877918,-0.093207855,-0.181190355,-1333.422056,-2353.51882,-5404.28115,-6138.083934,-6827.291133,103.4769549,273.8408967,897.5577898,1037.127188,1559.152149,9293.167584,13927.25077,24377.39593,25447.91472,23599.91964,,0,1,0,0,,,,,
446.3755029,1642.198732,6289.185511,6296.674059,3408.790949,-1362.77498,-2301.822566,-4788.331836,-5347.191817,-5633.350906,0.001683315,0.00110518,-0.034296807,-0.081992048,-0.185508072,-1618.949608,-2866.889095,-6435.524966,-7252.869336,-8079.483362,256.1618577,565.0074915,1646.261937,1903.814655,2442.311876,1809.150483,3944.021298,11077.51735,11643.86588,9042.141855,,0,1,0,0,,,,,
4747.530715,7542.874376,13786.59126,13660.28474,11039.3848,-1322.433937,-2185.997123,-4496.077712,-5041.146625,-5195.13414,0.01193664,0.014396313,-0.014229554,-0.057231386,-0.150856869,-1445.189694,-2509.798057,-5465.928264,-6123.886318,-6705.928377,122.7482599,323.7646888,969.3491239,1081.877005,1509.212145,6069.964652,9728.871498,18282.66897,18701.43137,16234.51894,,0,1,0,0,,,,,
232.2997097,-326.9402311,-2744.792118,-4067.726622,-7330.164416,-1308.927881,-2237.782996,-5083.088974,-5875.224716,-6367.145801,0.00590644,0.005136172,-0.035274887,-0.08655001,-0.185778458,-1568.784302,-2832.920559,-6702.933152,-7663.891565,-8581.976165,259.8452487,595.0903778,1619.194491,1787.501026,2212.661398,1541.227591,1910.842764,2338.296856,1807.498094,-963.0186147,,0,0,1,0,,,,,
2418.312848,4059.980001,8172.367328,8286.678793,6582.146852,-1165.960996,-1929.214327,-4190.641517,-4636.946479,-4752.06672,0.01074187,0.015050927,-0.000930343,-0.035388585,-0.108167224,-1345.530807,-2376.248725,-5402.332981,-5988.792385,-6422.144169,179.5631414,446.9975198,1211.024757,1350.595775,1667.797201,3584.273844,5989.194328,12363.00885,12923.62527,11334.21357,,0,1,0,0,,,,,
-58.84033137,335.0444573,2004.792291,2040.968964,1030.007551,-882.5426943,-1443.618713,-2966.737448,-3286.70174,-3384.084998,0.000247555,-0.000817026,-0.0193486,-0.041305137,-0.088246057,-1143.807197,-1929.515995,-4062.159208,-4481.731967,-4789.493168,261.2605457,485.8790829,1095.145797,1194.505856,1404.358387,823.702363,1778.663171,4971.529738,5327.670704,4414.092549,,0,1,0,0,,,,,
1703.658578,4133.79612,10753.1817,10612.16497,8095.049467,-1200.254776,-2062.837383,-4390.302544,-4878.30729,-5011.003502,0.00100296,-0.001649668,-0.040915431,-0.082940929,-0.158549041,-1216.494371,-2203.147536,-4805.476459,-5307.55555,-5784.268416,16.22360524,140.239679,414.2762377,427.6735822,770.4212725,2903.913355,6196.633502,15143.48424,15490.47226,13106.05297,,0,1,0,0,,,,,
6927.480877,10901.13413,20223.14706,20915.40306,19002.05134,-1178.097465,-1958.688657,-4152.170183,-4608.435582,-4765.618757,0.00021194,0.000114898,-0.020473052,-0.050947421,-0.118203824,-1227.430758,-2150.824655,-4785.762082,-5339.608645,-5810.458159,49.33254805,192.1315017,633.5348038,731.1476344,1044.931395,8105.578342,12859.82278,24375.31725,25523.83865,23767.67009,,0,1,0,0,,,,,
7599.196038,11450.8166,20982.40576,22177.08081,20652.98329,-1455.701282,-2451.851704,-5067.047776,-5585.9509,-5727.809157,-0.012927795,-0.022286891,-0.07406574,-0.111738138,-0.176238068,-1427.154815,-2528.071259,-5492.645651,-6079.330982,-6614.285977,-28.56327878,76.14309964,424.55672,491.4409073,882.9944393,9054.89732,13902.66831,26049.45354,27763.03171,26380.79244,,0,1,0,0,,,,,
-1771.922832,-2732.311248,-5873.136658,-7702.993592,-10974.56166,-1010.591454,-1763.222308,-4181.182753,-4866.554355,-5192.214027,-0.012287368,-0.024823793,-0.107027607,-0.183607654,-0.33328469,-1495.121746,-2686.327973,-6216.218581,-7075.953271,-7950.34759,484.5169052,923.0437654,2034.128665,2207.706399,2754.681357,-761.3313784,-969.0889399,-1691.953905,-2836.439236,-5782.347632,,0,0,1,0,,,,,
1813.739769,3517.898863,8797.473576,9125.628112,7563.215779,-983.8740997,-1655.95571,-3519.195342,-3959.474431,-4104.673026,0.011210934,0.014570095,-0.003527086,-0.036873741,-0.1091705,-1216.904979,-2084.360541,-4533.070916,-5067.845197,-5496.390226,233.0196362,428.3567189,1013.23097,1107.208533,1389.622201,2797.613869,5173.854573,12316.66892,13085.10254,11667.8888,,0,1,0,0,,,,,
-5.262309869,411.8410262,1931.106429,1919.718545,642.6426944,-859.279191,-1400.234035,-2982.366667,-3310.59918,-3425.227637,0.005081079,0.007409285,-0.00492142,-0.028610055,-0.082303367,-1127.662157,-1941.825587,-4345.246318,-4850.721477,-5190.39297,268.3822014,541.5850694,1362.688074,1539.723049,1764.386219,854.0168811,1812.075061,4913.473096,5230.317725,4067.870331,,0,1,0,0,,,,,
703.3804571,1534.105484,3655.353655,3093.425089,791.5404937,-888.360881,-1534.39222,-3383.324067,-3851.197877,-4015.182164,-0.003636139,-0.008931044,-0.053554231,-0.095569651,-0.173004116,-1335.238018,-2334.967896,-4982.513304,-5568.060853,-6101.681068,446.8633326,800.5170575,1598.467013,1715.578935,2084.065966,1591.741338,3068.497704,7038.677722,6944.622966,4806.722658,,0,1,0,0,,,,,
4872.095835,7692.326483,16048.51327,17577.51583,16422.92689,-1180.309825,-2042.108858,-4545.980608,-5072.746263,-5311.664108,0.003157401,0.00379786,-0.012188171,-0.03763687,-0.096891182,-1355.696389,-2389.343921,-5435.520101,-6074.611962,-6642.50562,175.3839748,347.222951,889.3436984,1001.497282,1330.095222,6052.40566,9734.435341,20594.49388,22650.26209,21734.591,,0,1,0,0,,,,,
-391.0197176,-472.5777544,343.4494805,348.8430171,-907.222233,-850.8316884,-1512.826728,-3402.959887,-3782.266368,-3858.664249,-0.000447615,-0.001642414,-0.022803287,-0.047789537,-0.096465911,-1189.565223,-2126.872642,-4861.220402,-5374.526971,-5713.285354,338.7247099,614.0094163,1457.720194,1591.249067,1852.880593,459.8119709,1040.248973,3746.409368,4131.109385,2951.442016,,0,0,1,0,,,,,
-2147.329833,-2995.797951,-3567.508684,-3717.876341,-5641.292243,-1415.685861,-2403.405349,-5090.730455,-5664.960249,-6004.921428,0.003424376,0.004100726,-0.012959323,-0.039127711,-0.097400271,-1491.214777,-2635.166129,-5899.588747,-6581.582311,-7195.083821,75.5247914,231.7419575,808.6081448,916.2323017,1189.542071,-731.6439722,-592.3926021,1523.221771,1947.083908,363.6291849,,0,0,1,0,,,,,
6546.076701,10736.96114,22158.21135,22878.45846,19498.80943,-1265.573947,-2194.133945,-4901.214534,-5510.535988,-5728.708772,-0.001465054,-0.005917902,-0.050876939,-0.094504904,-0.177520424,-1707.616886,-3066.954687,-6898.375491,-7660.364226,-8332.776065,442.0342872,872.7836327,1996.718691,2149.162766,2603.069401,7811.650648,12931.09509,27059.42588,28388.99445,25227.51821,,0,1,0,0,,,,,
386.3346352,701.0229397,2917.154473,3341.969227,1813.693082,-1371.550961,-2314.522753,-4975.28362,-5525.965637,-5703.745031,0.011118012,0.017749867,0.015100991,-0.011316148,-0.073833927,-1321.64697,-2348.903274,-5443.520139,-6093.031629,-6604.033811,-49.90835016,34.35968269,467.8884989,566.4185416,899.0757919,1757.885597,3015.545693,7892.438093,8867.934865,7517.438113,,0,1,0,0,,,,,
148.830623,1377.381044,6727.762143,7162.479091,4938.120102,-1485.094836,-2606.699997,-5903.601009,-6536.912318,-6675.58514,-0.011484437,-0.019907942,-0.067834861,-0.107077368,-0.178268225,-1613.782441,-2921.050125,-6895.124976,-7692.337329,-8298.596629,128.6756834,314.3002012,990.7944755,1154.03609,1620.446002,1633.925459,3984.081041,12631.36315,13699.39141,11613.70524,,0,1,0,0,,,,,
-2722.337143,-3853.220687,-5344.772737,-5899.921138,-8392.243648,-1265.026616,-2121.962394,-4742.457762,-5421.530366,-5757.142424,0.009324088,0.012807647,-0.012045053,-0.062756873,-0.179261344,-1320.758711,-2370.212608,-5864.851819,-6786.646175,-7559.530056,55.72579937,248.2198387,1121.825755,1363.935612,1799.791843,-1457.310527,-1731.258294,-602.3149749,-478.3907717,-2635.101224,,0,0,1,0,,,,,
-2657.046839,-4460.177073,-10703.74085,-13522.8217,-18503.21188,-1359.900429,-2248.517141,-4714.550691,-5327.342826,-5569.693415,0.009830888,0.01309416,-0.018043959,-0.075223505,-0.206219878,-1620.369648,-2896.546288,-6767.242955,-7748.027297,-8738.730889,260.4446276,647.9270809,2051.195005,2417.73624,3163.683285,-1297.146411,-2211.659932,-5989.190159,-8195.478873,-12933.51847,,0,0,1,0,,,,,
1483.344954,2509.117367,5447.703724,5669.986308,4065.295033,-1472.917088,-2519.466303,-5517.909722,-6158.182282,-6476.891242,-0.008764336,-0.01459437,-0.051187258,-0.087690395,-0.163687112,-1592.361824,-2818.100992,-6439.729322,-7213.244977,-7861.022467,119.4370556,298.5981507,921.1664091,1053.665503,1381.039482,2956.262042,5028.58367,10965.61345,11828.16859,10542.18627,,0,1,0,0,,,,,
3233.035103,5993.883968,15529.19971,16599.06566,13845.20691,-1093.59096,-1791.136493,-3832.036125,-4370.499351,-4685.755374,0.011084673,0.015615858,-0.003907924,-0.045205113,-0.132909027,-1259.308005,-2255.108612,-5282.219456,-5967.297275,-6524.460782,165.7086801,463.9303823,1449.48519,1595.462112,1836.066138,4326.626063,7785.020461,19361.23583,20969.56501,18530.96228,,0,1,0,0,,,,,
-112.5016649,1150.999216,6100.880562,4989.605127,-353.1936972,-1100.375625,-1834.752619,-3827.553903,-4375.953957,-4716.262177,0.00889345,0.012342046,-0.015803232,-0.070881709,-0.186800622,-1407.234,-2467.811042,-5461.200981,-6197.721893,-7032.816706,306.8467005,633.0062899,1632.87047,1820.265965,2313.373559,987.8739601,2985.751835,9928.434465,9365.559084,4363.06848,,0,0,1,0,,,,,
-1340.969904,-1783.719625,-1822.495393,-2331.716812,-5329.954195,-1178.064269,-2022.088275,-4330.995923,-4875.878187,-5253.430949,0.007862841,0.008891064,-0.034527133,-0.098054773,-0.235074522,-1321.95067,-2424.00215,-5675.044877,-6458.6661,-7452.138346,143.8711302,401.8405817,1342.915703,1580.588146,2194.227754,-162.9056353,238.3686503,2508.50053,2544.161374,-76.5232459,,0,0,1,0,,,,,
-5587.562396,-7851.157592,-12163.25433,-13422.78084,-15497.41437,-1347.701583,-2257.459784,-4635.009433,-5087.705468,-5259.514638,0.010534638,0.013309933,-0.007185324,-0.037544713,-0.095934921,-1536.628649,-2683.219718,-5729.129677,-6270.00481,-6676.211542,188.912994,425.6921278,1093.10812,1180.367191,1413.056135,-4239.860813,-5593.697808,-7528.244894,-8335.075374,-10237.89973,,0,0,1,0,,,,,
-3846.946711,-5032.422318,-6061.76531,-6752.114447,-8892.164743,-1113.460624,-1805.02943,-3454.415736,-3792.626771,-3939.939274,0.002839902,0.00252965,-0.021250069,-0.053212075,-0.121242694,-1274.284201,-2214.715163,-4601.417327,-5061.711765,-5509.445134,160.8126524,409.6437445,1146.431706,1268.001726,1567.515077,-2733.486086,-3227.392888,-2607.349574,-2959.487676,-4952.225469,,0,0,1,0,,,,,
-15237.12835,-24032.77381,-49555.33863,-57356.21397,-64722.66117,-1334.48139,-2271.006353,-5228.584116,-6048.998471,-6453.272189,0.015654265,0.02403456,0.014576392,-0.034093794,-0.150667609,-1418.433209,-2566.604549,-6519.319591,-7617.562935,-8532.318425,83.94421617,295.5611697,1290.003917,1566.958073,2075.271329,-13902.64696,-21761.76745,-44326.75451,-51307.2155,-58269.38898,,0,0,1,0,,,,,
-1281.240017,-899.8808145,2710.571123,2164.97331,-2180.812519,-1076.994204,-1839.034226,-4255.770701,-4977.825772,-5274.937387,0.009766838,0.011133279,-0.035812643,-0.105081528,-0.246767607,-1562.039997,-2758.831129,-6507.501635,-7510.92597,-8444.824401,485.0308873,919.7286157,2250.647619,2530.971027,3165.444993,-204.2458129,939.1534113,6966.341823,7142.799081,3094.124868,,0,0,1,0,,,,,
-2903.349942,-4078.384978,-6178.409768,-7006.466465,-9077.709093,-1391.324216,-2340.580236,-4986.214107,-5499.248668,-5629.62508,0.002860155,0.003184446,-0.019260529,-0.050704479,-0.115148325,-1543.887453,-2678.26057,-5991.430584,-6639.006983,-7092.085828,152.557572,337.6521369,1004.718858,1138.779272,1460.542739,-1512.025726,-1737.804742,-1192.195662,-1507.217798,-3448.084013,,0,0,1,0,,,,,
5274.811777,8027.376942,14307.66914,15146.65275,14673.33608,-1328.887956,-2205.228287,-4484.012475,-4861.7493,-4967.921249,0.0050084,0.008616921,0.006135439,-0.007038307,-0.038664187,-1296.423661,-2180.144963,-4529.813474,-4938.179844,-5202.28615,-32.46543906,-25.08983617,45.67639276,76.18302314,233.8413247,6603.699733,10232.60523,18791.68161,20008.40205,19641.25732,,0,1,0,0,,,,,
652.5624589,2463.521795,10470.77787,11390.61773,8858.451983,-1260.649943,-2228.055647,-5122.053269,-5745.687775,-5773.56574,-0.004940044,-0.008938441,-0.047759716,-0.092263466,-0.178961967,-1394.396992,-2531.082977,-6114.334488,-6933.498948,-7493.575499,133.7354633,302.9715316,991.3301868,1185.921331,1716.308536,1913.212401,4691.577442,15592.83114,17136.3055,14632.01772,,0,1,0,0,,,,,
1945.455283,4346.695901,13545.01002,14759.48127,12541.69126,-1034.119947,-1804.939127,-4202.251666,-4761.230186,-5067.536814,0.004563974,0.007180548,-0.007445862,-0.039913533,-0.112655602,-1411.931973,-2521.607284,-6006.304682,-6812.68078,-7596.965759,377.8086834,716.6521113,1803.785763,2050.962772,2528.404314,2979.575231,6151.635028,17747.26169,19520.71146,17609.22807,,0,1,0,0,,,,,
-4261.374634,-6530.181524,-13420.58996,-16352.72181,-20697.98836,-1129.313188,-1987.552851,-4632.438372,-5325.993192,-5590.576049,-0.001474661,-0.003339936,-0.040356218,-0.086882256,-0.17694768,-1360.11652,-2469.473779,-6004.260593,-6892.512025,-7692.263558,230.7858895,481.8375066,1370.436597,1563.795781,2096.356558,-3132.061446,-4542.628674,-8788.15159,-11026.72862,-15107.41231,,0,0,1,0,,,,,
